Tweet,Tweet Length,Cleaned_Tweet,Cleaned_Length,Normalized_Tweet,Normalized_Length,Tokenized_Tweet,Token_Count,No_Stopwords_Tweet,No_Stopwords_Count,Stemmed_Tweet,Stemmed_Count,Sentimen
@DeaPatriliana Ekonomi lokal terus berkembang apalagi dengan program dari Kabinet Merah Putih. Luar biasa!,14,deapatriliana ekonomi lokal terus berkembang apalagi dengan program dari kabinet merah putih luar biasa,14,deapatriliana ekonomi lokal terus berkembang apalagi dengan program dari kabinet merah putih luar biasa,14,"[""deapatriliana"", ""ekonomi"", ""lokal"", ""terus"", ""berkembang"", ""apalagi"", ""dengan"", ""program"", ""dari"", ""kabinet"", ""merah"", ""putih"", ""luar"", ""biasa""]",146,"[""deapatriliana"", ""ekonomi"", ""lokal"", ""berkembang"", ""program"", ""kabinet"", ""merah"", ""putih""]",8,"[""deapatriliana"", ""ekonomi"", ""lokal"", ""kembang"", ""program"", ""kabinet"", ""merah"", ""putih""]",8,netral
@glazer_hardline @kumparan @pindad mungkin PT Pindad sekali lagi bisa memberikan edukasi kepada akun2 X yg menganalisis kendaraan pak @prabowo dan yg rencana nya akan dipakai juga oleh para menteri kabinet merah putih,32,glazer_hardline kumparan pindad mungkin pt pindad sekali lagi bisa memberikan edukasi kepada akun2 x yg menganalisis kendaraan pak prabowo dan yg rencana nya akan dipakai juga oleh para menteri kabinet merah putih,32,glazer_hardline kumparan pindad mungkin pt pindad sekali lagi bisa memberikan edukasi kepada akun2 x yg menganalisis kendaraan pak prabowo dan yg rencana nya akan dipakai juga oleh para menteri kabinet merah putih,32,"[""glazer_hardline"", ""kumparan"", ""pindad"", ""mungkin"", ""pt"", ""pindad"", ""sekali"", ""lagi"", ""bisa"", ""memberikan"", ""edukasi"", ""kepada"", ""akun2"", ""x"", ""yg"", ""menganalisis"", ""kendaraan"", ""pak"", ""prabowo"", ""dan"", ""yg"", ""rencana"", ""nya"", ""akan"", ""dipakai"", ""juga"", ""oleh"", ""para"", ""menteri"", ""kabinet"", ""merah"", ""putih""]",310,"[""glazer_hardline"", ""kumparan"", ""pindad"", ""pt"", ""pindad"", ""edukasi"", ""akun2"", ""x"", ""menganalisis"", ""kendaraan"", ""prabowo"", ""rencana"", ""nya"", ""dipakai"", ""menteri"", ""kabinet"", ""merah"", ""putih""]",18,"[""glazer"", ""hardline"", ""kumpar"", ""pindad"", ""pt"", ""pindad"", ""edukasi"", ""akun2"", ""x"", ""analis"", ""kendara"", ""prabowo"", ""rencana"", ""nya"", ""pakai"", ""menteri"", ""kabinet"", ""merah"", ""putih""]",19,netral
Hari Terakhir Retreat Kabinet Merah Putih Menhan Sjafrie Beri Pandangan #beritategas #sorotan #semuaorang https://t.co/yNXApjnuwT,14,hari terakhir retreat kabinet merah putih menhan sjafrie beri pandangan beritategas sorotan semuaorang,13,hari terakhir retreat kabinet merah putih menhan sjafrie beri pandangan beritategas sorotan semuaorang,13,"[""hari"", ""terakhir"", ""retreat"", ""kabinet"", ""merah"", ""putih"", ""menhan"", ""sjafrie"", ""beri"", ""pandangan"", ""beritategas"", ""sorotan"", ""semuaorang""]",142,"[""retreat"", ""kabinet"", ""merah"", ""putih"", ""menhan"", ""sjafrie"", ""pandangan"", ""beritategas"", ""sorotan"", ""semuaorang""]",10,"[""retreat"", ""kabinet"", ""merah"", ""putih"", ""menhan"", ""sjafrie"", ""pandang"", ""beritategas"", ""sorot"", ""semuaorang""]",10,positif
Karena itu lanjutnya seusai retreat Kabinet Merah Putih di Magelang dia langsung mengunjungi pusat pembenihan berskala besar itu.,18,karena itu lanjutnya seusai retreat kabinet merah putih di magelang dia langsung mengunjungi pusat pembenihan berskala besar itu,18,karena itu lanjutnya seusai retreat kabinet merah putih di magelang dia langsung mengunjungi pusat pembenihan berskala besar itu,18,"[""karena"", ""itu"", ""lanjutnya"", ""seusai"", ""retreat"", ""kabinet"", ""merah"", ""putih"", ""di"", ""magelang"", ""dia"", ""langsung"", ""mengunjungi"", ""pusat"", ""pembenihan"", ""berskala"", ""besar"", ""itu""]",183,"[""retreat"", ""kabinet"", ""merah"", ""putih"", ""magelang"", ""langsung"", ""mengunjungi"", ""pusat"", ""pembenihan"", ""berskala""]",10,"[""retreat"", ""kabinet"", ""merah"", ""putih"", ""magelang"", ""langsung"", ""unjung"", ""pusat"", ""benih"", ""skala""]",10,positif
Kisruh Kabinet Prabowo Subianto Prabowo Subianto benar-benar menjalankan misi keberlanjutan pemerintahan Jokowi. Selain mempertahankan 17 menteri Jokowi ia merekrut orang bermasalah secara hukum dan etika ke dalam kabinetnya. Prabowo juga membentuk lembaga baru yang menabrak https://t.co/d0EQbpNe9N,36,kisruh kabinet prabowo subianto prabowo subianto benarbenar menjalankan misi keberlanjutan pemerintahan jokowi selain mempertahankan 17 menteri jokowi ia merekrut orang bermasalah secara hukum dan etika ke dalam kabinetnya prabowo juga membentuk lembaga baru yang menabrak,35,kisruh kabinet prabowo subianto prabowo subianto benarbenar menjalankan misi keberlanjutan pemerintahan jokowi selain mempertahankan 17 menteri jokowi ia merekrut orang bermasalah secara hukum dan etika ke dalam kabinetnya prabowo juga membentuk lembaga baru yang menabrak,35,"[""kisruh"", ""kabinet"", ""prabowo"", ""subianto"", ""prabowo"", ""subianto"", ""benarbenar"", ""menjalankan"", ""misi"", ""keberlanjutan"", ""pemerintahan"", ""jokowi"", ""selain"", ""mempertahankan"", ""17"", ""menteri"", ""jokowi"", ""ia"", ""merekrut"", ""orang"", ""bermasalah"", ""secara"", ""hukum"", ""dan"", ""etika"", ""ke"", ""dalam"", ""kabinetnya"", ""prabowo"", ""juga"", ""membentuk"", ""lembaga"", ""baru"", ""yang"", ""menabrak""]",378,"[""kisruh"", ""kabinet"", ""prabowo"", ""subianto"", ""prabowo"", ""subianto"", ""benarbenar"", ""menjalankan"", ""misi"", ""keberlanjutan"", ""pemerintahan"", ""jokowi"", ""mempertahankan"", ""17"", ""menteri"", ""jokowi"", ""merekrut"", ""orang"", ""bermasalah"", ""hukum"", ""etika"", ""kabinetnya"", ""prabowo"", ""membentuk"", ""lembaga"", ""menabrak""]",26,"[""kisruh"", ""kabinet"", ""prabowo"", ""subianto"", ""prabowo"", ""subianto"", ""benarbenar"", ""jalan"", ""misi"", ""lanjut"", ""perintah"", ""jokowi"", ""tahan"", ""17"", ""menteri"", ""jokowi"", ""rekrut"", ""orang"", ""masalah"", ""hukum"", ""etika"", ""kabinet"", ""prabowo"", ""bentuk"", ""lembaga"", ""tabrak""]",26,negatif
@kesittt Rambo yg ini gak bawah Senpi Tapi bawa senyum dari hati ,12,kesittt rambo yg ini gak bawah senpi tapi bawa senyum dari hati,12,kesittt rambo yg ini gak bawah senpi tapi bawa senyum dari hati,12,"[""kesittt"", ""rambo"", ""yg"", ""ini"", ""gak"", ""bawah"", ""senpi"", ""tapi"", ""bawa"", ""senyum"", ""dari"", ""hati""]",100,"[""kesittt"", ""rambo"", ""gak"", ""senpi"", ""bawa"", ""senyum"", ""hati""]",7,"[""kesittt"", ""rambo"", ""gak"", ""senpi"", ""bawa"", ""senyum"", ""hati""]",7,negatif
Respons Raffi Ahmad Soal Prabowo Biayai Pembekalan Kabinet: Hidup Matinya untuk Indonesia https://t.co/dDtkt5MDfu,13,respons raffi ahmad soal prabowo biayai pembekalan kabinet hidup matinya untuk indonesia,12,respons raffi ahmad soal prabowo biayai pembekalan kabinet hidup matinya untuk indonesia,12,"[""respons"", ""raffi"", ""ahmad"", ""soal"", ""prabowo"", ""biayai"", ""pembekalan"", ""kabinet"", ""hidup"", ""matinya"", ""untuk"", ""indonesia""]",125,"[""respons"", ""raffi"", ""ahmad"", ""prabowo"", ""biayai"", ""pembekalan"", ""kabinet"", ""hidup"", ""matinya"", ""indonesia""]",10,"[""respons"", ""raffi"", ""ahmad"", ""prabowo"", ""biaya"", ""bekal"", ""kabinet"", ""hidup"", ""mati"", ""indonesia""]",10,negatif
Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi menegaskan biaya pembekalan anggota Kabinet Merah Putih yang berlangsung di Akademi Militer Magelang Jawa Tengah pada 24 hingga 27 Oktober berasal dari uang pribadi Presiden Prabowo Subianto. https://t.co/OLYdGMts2a,34,kepala kantor komunikasi kepresidenan hasan nasbi menegaskan biaya pembekalan anggota kabinet merah putih yang berlangsung di akademi militer magelang jawa tengah pada 24 hingga 27 oktober berasal dari uang pribadi presiden prabowo subianto,33,kepala kantor komunikasi kepresidenan hasan nasbi menegaskan biaya pembekalan anggota kabinet merah putih yang berlangsung di akademi militer magelang jawa tengah pada 24 hingga 27 oktober berasal dari uang pribadi presiden prabowo subianto,33,"[""kepala"", ""kantor"", ""komunikasi"", ""kepresidenan"", ""hasan"", ""nasbi"", ""menegaskan"", ""biaya"", ""pembekalan"", ""anggota"", ""kabinet"", ""merah"", ""putih"", ""yang"", ""berlangsung"", ""di"", ""akademi"", ""militer"", ""magelang"", ""jawa"", ""tengah"", ""pada"", ""24"", ""hingga"", ""27"", ""oktober"", ""berasal"", ""dari"", ""uang"", ""pribadi"", ""presiden"", ""prabowo"", ""subianto""]",340,"[""kepala"", ""kantor"", ""komunikasi"", ""kepresidenan"", ""hasan"", ""nasbi"", ""biaya"", ""pembekalan"", ""anggota"", ""kabinet"", ""merah"", ""putih"", ""akademi"", ""militer"", ""magelang"", ""jawa"", ""24"", ""27"", ""oktober"", ""berasal"", ""uang"", ""pribadi"", ""presiden"", ""prabowo"", ""subianto""]",25,"[""kepala"", ""kantor"", ""komunikasi"", ""presiden"", ""hasan"", ""nasbi"", ""biaya"", ""bekal"", ""anggota"", ""kabinet"", ""merah"", ""putih"", ""akademi"", ""militer"", ""magelang"", ""jawa"", ""24"", ""27"", ""oktober"", ""asal"", ""uang"", ""pribadi"", ""presiden"", ""prabowo"", ""subianto""]",25,negatif
Pegiat media sosial Dokter Tifa mengomentari kabar Wapres RI Gibran Rakabuming Raka yang pulang lebih dulu dari Akmil Magelang #Gibran #prabowo #Akmil #DokterTifa #kabinet #Magelang https://t.co/75y6Suiae2,26,pegiat media sosial dokter tifa mengomentari kabar wapres ri gibran rakabuming raka yang pulang lebih dulu dari akmil magelang gibran prabowo akmil doktertifa kabinet magelang,25,pegiat media sosial dokter tifa mengomentari kabar wapres ri gibran rakabuming raka yang pulang lebih dulu dari akmil magelang gibran prabowo akmil doktertifa kabinet magelang,25,"[""pegiat"", ""media"", ""sosial"", ""dokter"", ""tifa"", ""mengomentari"", ""kabar"", ""wapres"", ""ri"", ""gibran"", ""rakabuming"", ""raka"", ""yang"", ""pulang"", ""lebih"", ""dulu"", ""dari"", ""akmil"", ""magelang"", ""gibran"", ""prabowo"", ""akmil"", ""doktertifa"", ""kabinet"", ""magelang""]",251,"[""pegiat"", ""media"", ""sosial"", ""dokter"", ""tifa"", ""mengomentari"", ""kabar"", ""wapres"", ""gibran"", ""rakabuming"", ""raka"", ""pulang"", ""akmil"", ""magelang"", ""gibran"", ""prabowo"", ""akmil"", ""doktertifa"", ""kabinet"", ""magelang""]",20,"[""giat"", ""media"", ""sosial"", ""dokter"", ""tifa"", ""komentar"", ""kabar"", ""wapres"", ""gibran"", ""rakabuming"", ""raka"", ""pulang"", ""akmil"", ""magelang"", ""gibran"", ""prabowo"", ""akmil"", ""doktertifa"", ""kabinet"", ""magelang""]",20,negatif
@ArisGTG99 @ganjarpranowo Mendukung Pemerintahan tidak harus ikut gabung dalam kabinet karena sumbangsih pada negara tidak harus menjadi menteri berada di luar kabinet bukan berarti tidak mendukung daripada berada di dalam kabinet yg akhirnya merecoki ...seperti menteri2 yg ada mulai kelihatan aslinya.,41,arisgtg99 ganjarpranowo mendukung pemerintahan tidak harus ikut gabung dalam kabinet karena sumbangsih pada negara tidak harus menjadi menteri berada di luar kabinet bukan berarti tidak mendukung daripada berada di dalam kabinet yg akhirnya merecoki seperti menteri2 yg ada mulai kelihatan aslinya,41,arisgtg99 ganjarpranowo mendukung pemerintahan tidak harus ikut gabung dalam kabinet karena sumbangsih pada negara tidak harus menjadi menteri berada di luar kabinet bukan berarti tidak mendukung daripada berada di dalam kabinet yg akhirnya merecoki seperti menteri2 yg ada mulai kelihatan aslinya,41,"[""arisgtg99"", ""ganjarpranowo"", ""mendukung"", ""pemerintahan"", ""tidak"", ""harus"", ""ikut"", ""gabung"", ""dalam"", ""kabinet"", ""karena"", ""sumbangsih"", ""pada"", ""negara"", ""tidak"", ""harus"", ""menjadi"", ""menteri"", ""berada"", ""di"", ""luar"", ""kabinet"", ""bukan"", ""berarti"", ""tidak"", ""mendukung"", ""daripada"", ""berada"", ""di"", ""dalam"", ""kabinet"", ""yg"", ""akhirnya"", ""merecoki"", ""seperti"", ""menteri2"", ""yg"", ""ada"", ""mulai"", ""kelihatan"", ""aslinya""]",421,"[""arisgtg99"", ""ganjarpranowo"", ""mendukung"", ""pemerintahan"", ""gabung"", ""kabinet"", ""sumbangsih"", ""negara"", ""menteri"", ""kabinet"", ""mendukung"", ""kabinet"", ""merecoki"", ""menteri2"", ""aslinya""]",15,"[""arisgtg99"", ""ganjarpranowo"", ""dukung"", ""perintah"", ""gabung"", ""kabinet"", ""sumbangsih"", ""negara"", ""menteri"", ""kabinet"", ""dukung"", ""kabinet"", ""recok"", ""menteri2"", ""asli""]",15,positif
BKN melaporkan 229.901 ASN akan dialihkan ke kementerian baru akibat perubahan struktur kabinet. https://t.co/SlYATZTr4h,14,bkn melaporkan 229901 asn akan dialihkan ke kementerian baru akibat perubahan struktur kabinet,13,bkn melaporkan 229901 asn akan dialihkan ke kementerian baru akibat perubahan struktur kabinet,13,"[""bkn"", ""melaporkan"", ""229901"", ""asn"", ""akan"", ""dialihkan"", ""ke"", ""kementerian"", ""baru"", ""akibat"", ""perubahan"", ""struktur"", ""kabinet""]",134,"[""bkn"", ""melaporkan"", ""229901"", ""asn"", ""dialihkan"", ""kementerian"", ""akibat"", ""perubahan"", ""struktur"", ""kabinet""]",10,"[""bkn"", ""lapor"", ""229901"", ""asn"", ""alih"", ""menteri"", ""akibat"", ""ubah"", ""struktur"", ""kabinet""]",10,negatif
Electrizen PLN sukses menghadirkan listrik andal untuk acara Retreat Kabinet Merah Putih di Akademi Militer (Akmil) Magelang pada 24-27 Oktober 2024 yang dipimpin oleh Presiden Prabowo Subianto. #PLN #PLNUntukIndonesia #AcceleratingRenewableEnergy https://t.co/cwp8VSspTE,31,electrizen pln sukses menghadirkan listrik andal untuk acara retreat kabinet merah putih di akademi militer akmil magelang pada 2427 oktober 2024 yang dipimpin oleh presiden prabowo subianto pln plnuntukindonesia acceleratingrenewableenergy,30,electrizen pln sukses menghadirkan listrik andal untuk acara retreat kabinet merah putih di akademi militer akmil magelang pada 2427 oktober 2024 yang dipimpin oleh presiden prabowo subianto pln plnuntukindonesia acceleratingrenewableenergy,30,"[""electrizen"", ""pln"", ""sukses"", ""menghadirkan"", ""listrik"", ""andal"", ""untuk"", ""acara"", ""retreat"", ""kabinet"", ""merah"", ""putih"", ""di"", ""akademi"", ""militer"", ""akmil"", ""magelang"", ""pada"", ""2427"", ""oktober"", ""2024"", ""yang"", ""dipimpin"", ""oleh"", ""presiden"", ""prabowo"", ""subianto"", ""pln"", ""plnuntukindonesia"", ""acceleratingrenewableenergy""]",331,"[""electrizen"", ""sukses"", ""menghadirkan"", ""listrik"", ""andal"", ""acara"", ""retreat"", ""kabinet"", ""merah"", ""putih"", ""akademi"", ""militer"", ""akmil"", ""magelang"", ""2427"", ""oktober"", ""2024"", ""dipimpin"", ""presiden"", ""prabowo"", ""subianto"", ""plnuntukindonesia"", ""acceleratingrenewableenergy""]",23,"[""electrizen"", ""sukses"", ""hadir"", ""listrik"", ""andal"", ""acara"", ""retreat"", ""kabinet"", ""merah"", ""putih"", ""akademi"", ""militer"", ""akmil"", ""magelang"", ""2427"", ""oktober"", ""2024"", ""pimpin"", ""presiden"", ""prabowo"", ""subianto"", ""plnuntukindonesia"", ""acceleratingrenewableenergy""]",23,positif
Sekitar 2 minggu sebelum pengumuman kabinet kami @nu_online berkunjung ke kantor @muhammadiyah di Menteng Jak-Pus utk mewawancarai Masprof @Abe_Mukti utk program Menjadi Indonesia. Selamat menyimak! https://t.co/Ylo4Bnd885,26,sekitar 2 minggu sebelum pengumuman kabinet kami nu_online berkunjung ke kantor muhammadiyah di menteng jakpus utk mewawancarai masprof abe_mukti utk program menjadi indonesia selamat menyimak,25,sekitar 2 minggu sebelum pengumuman kabinet kami nu_online berkunjung ke kantor muhammadiyah di menteng jakpus utk mewawancarai masprof abe_mukti utk program menjadi indonesia selamat menyimak,25,"[""sekitar"", ""2"", ""minggu"", ""sebelum"", ""pengumuman"", ""kabinet"", ""kami"", ""nu_online"", ""berkunjung"", ""ke"", ""kantor"", ""muhammadiyah"", ""di"", ""menteng"", ""jakpus"", ""utk"", ""mewawancarai"", ""masprof"", ""abe_mukti"", ""utk"", ""program"", ""menjadi"", ""indonesia"", ""selamat"", ""menyimak""]",268,"[""2"", ""minggu"", ""pengumuman"", ""kabinet"", ""nu_online"", ""berkunjung"", ""kantor"", ""muhammadiyah"", ""menteng"", ""jakpus"", ""mewawancarai"", ""masprof"", ""abe_mukti"", ""program"", ""indonesia"", ""selamat"", ""menyimak""]",17,"[""2"", ""minggu"", ""umum"", ""kabinet"", ""nu"", ""online"", ""kunjung"", ""kantor"", ""muhammadiyah"", ""menteng"", ""jakpus"", ""wawancara"", ""masprof"", ""abe"", ""mukti"", ""program"", ""indonesia"", ""selamat"", ""simak""]",19,netral
[SELAMAT MEMPERINGATI HARI SUMPAH PEMUDA] Jadilah pemuda yang kreatif dan berkualitas. Bukan hanya sekedar sumpah tetap bersamai dengan aksi untuk mewujudkan semangat muda demi memajukan bangsa Indonesia. BEM Indonesia Mandiri Kabinet Abhiprayagana 2023/2024 https://t.co/qCWQVJDUjj,34,selamat memperingati hari sumpah pemuda jadilah pemuda yang kreatif dan berkualitas bukan hanya sekedar sumpah tetap bersamai dengan aksi untuk mewujudkan semangat muda demi memajukan bangsa indonesia bem indonesia mandiri kabinet abhiprayagana 20232024,33,selamat memperingati hari sumpah pemuda jadilah pemuda yang kreatif dan berkualitas bukan hanya sekedar sumpah tetap bersamai dengan aksi untuk mewujudkan semangat muda demi memajukan bangsa indonesia bem indonesia mandiri kabinet abhiprayagana 20232024,33,"[""selamat"", ""memperingati"", ""hari"", ""sumpah"", ""pemuda"", ""jadilah"", ""pemuda"", ""yang"", ""kreatif"", ""dan"", ""berkualitas"", ""bukan"", ""hanya"", ""sekedar"", ""sumpah"", ""tetap"", ""bersamai"", ""dengan"", ""aksi"", ""untuk"", ""mewujudkan"", ""semangat"", ""muda"", ""demi"", ""memajukan"", ""bangsa"", ""indonesia"", ""bem"", ""indonesia"", ""mandiri"", ""kabinet"", ""abhiprayagana"", ""20232024""]",353,"[""selamat"", ""memperingati"", ""sumpah"", ""pemuda"", ""pemuda"", ""kreatif"", ""berkualitas"", ""sekedar"", ""sumpah"", ""bersamai"", ""aksi"", ""mewujudkan"", ""semangat"", ""muda"", ""memajukan"", ""bangsa"", ""indonesia"", ""bem"", ""indonesia"", ""mandiri"", ""kabinet"", ""abhiprayagana"", ""20232024""]",23,"[""selamat"", ""ingat"", ""sumpah"", ""pemuda"", ""pemuda"", ""kreatif"", ""kualitas"", ""dar"", ""sumpah"", ""sama"", ""aksi"", ""wujud"", ""semangat"", ""muda"", ""maju"", ""bangsa"", ""indonesia"", ""bem"", ""indonesia"", ""mandiri"", ""kabinet"", ""abhiprayagana"", ""20232024""]",23,positif
Prabowo baru aja ngeluarin formasi Kabinet Merah Putih dan ternyata ada 109 menteri dan wakil menteri! Wow banyak banget ya! Nah ada salah satu menteri yang menarik perhatian netizen yaitu Menteri Luar Negeri Sugiono. Kalian udah tau siapa dia? https://t.co/N83OIqg5Ef,40,prabowo baru aja ngeluarin formasi kabinet merah putih dan ternyata ada 109 menteri dan wakil menteri wow banyak banget ya nah ada salah satu menteri yang menarik perhatian netizen yaitu menteri luar negeri sugiono kalian udah tau siapa dia,39,prabowo baru aja ngeluarin formasi kabinet merah putih dan ternyata ada 109 menteri dan wakil menteri wow banyak banget ya nah ada salah satu menteri yang menarik perhatian netizen yaitu menteri luar negeri sugiono kalian udah tau siapa dia,39,"[""prabowo"", ""baru"", ""aja"", ""ngeluarin"", ""formasi"", ""kabinet"", ""merah"", ""putih"", ""dan"", ""ternyata"", ""ada"", ""109"", ""menteri"", ""dan"", ""wakil"", ""menteri"", ""wow"", ""banyak"", ""banget"", ""ya"", ""nah"", ""ada"", ""salah"", ""satu"", ""menteri"", ""yang"", ""menarik"", ""perhatian"", ""netizen"", ""yaitu"", ""menteri"", ""luar"", ""negeri"", ""sugiono"", ""kalian"", ""udah"", ""tau"", ""siapa"", ""dia""]",358,"[""prabowo"", ""ngeluarin"", ""formasi"", ""kabinet"", ""merah"", ""putih"", ""109"", ""menteri"", ""wakil"", ""menteri"", ""wow"", ""banget"", ""salah"", ""menteri"", ""menarik"", ""perhatian"", ""netizen"", ""menteri"", ""negeri"", ""sugiono"", ""udah"", ""tau""]",22,"[""prabowo"", ""ngeluarin"", ""formasi"", ""kabinet"", ""merah"", ""putih"", ""109"", ""menteri"", ""wakil"", ""menteri"", ""wow"", ""banget"", ""salah"", ""menteri"", ""tarik"", ""perhati"", ""netizen"", ""menteri"", ""negeri"", ""sugiono"", ""udah"", ""tau""]",22,negatif
Memang beda kelas jiwa patriotik antara militer dan tukang... klo militer demi negara klo tukang demi keluarga Ternyata Presiden Prabowo Biayai Sendiri Retret Kabinet Merah Putih di Akmil Magelang Sumber: https://t.co/4Eikklfzpk https://t.co/fcwq0QJuNc,32,memang beda kelas jiwa patriotik antara militer dan tukang klo militer demi negara klo tukang demi keluarga ternyata presiden prabowo biayai sendiri retret kabinet merah putih di akmil magelang sumber,30,memang beda kelas jiwa patriotik antara militer dan tukang klo militer demi negara klo tukang demi keluarga ternyata presiden prabowo biayai sendiri retret kabinet merah putih di akmil magelang sumber,30,"[""memang"", ""beda"", ""kelas"", ""jiwa"", ""patriotik"", ""antara"", ""militer"", ""dan"", ""tukang"", ""klo"", ""militer"", ""demi"", ""negara"", ""klo"", ""tukang"", ""demi"", ""keluarga"", ""ternyata"", ""presiden"", ""prabowo"", ""biayai"", ""sendiri"", ""retret"", ""kabinet"", ""merah"", ""putih"", ""di"", ""akmil"", ""magelang"", ""sumber""]",291,"[""beda"", ""kelas"", ""jiwa"", ""patriotik"", ""militer"", ""tukang"", ""militer"", ""negara"", ""tukang"", ""keluarga"", ""presiden"", ""prabowo"", ""biayai"", ""retret"", ""kabinet"", ""merah"", ""putih"", ""akmil"", ""magelang"", ""sumber""]",20,"[""beda"", ""kelas"", ""jiwa"", ""patriotik"", ""militer"", ""tukang"", ""militer"", ""negara"", ""tukang"", ""keluarga"", ""presiden"", ""prabowo"", ""biaya"", ""retret"", ""kabinet"", ""merah"", ""putih"", ""akmil"", ""magelang"", ""sumber""]",20,negatif
Kemenpan RB saat ini menyiapkan SDM aparatur sipil negara dan aturan hukum agar pelaksanaan tugas Kabinet Merah Putih berjalan lancar. https://t.co/Sog9Nrq0An,21,kemenpan rb saat ini menyiapkan sdm aparatur sipil negara dan aturan hukum agar pelaksanaan tugas kabinet merah putih berjalan lancar,20,kemenpan rb saat ini menyiapkan sdm aparatur sipil negara dan aturan hukum agar pelaksanaan tugas kabinet merah putih berjalan lancar,20,"[""kemenpan"", ""rb"", ""saat"", ""ini"", ""menyiapkan"", ""sdm"", ""aparatur"", ""sipil"", ""negara"", ""dan"", ""aturan"", ""hukum"", ""agar"", ""pelaksanaan"", ""tugas"", ""kabinet"", ""merah"", ""putih"", ""berjalan"", ""lancar""]",194,"[""kemenpan"", ""rb"", ""sdm"", ""aparatur"", ""sipil"", ""negara"", ""aturan"", ""hukum"", ""pelaksanaan"", ""tugas"", ""kabinet"", ""merah"", ""putih"", ""berjalan"", ""lancar""]",15,"[""kemenpan"", ""rb"", ""sdm"", ""aparatur"", ""sipil"", ""negara"", ""atur"", ""hukum"", ""laksana"", ""tugas"", ""kabinet"", ""merah"", ""putih"", ""jalan"", ""lancar""]",15,positif
The Big and Happy Family [!] ______________________________ Departemen Hubungan Masyarakat Bidang Komunikasi dan Informasi Kabinet Sejiwa 2024 #TumbuhBersama,18,the big and happy family  ______________________________ departemen hubungan masyarakat bidang komunikasi dan informasi kabinet sejiwa 2024 tumbuhbersama,17,the big and happy family ______________________________ departemen hubungan masyarakat bidang komunikasi dan informasi kabinet sejiwa 2024 tumbuhbersama,17,"[""the"", ""big"", ""and"", ""happy"", ""family"", ""______________________________"", ""departemen"", ""hubungan"", ""masyarakat"", ""bidang"", ""komunikasi"", ""dan"", ""informasi"", ""kabinet"", ""sejiwa"", ""2024"", ""tumbuhbersama""]",204,"[""the"", ""big"", ""and"", ""happy"", ""family"", ""______________________________"", ""departemen"", ""hubungan"", ""masyarakat"", ""bidang"", ""komunikasi"", ""informasi"", ""kabinet"", ""sejiwa"", ""2024"", ""tumbuhbersama""]",16,"[""the"", ""big"", ""and"", ""happy"", ""family"", ""departemen"", ""hubung"", ""masyarakat"", ""bidang"", ""komunikasi"", ""informasi"", ""kabinet"", ""jiwa"", ""2024"", ""tumbuhbersama""]",15,positif
Disiapkan 1 Bulan Sebelumnya Prabowo Rogoh Kocek Pribadi Biayai Retreat Kabinet di Magelang Habis Berapa? https://t.co/mLHjeQugcD,16,disiapkan 1 bulan sebelumnya prabowo rogoh kocek pribadi biayai retreat kabinet di magelang habis berapa,15,disiapkan 1 bulan sebelumnya prabowo rogoh kocek pribadi biayai retreat kabinet di magelang habis berapa,15,"[""disiapkan"", ""1"", ""bulan"", ""sebelumnya"", ""prabowo"", ""rogoh"", ""kocek"", ""pribadi"", ""biayai"", ""retreat"", ""kabinet"", ""di"", ""magelang"", ""habis"", ""berapa""]",150,"[""disiapkan"", ""1"", ""prabowo"", ""rogoh"", ""kocek"", ""pribadi"", ""biayai"", ""retreat"", ""kabinet"", ""magelang"", ""habis""]",11,"[""siap"", ""1"", ""prabowo"", ""rogoh"", ""kocek"", ""pribadi"", ""biaya"", ""retreat"", ""kabinet"", ""magelang"", ""habis""]",11,negatif
@SwigNyoRonand Kabinet korupsi? Saya salah denger kayaknya,7,swignyoronand kabinet korupsi saya salah denger kayaknya,7,swignyoronand kabinet korupsi saya salah denger kayaknya,7,"[""swignyoronand"", ""kabinet"", ""korupsi"", ""saya"", ""salah"", ""denger"", ""kayaknya""]",78,"[""swignyoronand"", ""kabinet"", ""korupsi"", ""salah"", ""denger"", ""kayaknya""]",6,"[""swignyoronand"", ""kabinet"", ""korupsi"", ""salah"", ""denger"", ""kayak""]",6,negatif
coba km ke sini mas nanti pasti masuk kabinet,9,coba km ke sini mas nanti pasti masuk kabinet,9,coba km ke sini mas nanti pasti masuk kabinet,9,"[""coba"", ""km"", ""ke"", ""sini"", ""mas"", ""nanti"", ""pasti"", ""masuk"", ""kabinet""]",73,"[""coba"", ""km"", ""mas"", ""masuk"", ""kabinet""]",5,"[""coba"", ""km"", ""mas"", ""masuk"", ""kabinet""]",5,netral
@Mdy_Asmara1701 Kabinet ga maju maju dong min @Gerindra,8,mdy_asmara1701 kabinet ga maju maju dong min gerindra,8,mdy_asmara1701 kabinet ga maju maju dong min gerindra,8,"[""mdy_asmara1701"", ""kabinet"", ""ga"", ""maju"", ""maju"", ""dong"", ""min"", ""gerindra""]",78,"[""mdy_asmara1701"", ""kabinet"", ""maju"", ""maju"", ""min"", ""gerindra""]",6,"[""mdy"", ""asmara1701"", ""kabinet"", ""maju"", ""maju"", ""min"", ""gerindra""]",7,positif
