Tweet,Sentimen,Tweet Length,Tokenized
prabowo subianto rogoh kocek pribadi untuk biayai pembekalan kabinet merah putih ,positif,12,"['prabowo', 'subianto', 'rogoh', 'kocek', 'pribadi', 'biaya', 'bekal', 'kabinet', 'merah', 'putih']"
kabinet zaken rezim prabowo sepenuhnya tidak benar ,netral,8,"['kabinet', 'zaken', 'rezim', 'prabowo', 'sepenuh']"
direktur utama pln darmawan prasodjo menyampaikan retreat kabinet ini menjadi agenda yang krusial untuk pemerintah dan menentukan arah negara ke depan ,positif,23,"['direktur', 'utama', 'darmawan', 'prasodjo', 'retreat', 'kabinet', 'agenda', 'krusial', 'perintah', 'tentu', 'arah', 'negara']"
kolaborasi antara pln dan akmil berjalan dengan baik dalam memastikan kelancaran pasokan listrik saat gelaran retreat kabinet ,positif,19,"['kolaborasi', 'akmil', 'jalan', 'lancar', 'pasok', 'listrik', 'gelar', 'retreat', 'kabinet']"
 kabinet ini mengerti betul pentingnya pendidikan karakter untuk generasi muda,positif,11,"['kabinet', 'erti', 'didik', 'karakter', 'generasi', 'muda']"
latihan ala kemiliteran yang di akademi militer di magelang jateng kemarin benar banyak fungsinyabagaimana kedisiplinan menteri wamen staf kabinet kesatuan persatuan cinta nkriingat dalam tubuh yg sehat ada jiwa yg sehathitung olahraga tua muda sama menteri dll harus fitampkuat ,positif,40,"['latih', 'militer', 'akademi', 'militer', 'magelang', 'jateng', 'kemarin', 'fungsinyabagaimana', 'disiplin', 'menteri', 'wamen', 'staf', 'kabinet', 'satu', 'satu', 'cinta', 'nkriingat', 'tubuh', 'sehat', 'jiwa', 'sehathitung', 'olahraga', 'tua', 'muda', 'menteri', 'fitampkuat']"
 keren ekonomi digital makin kuat berkat kebijakankebijakan cerdas dari kabinet merah putih,positif,13,"['keren', 'ekonomi', 'digital', 'kuat', 'berkat', 'kebijakankebijakan', 'cerdas', 'kabinet', 'merah', 'putih']"
 kabinet ini terus mendorong keberlanjutan ekonomi makin banyak kesempatan,positif,10,"['kabinet', 'dorong', 'lanjut', 'ekonomi', 'sempat']"
 ya bagus gak masuk malah itu citacita semuanya biar jadi oposisi seumur idup masuk juga cm rusuhin kabinet sama petugas partainya yang lebih utamain royal family daripada rakyat kecil kasarnya cuma jadi beban kabinet aja si banteng itu mana bansos aja di korupsi,negatif,44,"['bagus', 'gak', 'masuk', 'citacita', 'biar', 'oposisi', 'umur', 'idup', 'masuk', 'cm', 'rusuhin', 'kabinet', 'tugas', 'partai', 'utamain', 'royal', 'family', 'rakyat', 'kasar', 'beban', 'kabinet', 'banteng', 'bansos', 'korupsi']"
rocky gerung prediksi minggu prabowo lakukan reshuffle kabinet ,negatif,10,"['rocky', 'gerung', 'prediksi', 'minggu', 'prabowo', 'laku', 'reshuffle', 'kabinet']"
 seskab ya ngurus kabinet lah,negatif,8,"['seskab', 'ngurus', 'kabinet']"
lebih serem perjusa waktu smp daripada gembleng kabinet di era prabs,negatif,11,"['rem', 'perjusa', 'smp', 'gembleng', 'kabinet', 'era', 'prabs']"
kabinet merah putih menjadi merah pucat ,netral,7,"['kabinet', 'merah', 'putih', 'merah', 'pucat']"
panglima tni ikuti retreat hari ke kabinet merah putih di magelang lewat bogor,netral,16,"['panglima', 'tni', 'ikut', 'retreat', 'kabinet', 'merah', 'putih', 'magelang', 'bogor']"
 senang lihat kebijakan kabinet yang memperhatikan ekonomi lokal,positif,9,"['senang', 'lihat', 'bijak', 'kabinet', 'perhati', 'ekonomi', 'lokal']"
 maju terus pak prabowo dan kabinet merah putih indonesia jadi makin maju dengan programprogram hebat,positif,16,"['maju', 'prabowo', 'kabinet', 'merah', 'putih', 'indonesia', 'maju', 'programprogram', 'hebat']"
kabinet ancur ,negatif,3,"['kabinet', 'ancur']"
 kebijakan fiskal kabinet benerbener mendukung pertumbuhan ekonomi,positif,8,"['bijak', 'fiskal', 'kabinet', 'benerbener', 'dukung', 'tumbuh', 'ekonomi']"
 time kau tutup parlimen isytihar darurat dalam masa yg sama menteri kabinet kau bertali arus bertandang ke rumah kau tiap hari bila kerajaan kau kena gegar ,negatif,27,"['time', 'kau', 'tutup', 'parlimen', 'isytihar', 'darurat', 'menteri', 'kabinet', 'kau', 'tal', 'arus', 'tandang', 'rumah', 'kau', 'raja', 'kau', 'kena', 'gegar']"
 akses layanan kesehatan makin mudah kabinet kerja nyata buat rakyat,positif,11,"['akses', 'layan', 'sehat', 'mudah', 'kabinet', 'kerja', 'nyata', 'rakyat']"
 dukungan bagi pengusaha lokal semakin meningkat kerja kabinet luar biasa,positif,11,"['dukung', 'usaha', 'lokal', 'tingkat', 'kerja', 'kabinet']"
profil setiawan ichlas yang jadi utusan khusus bidang ekonomi dan perbankan di kabinet merah putih ,netral,17,"['profil', 'setiawan', 'ichlas', 'utus', 'khusus', 'bidang', 'ekonomi', 'perban', 'kabinet', 'merah', 'putih']"
pln turut menyukseskan rangkaian retreat kabinet merah putih yang diinisiasi oleh presiden prabowo subianto di akademi militer akmil kota magelang sampai dengan penutupan hari pada minggu ,positif,29,"['sukses', 'rangkai', 'retreat', 'kabinet', 'merah', 'putih', 'inisiasi', 'presiden', 'prabowo', 'subianto', 'akademi', 'militer', 'akmil', 'kota', 'magelang', 'tutup', 'minggu']"
 duit pribadi prabowo biar kabinet kuat dan solid,positif,18,"['duit', 'pribadi', 'prabowo', 'biar', 'kabinet', 'kuat', 'solid']"
 biar kabinet kerja lebih kompak hasilnya buat rakyat juga,positif,18,"['biar', 'kabinet', 'kerja', 'kompak', 'hasil', 'rakyat']"
 dana pribadi prabowo biar kabinet makin kompak,positif,16,"['dana', 'pribadi', 'prabowo', 'biar', 'kabinet', 'kompak']"
 hati pak sama org nya mulyono di kabinet mereka meng up si fufufafa biar trending dan bapak yg tenggelam pantau pak platform medsos dan media yg meng up si mulyono sdgkan bpk hanya sekali saja,negatif,36,"['hati', 'org', 'nya', 'mulyono', 'kabinet', 'meng', 'up', 'biar', 'trending', 'tenggelam', 'pantau', 'platform', 'medsos', 'media', 'meng', 'up', 'mulyono', 'sdgkan', 'bpk']"
 bangun tim kuat itu penting dimulai dari kabinet solid,positif,18,"['bangun', 'tim', 'kuat', 'kabinet', 'solid']"
 prabowo serius mau bikin kabinet solid tanpa apbn,positif,18,"['prabowo', 'serius', 'bikin', 'kabinet', 'solid', 'apbn']"
 kalau kabinet kompak hasilnya buat rakyat juga,positif,16,"['kabinet', 'kompak', 'hasil', 'rakyat']"
pln emang keren abis pengamanan berlapisnya bikin acara kabinet jadi super aman dan nyaman mantap jiwa robbery gg tlid dingin racism dalot,positif,23,"['emang', 'keren', 'abis', 'aman', 'lap', 'bikin', 'acara', 'kabinet', 'super', 'aman', 'nyaman', 'mantap', 'jiwa', 'robbery', 'gg', 'tlid', 'dingin', 'racism', 'dalot']"
 bangsa butuh kabinet solid dan antikorupsi ini langkah pertama,positif,20,"['bangsa', 'butuh', 'kabinet', 'solid', 'antikorupsi', 'langkah']"
 aku yakin kabinet pak prabowo yang sekarang ini adalah kabinet sementara alias pemuas hatitapi lihat aja nanti hari setelah menjabat kurasa barulah muncul kabinet yang betul kabinetnya pak prabowo alias pilihannya pak prabowo sendiriingat beliau itu ahli strategi,negatif,40,"['kabinet', 'prabowo', 'kabinet', 'alias', 'muas', 'hatitapi', 'lihat', 'jabat', 'rasa', 'baru', 'muncul', 'kabinet', 'kabinet', 'prabowo', 'alias', 'pilih', 'prabowo', 'sendiriingat', 'beliau', 'ahli', 'strategi']"
 disiplin dari retret ini jadi pondasi buat kabinet yang bersih,positif,21,"['disiplin', 'retret', 'pondasi', 'kabinet', 'bersih']"
 soliditas ini kunci buat jauhkan kabinet dari korupsi,positif,17,"['soliditas', 'kunci', 'jauh', 'kabinet', 'korupsi']"
 itulah pentingnya susunan kabinet yg orisionil berdasarkan dengan meriktokrasi bukan balas jasa apalagi kabinet sandera presiden itu berkuasa dlm menentukan menteri sbg pembatunya dlm kesuksesan programnya bagaimana jadi nya klo para pembantu sebenarnya sdg bersekongkol,negatif,36,"['susun', 'kabinet', 'orisionil', 'dasar', 'meriktokrasi', 'balas', 'jasa', 'kabinet', 'sandera', 'presiden', 'kuasa', 'tentu', 'menteri', 'batu', 'sukses', 'program', 'nya', 'bantu', 'sdg', 'sekongkol']"
 dengan satu visi kabinet bisa lebih fokus bangun bangsa,positif,18,"['visi', 'kabinet', 'fokus', 'bangun', 'bangsa']"
 retret ini untuk perkuat kerja kabinet yang bebas korupsi,positif,18,"['retret', 'kuat', 'kerja', 'kabinet', 'bebas', 'korupsi']"
 kabinet yang solid dari retret ini bantu cegah korupsi lebih efektif,positif,20,"['kabinet', 'solid', 'retret', 'bantu', 'cegah', 'korupsi', 'efektif']"
 retret ini untuk bentuk kebersamaan yang solid di kabinet,positif,19,"['retret', 'bentuk', 'sama', 'solid', 'kabinet']"
 yg w pikirin pertama anggarannya sih gendut bgt lho itu kabinet,negatif,12,"['w', 'pikirin', 'anggar', 'gendut', 'lho', 'kabinet']"
 masa nggak dukung ketum masuk kabinet pak emang berani bongkar kepmenkeu km yg terbit berdsrkan sampah paling tdk korupsi pd penerapan asas lex superiori derogat legi inferiori dan lex posteriori derogat legi priori,negatif,39,"['dukung', 'tum', 'masuk', 'kabinet', 'emang', 'berani', 'bongkar', 'kepmenkeu', 'km', 'terbit', 'berdsrkan', 'sampah', 'korupsi', 'pd', 'terap', 'asas', 'lex', 'superior', 'derogat', 'legi', 'inferior', 'lex', 'posterior', 'derogat', 'legi', 'priori']"
 wkwkwk hari bolos kerja dong se kabinetbadut,negatif,8,"['wkwkwk', 'bolos', 'kerja', 'kabinetbadut']"
 emang dia dulu dan sekarang ada yg percaya yaa paling di circlenya doang masyarakat mah udah tau sejak dulu ni orang agak laen memang dan sebagian besar kabinet merah putih wowo itu agak laen emang sih,negatif,37,"['emang', 'percaya', 'yaa', 'circlenya', 'doang', 'masyarakat', 'mah', 'udah', 'orang', 'laen', 'kabinet', 'merah', 'putih', 'wowo', 'laen', 'emang']"
 pertumbuhan sektor digital makin cepat kabinet benerbener mendukung inovasi,positif,10,"['tumbuh', 'sektor', 'digital', 'cepat', 'kabinet', 'benerbener', 'dukung', 'inovasi']"
terungkap prabowo biayai retreat kabinet merah putih dengan uang pribadi ,positif,11,"['ungkap', 'prabowo', 'biaya', 'retreat', 'kabinet', 'merah', 'putih', 'uang', 'pribadi']"
 masih kenapa fyi program makan bergizi ini sepengetahuan saya sdh resmi ditunda mungkin salah satu alasannya karena adanya faktor import susu ini yang digagas oleh mentannya anda tau siapa mentannya dia ini orang jokowi yang skarang kembali jadi mentan di kabinet ,negatif,47,"['fyi', 'program', 'makan', 'gizi', 'tahu', 'resmi', 'tunda', 'salah', 'alas', 'faktor', 'import', 'susu', 'gagas', 'tan', 'tan', 'orang', 'jokowi', 'skarang', 'tan', 'kabinet']"
 kalo pprabowo bisa fokus berantas narkoba judi online dan berantas korupsi sy yakin rakyat akan mendukung fullapalagi dimulai dari anggota kabinet nya wouw kerrent,positif,29,"['kalo', 'pprabowo', 'fokus', 'berantas', 'narkoba', 'judi', 'online', 'berantas', 'korupsi', 'sy', 'rakyat', 'dukung', 'fullapalagi', 'anggota', 'kabinet', 'nya', 'wouw', 'kerrent']"
 salut kabinet merah putih fokus banget di lingkungan hidup juga,positif,11,"['salut', 'kabinet', 'merah', 'putih', 'fokus', 'banget', 'lingkung', 'hidup']"
respons raffi ahmad soal prabowo biayai pembekalan kabinet hidup matinya untuk indonesia ,positif,14,"['respons', 'raffi', 'ahmad', 'prabowo', 'biaya', 'bekal', 'kabinet', 'hidup', 'mati', 'indonesia']"
 indonesia makin digital semua berkat program kabinet yang jitu,negatif,10,"['indonesia', 'digital', 'berkat', 'program', 'kabinet', 'jitu']"
penafsiran teman fb tentang nama kabinet fufufafa kabinet merahputih merah berdarah putih memutihkan sejarah ,negatif,17,"['tafsir', 'teman', 'fb', 'nama', 'kabinet', 'kabinet', 'merahputih', 'merah', 'darah', 'putih', 'mutih', 'sejarah']"
 senin november wib ruang seminar fkh ugm jangan lupa hadir ya temanteman mktbemfkhx departemen minat dan bakat kabinet naaranjana bem fkh ugm,netral,28,"['senin', 'november', 'wib', 'ruang', 'seminar', 'fkh', 'ugm', 'lupa', 'hadir', 'temanteman', 'mktbemfkhx', 'departemen', 'minat', 'bakat', 'kabinet', 'naaranjana', 'bem', 'fkh', 'ugm']"
makanya kabinet ga boleh gendut ndut ,negatif,7,"['kabinet', 'gendut', 'ndut']"
 mas gibran blusukan ke pasar usai pembekalan kabinet sah sah saja ini kan termasuk agenda kerja kok ujang komarudin sewot bahkan bawa pak jokowi kalo ciri khas keluarga pak jokowi blusukan ujang mau apa,negatif,36,"['mas', 'gibran', 'blusukan', 'pasar', 'bekal', 'kabinet', 'sah', 'sah', 'agenda', 'kerja', 'ujang', 'komarudin', 'sewot', 'bawa', 'jokowi', 'kalo', 'ciri', 'khas', 'keluarga', 'jokowi', 'blusukan', 'ujang']"
 intinya kapolri itu diganti hilangkan geng solo dari kabinet buka lembaran baru pak presiden,negatif,21,"['inti', 'kapolri', 'ganti', 'hilang', 'geng', 'solo', 'kabinet', 'buka', 'lembar', 'presiden']"
presiden prabowo subianto bakal rutin mengevaluasi kinerja para menteri di kabinet merah putih ,netral,14,"['presiden', 'prabowo', 'subianto', 'rutin', 'evaluasi', 'kerja', 'menteri', 'kabinet', 'merah', 'putih']"
pindad siap produksi maung untuk kendaraan dinas kabinet merah putih ,positif,14,"['pindad', 'produksi', 'maung', 'kendara', 'dinas', 'kabinet', 'merah', 'putih']"
 layanan publik makin mudah dan cepat top banget nih kabinet merah putih,positif,13,"['layan', 'publik', 'mudah', 'cepat', 'top', 'banget', 'kabinet', 'merah', 'putih']"
rocky gerung prediksi minggu prabowo lakukan reshuffle kabinet ,negatif,11,"['rocky', 'gerung', 'prediksi', 'minggu', 'prabowo', 'laku', 'reshuffle', 'kabinet']"
 pertanyaanya apakah kita lebih pintar lebih hebat daei diacoba kita interospeksi dirikenapa energi tidak kita pakai tuk mengawasi kinerja kabinet merah putihdisitu masih banyak kepentingan dan kalo boleh dibilang mafioso,negatif,31,"['pertanyaanya', 'pintar', 'hebat', 'daei', 'diacoba', 'interospeksi', 'dirikenapa', 'energi', 'pakai', 'tuk', 'awas', 'kerja', 'kabinet', 'merah', 'putihdisitu', 'penting', 'kalo', 'bilang', 'mafioso']"
 budiman dan fadlizon lebih parah mbak skrg malah masuk kabinet tuh,negatif,14,"['budiman', 'fadlizon', 'parah', 'mbak', 'masuk', 'kabinet']"
 kabinet ini peduli pada perlindungan lingkungan hidup sangat menginspirasi,positif,10,"['kabinet', 'peduli', 'lindung', 'lingkung', 'hidup', 'inspirasi']"
sejumlah menteri kabinet prabowo meminta tambahan anggaran kementeriannya yang dinilai terlalu sedikit apakah penambahan anggaran ini patut untuk diminta para menteri ini meski baru beberapa hari saja dilantik ,negatif,30,"['menteri', 'kabinet', 'prabowo', 'tambah', 'anggar', 'menteri', 'nilai', 'tambah', 'anggar', 'patut', 'menteri', 'lantik']"
 lihat deh pembangunan daerah makin pesat semua berkat kerja keras kabinet merah putih,positif,14,"['lihat', 'bangun', 'daerah', 'pesat', 'berkat', 'kerja', 'keras', 'kabinet', 'merah', 'putih']"
 kabinet merah putih makin kompak,positif,13,"['kabinet', 'merah', 'putih', 'kompak']"
 kabinet solid rakyat senang,positif,12,"['kabinet', 'solid', 'rakyat', 'senang']"
 kabinet ini sangat perhatian terhadap masalah kesejahteraan anak generasi kita terjamin,positif,12,"['kabinet', 'perhati', 'sejahtera', 'anak', 'generasi', 'jamin']"
 kabinet merah putih makin kokoh,positif,13,"['kabinet', 'merah', 'putih', 'kokoh']"
 prabowo kuatkan kabinet solid,positif,12,"['prabowo', 'kuat', 'kabinet', 'solid']"
hitunghitungan keberhasilan kabinet gemuk merah putih ala prabowo subianto ,positif,10,"['hitunghitungan', 'hasil', 'kabinet', 'gemuk', 'merah', 'putih', 'prabowo', 'subianto']"
 ini baru kabinet kuat,positif,12,"['kabinet', 'kuat']"
 kabinet ini berhasil membawa perubahan positif di setiap lapisan masyarakat,positif,11,"['kabinet', 'hasil', 'bawa', 'ubah', 'positif', 'lapis', 'masyarakat']"
 kabinet merah putih berkomitmen untuk meningkatkan kesejahteraan sosial,positif,9,"['kabinet', 'merah', 'putih', 'komitmen', 'tingkat', 'sejahtera', 'sosial']"
kabinet merah putih prabowo lebih mirip bagibagi jatah daripada zaken kabinet ,negatif,12,"['kabinet', 'merah', 'putih', 'prabowo', 'bagibagi', 'jatah', 'zaken', 'kabinet']"
 kabinet merah putih hendaknya perlu kerja keras terbaik amanah handal hebat demi akselerasi mewujudkan kesejahteraan rakyat di nkri dan kemajuan bangsanegara jangan narasi lebih maju sampai saat ini ri negara berkembang dalam global south,negatif,35,"['kabinet', 'merah', 'putih', 'kerja', 'keras', 'baik', 'amanah', 'handal', 'hebat', 'akselerasi', 'wujud', 'sejahtera', 'rakyat', 'nkri', 'maju', 'bangsanegara', 'narasi', 'maju', 'negara', 'kembang', 'global', 'south']"
 kebayang kalau kabinet merah putih semua angle kiri,negatif,9,"['bayang', 'kabinet', 'merah', 'putih', 'angle', 'kiri']"
 kabinet solid rakyat mendukung,positif,12,"['kabinet', 'solid', 'rakyat', 'dukung']"
di balik putusan pdip urung masuk kabinet ,negatif,8,"['putus', 'pdip', 'urung', 'masuk', 'kabinet']"
pembekalan bikin internal kabinet solid airlangga insyaallah kerja cepat ,netral,16,"['bekal', 'bikin', 'internal', 'kabinet', 'solid', 'airlangga', 'insyaallah', 'kerja', 'cepat']"
 program kesehatan makin merata salut buat kabinet yang fokus di kesehatan rakyat,netral,13,"['program', 'sehat', 'rata', 'salut', 'kabinet', 'fokus', 'sehat', 'rakyat']"
 akmil bikin kabinet solid,netral,12,"['akmil', 'bikin', 'kabinet', 'solid']"
 yaahnamanya usaha kali aja dapat itu juga semua demi lu utk menjawab rasa penasaran lu mengapa wiranto masuk kabinet ,netral,20,"['yaahnamanya', 'usaha', 'kali', 'penasaran', 'wiranto', 'masuk', 'kabinet']"
 kabinet ini peduli pada kebutuhan masyarakat teruslah berkarya,netral,9,"['kabinet', 'peduli', 'butuh', 'masyarakat', 'terus', 'karya']"
menteri perlindungan pekerja migran indonesia abdul kadir karding menyatakan bahwa presiden prabowo subianto membiayai seluruh kegiatan retreat kabinet merah putih di akademi militer magelang menggunakan uang pribadinya ,netral,29,"['menteri', 'lindung', 'kerja', 'migran', 'indonesia', 'abdul', 'kadir', 'karding', 'presiden', 'prabowo', 'subianto', 'biaya', 'giat', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'uang', 'pribadi']"
 kabinet merah putih semoga esok hri dan akan datang membawa kemajuan bagi seluruh rakyat indonesia,netral,17,"['kabinet', 'merah', 'putih', 'moga', 'esok', 'hri', 'bawa', 'maju', 'rakyat', 'indonesia']"
 ketahanan pangan makin kuat kabinet kerja keras banget buat rakyat,netral,11,"['tahan', 'pangan', 'kuat', 'kabinet', 'kerja', 'keras', 'banget', 'rakyat']"
 berkat program kabinet kawasan terpencil sekarang makin terhubung,netral,9,"['berkat', 'program', 'kabinet', 'kawasan', 'pencil', 'hubung']"
 kabinet ini serius dalam penanganan isuisu sosial bagus banget,netral,10,"['kabinet', 'serius', 'tangan', 'isuisu', 'sosial', 'bagus', 'banget']"
istana sebut dana retreat kabinet merah putih di magelang dari kantong prabowo selengkapnya gtgtgt ,netral,16,"['istana', 'dana', 'retreat', 'kabinet', 'merah', 'putih', 'magelang', 'kantong', 'prabowo', 'lengkap', 'gtgtgt']"
 kebijakan fiskal kabinet bikin ekonomi kita makin stabil dan kuat,netral,11,"['bijak', 'fiskal', 'kabinet', 'bikin', 'ekonomi', 'stabil', 'kuat']"
bersama beberapa menteri n wamen kabinet merah putih menghadiri acara puncak hari sumpah pemuda ke di taman mini indonesia indah tmii ,netral,22,"['menteri', 'n', 'wamen', 'kabinet', 'merah', 'putih', 'hadir', 'acara', 'puncak', 'sumpah', 'pemuda', 'taman', 'mini', 'indonesia', 'indah', 'tmii']"
 salut sama programprogramnya kabinet merah putih dari ketahanan pangan sampe digitalisasi semuanya top,netral,14,"['salut', 'programprogramnya', 'kabinet', 'merah', 'putih', 'tahan', 'pangan', 'sampe', 'digitalisasi', 'top']"
kepala kantor komunikasi kepresidenan hasan nasbi mengungkapkan bahwa retreat kabinet merah putih di akmil magelang dibiayai oleh prabowo subianto ,netral,20,"['kepala', 'kantor', 'komunikasi', 'presiden', 'hasan', 'nasbi', 'retreat', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'biaya', 'prabowo', 'subianto']"
isi tiktok isinya glorifying prabowo dan kabinet beliau komentarnya udh mulai berlebihan udh berlebihan tidak baik,netral,16,"['isi', 'tiktok', 'isi', 'glorifying', 'prabowo', 'kabinet', 'beliau', 'komentar']"
jadwal padat raffi ahmad usai retreat kabinet di akmil magelang via ,netral,21,"['jadwal', 'padat', 'raffi', 'ahmad', 'retreat', 'kabinet', 'akmil', 'magelang', 'via']"
 kabinet bisa di reshuffle bulan lagi jadi yang ga keliatan kerja bakal dipecat secara tidak hormat,netral,21,"['kabinet', 'reshuffle', 'liat', 'kerja', 'pecat', 'hormat']"
 kyknya kok mkin ancur yaa kabinet skrang ini,netral,9,"['kyknya', 'mkin', 'ancur', 'yaa', 'kabinet', 'skrang']"
 dan presiden prabowo meminta seluruh menteri di kabinet merah putih melihat kembali apbn dan mempelajari lagi dipa keuangan ,positif,21,"['presiden', 'prabowo', 'menteri', 'kabinet', 'merah', 'putih', 'apbn', 'ajar', 'dipa', 'uang']"
 stabilitas harga pangan terjaga kerja kabinet mantap,positif,8,"['stabilitas', 'harga', 'pangan', 'jaga', 'kerja', 'kabinet', 'mantap']"
 banyak inovasi yang lahir dari kabinet prabowo ini proud,positif,10,"['inovasi', 'lahir', 'kabinet', 'prabowo', 'proud']"
akankah nasdem bergabung kabinet prabowogibran willy aditya nanti kita lihat lah ,netral,12,"['nasdem', 'gabung', 'kabinet', 'prabowogibran', 'willy', 'aditya', 'lihat']"
 sektor kehutanan dapet perhatian besar dari kabinet program pelestariannya keren,positif,11,"['sektor', 'hutan', 'dapet', 'perhati', 'kabinet', 'program', 'lestari', 'keren']"
 program perlindungan sosial makin inklusif kabinet luar biasa,positif,9,"['program', 'lindung', 'sosial', 'inklusif', 'kabinet']"
rocky gerung pembinaan kabinet merah putih di hambalang dan magelang tidak berguna ,negatif,13,"['rocky', 'gerung', 'bina', 'kabinet', 'merah', 'putih', 'hambalang', 'magelang', 'guna']"
 kabinet ini mendukung setiap langkah untuk melindungi hak asasi manusia,positif,11,"['kabinet', 'dukung', 'langkah', 'lindung', 'hak', 'asasi', 'manusia']"
 bang domisili nya sama dengan kenapa gak grace ya atau mau buat kabinet tidak terlalu tegang ya biar ada stand up comedian garing ,negatif,28,"['bang', 'domisili', 'nya', 'gak', 'grace', 'kabinet', 'tegang', 'biar', 'stand', 'up', 'comedian', 'garing']"
 kabinet kmaren napa ga pake esemka ,negatif,8,"['kabinet', 'kmaren', 'napa', 'esemka']"
 cerminan kabinet superbody mulyono jilid kok gak takut sama presiden yg buat acara dan anggaran pribadinya apa argumentasinya f jawabnyasaya sudah telpon bapak saya di oslo mau ijin duluan wkkkkkkbeler kok jadi wapres hancur kharisma presidennya ,negatif,39,"['cermin', 'kabinet', 'superbody', 'mulyono', 'jilid', 'gak', 'takut', 'presiden', 'acara', 'anggar', 'pribadi', 'argumentasi', 'f', 'jawabnyasaya', 'telpon', 'oslo', 'ijin', 'duluan', 'wkkkkkkbeler', 'wapres', 'hancur', 'kharisma', 'presiden']"
yapemilik asmaul husnah mhn curahkan sgala kemampuan utk sesungguhnya jujur demi allah swt agar amp kabinet merahputih mprri mampu memberikan manfaat optimum utk muampnkri,netral,33,"['yapemilik', 'asmaul', 'husnah', 'mhn', 'curah', 'sgala', 'mampu', 'sungguh', 'jujur', 'allah', 'swt', 'amp', 'kabinet', 'merahputih', 'mprri', 'manfaat', 'optimum', 'muampnkri']"
 ntar kalo gw dpt kontak mayted gw tanyakan sepenting itukah pak wiranto masuk kabinet merah putih,negatif,17,"['ntar', 'kalo', 'dpt', 'kontak', 'mayted', 'penting', 'wiranto', 'masuk', 'kabinet', 'merah', 'putih']"
 wah klo ini perkara sulit ini so para menteri yg ada di kabinet skrg banyak pengusaha tambang termasuk keluarga prabowo ,negatif,22,"['perkara', 'sulit', 'so', 'menteri', 'kabinet', 'usaha', 'tambang', 'keluarga', 'prabowo']"
 apresiasi buat kabinet yang terus fokus pada pendidikan anak bangsa,positif,11,"['apresiasi', 'kabinet', 'fokus', 'didik', 'anak', 'bangsa']"
 banyak langkah nyata dari kabinet buat mendorong ekonomi kreatif maju terus,positif,12,"['langkah', 'nyata', 'kabinet', 'dorong', 'ekonomi', 'kreatif', 'maju']"
 makin percaya sama kabinet merah putih banyak solusi nyata buat masalahmasalah mendesak,positif,13,"['percaya', 'kabinet', 'merah', 'putih', 'solusi', 'nyata', 'masalahmasalah', 'desak']"
selamat bertugas letjen tni purn am putranto ssos sebagai kepala staff kepresidenan ksp kabinet merah putih semoga selalu diberikan kesehatan kemudahan dan kesuksesan dalam menjalan amanah dan tugas yang mulia ,positif,35,"['selamat', 'tugas', 'letjen', 'tni', 'purn', 'am', 'putranto', 'ssos', 'kepala', 'staff', 'presiden', 'ksp', 'kabinet', 'merah', 'putih', 'moga', 'sehat', 'mudah', 'sukses', 'jalan', 'amanah', 'tugas', 'mulia']"
suka kali sama kabinet merah putih skrg gils,positif,8,"['suka', 'kali', 'kabinet', 'merah', 'putih', 'gils']"
 jangan macam dg apbn lha gerbong kabinet sebesar gaban gitu mau dibayar sendiri,negatif,15,"['apbn', 'lha', 'gerbong', 'kabinet', 'gaban', 'gitu', 'bayar']"
 ekonomi makin stabil programprogram kabinet jelas banget arahnya,negatif,9,"['ekonomi', 'stabil', 'programprogram', 'kabinet', 'banget', 'arah']"
 kabinet itu berapa sih pengen tapi pasti mepet jt ,netral,10,"['kabinet', 'ken', 'mepet', 'jt']"
 kabinet merah putih berkomitmen untuk menjaga lingkungan ini luar biasa,negatif,11,"['kabinet', 'merah', 'putih', 'komitmen', 'jaga', 'lingkung']"
aldi sibuk banget dah curiga diemdiem dia masuk kabinet merahputih,negatif,10,"['aldi', 'sibuk', 'banget', 'curiga', 'diemdiem', 'masuk', 'kabinet', 'merahputih']"
 keren banget nih kabinet merah putih kerjanya nyata banyak gebrakan buat rakyat maju terus pak prabowo,positif,17,"['keren', 'banget', 'kabinet', 'merah', 'putih', 'kerja', 'nyata', 'gebrak', 'rakyat', 'maju', 'prabowo']"
kementerian panrb memastikan gaji asn yang pindah kementerian tetap sama transformasi kementerian di kabinet merah putih tidak merugikan pegawai ,positif,20,"['menteri', 'panrb', 'gaji', 'asn', 'pindah', 'menteri', 'transformasi', 'menteri', 'kabinet', 'merah', 'putih', 'rugi', 'pegawai']"
maksud t kementerian ekonomi sedang membuat perincian sebelum membentangkan kepada kabinet rafizi ,netral,13,"['maksud', 't', 'menteri', 'ekonomi', 'perinci', 'bentang', 'kabinet', 'rafizi']"
 layanan kesehatan makin bagus terima kasih kabinet merah putih,positif,10,"['layan', 'sehat', 'bagus', 'terima', 'kasih', 'kabinet', 'merah', 'putih']"
 ketahanan pangan sekarang makin terjamin kerja kabinet mantap,positif,9,"['tahan', 'pangan', 'jamin', 'kerja', 'kabinet', 'mantap']"
