Tweet,Sentimen,Tweet Length
 ekonomi makin stabil programprogram kabinet jelas banget arahnya,negatif,9
 kabinet itu berapa sih pengen tapi pasti mepet jt ,netral,10
 kabinet merah putih berkomitmen untuk menjaga lingkungan ini luar biasa,negatif,11
aldi sibuk banget dah curiga diemdiem dia masuk kabinet merahputih,negatif,10
 keren banget nih kabinet merah putih kerjanya nyata banyak gebrakan buat rakyat maju terus pak prabowo,positif,17
kementerian panrb memastikan gaji asn yang pindah kementerian tetap sama transformasi kementerian di kabinet merah putih tidak merugikan pegawai ,positif,20
maksud t kementerian ekonomi sedang membuat perincian sebelum membentangkan kepada kabinet rafizi ,netral,13
 layanan kesehatan makin bagus terima kasih kabinet merah putih,positif,10
 ketahanan pangan sekarang makin terjamin kerja kabinet mantap,positif,9
 senin penuh berkah hari senin adalah awal dari semua jajaran menteri kabinet merah putih untuk bekerja dengan penuh semangat tantangan besar ada didepan selamat bekerja good luck,positif,28
 ekonomi makin stabil semua berkat kebijakan bijak kabinet merah putih,positif,11
 yang gua tanya kepentingan nempatin wiranto di kabinet apa urgensinya apa,negatif,12
pemerintahan presiden prabowo subianto berencana menyelesaikan pembangunan ibu kota negara dalam jangka waktu tahun hal tersebut disampaikan menteri kehutanan raja juli antoni dalam retreat kabinet merah putih di magelang ,negatif,32
 sepenting itu yah sampe rekonsiliasi nya masuk dalam kabinet syarat wiranto jangan berisik lagi ini apalagi loe bawabawa dosa waris,negatif,21
csis soal prabowo ajak partai gurem masuk kabinet tak ingin ada yang ganggu stabilitas politik ,netral,16
 sepenting rapat kabinet gak,negatif,5
bkn sebut asn dan pppk akan dialihkan imbas perubahan nomenklatur kabinet merah putih ,netral,16
tibatiba saja terlintas dibenak saya kalau kedepan akan heboh oleh kejadian di pemerintahan reshufle total prabowo amp tim akan merombak kabinet yg namanya sudah disiapkan sejak awal fufufafa akan diganti oleh rival kemungkinan arb yg akan masuk,negatif,40
 sektor pertanian makin maju salut buat perhatian kabinet,positif,9
pertanyaan kuis arisan hari ini pesertanya mahasiswa sebutkan nama menteri kabinet merah putih yusril terus sebelahnya jawab raffi ahmad giring nidji sebutkan pahlawan wanita indonesia ra kartini megawati real indonesia cemas,positif,35
 diduga stres berat karena tidak dipanggil masuk kabinet ,negatif,10
perpres kabinet prabowogibran tni polri dn kejagung di bawah budi gunawan ,positif,12
media partner bem km fmipa unand x bem km faterna unand halo km fmipa unand seminar ruang desain seminar ruang desain merupakan salah satu program kerja dari dinas komunikasi dan informasi bem km faterna unand salam kabinet inisiatif ,netral,39
presiden prabowo berikan pengarahan kepada kabinet merah putih bahas pembangunan ikn ,netral,13
usai pembekalan kabinet merah putih di magelang jawa tengah mari kita pantau bersama kegiatan menteri kependudukan dan pembangunan keluarga yang diikuti oleh korespondensi cnn indonesia novanaya antaka pada hari ini ,netral,32
alasan prabowo jadikan mobil karya anak bangsa mv garuda limousine kendaraan kabinet merah putih ,netral,15
panglima tni ikuti retreat hari ke kabinet merah putih di magelang ,netral,13
 ku rasa indonesia tidak kekurangan orang yang berintegritas tidak plinplan ituitu saja yang masuk ke jajaran kabinet,negatif,18
 suka banget sama fokus kabinet merah putih di pendidikan anakanak indonesia masa depan cerah,positif,15
 kontroversi menteri kabinet merah putih bertambah lagi reshuffle saja yang bikin kontroversi tersebut,negatif,14
meski memiliki presiden yang kuat dan menteri yang hebat indonesia masih butuh reformasi birokrasi nonton welcome kabinet merah putih selengkapnya di ,netral,28
optimiskah anda dengan pemerintahan prabowogibran tahun ke depan nonton welcome kabinet merah putih selengkapnya di ,netral,23
 betul selama dikabinet masih ada upil nya mul gak bakal presiden terpilih bisa bergerak menunggu zaken kabinet prabowo ,negatif,20
jika anggota kabinet merah putih tidak bekerja dengan baik akan diganti oleh presiden prabowo nonton welcome kabinet merah putih selengkapnya di ,netral,28
 sbg parte pengusung belio pemenang pemilu anggota terbanyak diparlemen dan mentri terbanyak di kabinet dan sering mengatakan bhw belio adalah petugas partainya shrsnya adalah pihak yg plg bertanggungjawab atas kegilaan ini,negatif,32
pakai uang pribadi prabowo biayai retreat kabinet merah putih di akmil magelang baca di sini ,netral,24
 kl untuk panglima shrsnya mngkin skrng jatahnya tni au kalo nggak salah berarti sepak terjang amhp sungguh sangat luarbiasa ya pengaruhnya oia anaknya pun ada yg masuk kabinet kalo gak salah,negatif,33
ombudsman akan berkoordinasi dengan kementerian dan lembaga terkait dengan pemisahan kementerian pada kabinet merah putih ,netral,16
 sabarr selama kabinet dia masi diisi orangnya jokowi rasanya sulit prabowo begerak dengan beban anggaran sebesar itu kesedot buat kementriannya saya lagi nunggu gebrakan berikutnya reshuffle kabinet cuci gudang dari semua kroni jokowi dan munculnya kabinet zaken prabowo,negatif,41
istana sebut retreat kabinet merah putih pakai uang pribadi prabowo ,netral,11
kepala kantor komunikasi presiden hasan nasbi menjelaskan alasan presiden prabowo subianto mendanai secara pribadi pembekalan retreat kabinet merah putih dia menekankan bahwa kegiatan yang berjalan selama empat hari tiga malam itu terhitung sejak kamis hingga ,negatif,37
 kabinet merah putih benerbener serius dalam memperhatikan kebutuhan rakyat,netral,10
reatreat akmil dan uang pribadi semacam kampanye politik untuk mengarahkan menteri kabinet pada programprogram yang telah ditetapkan juga ada semacam ketidakpuasan penyampaian pasca sidang kabinet pertama sehingga perlu penegasan ulang,negatif,31
 kabinet ini benerbener mendorong inovasi di sektor teknologi indonesia makin maju,positif,12
retreat kabinet merah putih dibiayai prabowo dengan uang pribadi ,netral,10
 kabinet merah putih ,netral,7
sumber dana retreat menteri kabinet merah putih di akmil magelang ternyata dari sini ,netral,18
menurut abraha mose pt pindad saat ini masih menunggu tindak lanjut dari arahan prabowo terkait maung jadi kendaraan dinas kabinet merah putih ,netral,23
 akses ke pendidikan makin terbuka lebar salut buat kabinet merah putih,positif,12
utk kabinet merah putih wajib di bekali menjadi kabinet yg berjiwa nasionalisme patriotisme yg berpihak pd rakyat dan tdk menjadi boneka naga oknum naga hanya menggusur tanah rakyat utk keuntungan kapitalis dlm pik dan pik dan tempat lainnya ,netral,45
 kok goblok ngak ketulungan uang pribadi pakai fasilitas negara itu kegiatan untuk mendisiplinkan kabinet nya untuk kepentingan rakyatnya masih mending prabowo pakai uang pribadi kalau yg lain pakai angaran negara blok goblok,positif,34
kalian sadar gak jadi menteri di kabinet yg wakil presidennya seorg pemuda buah dari pelanggaran etika pemerkosaan konstitusi dan cawecawe bapaknya sedih banget ,negatif,23
 sepertinya kita punya the real presiden tinggal nyimak kebijakan kabinet merah putih,positif,14
sejauh ini sudah mengalami gangguan tidur menarik diri dari kehidupan sosial dan membuat nd account pasien telah menemui dokter spesialis namun obat baru reshuffle seperti kabinet dan sedang dalam masa orientasi jadi belum bekerja penuh,netral,35
presiden prabowo selalu konsisten dengan ucapannya sejak masuk ke dunia politik akankah terwujud di masa pemerintahannya nonton welcome kabinet merah putih selengkapnya di ,positif,29
jumlah menteri yang dilantik semakin banyak apakah koordinasi akan berjalan dengan baik di kabinet merah putih nonton welcome kabinet merah putih selengkapnya di ,netral,30
di tengah tuduhan pemborosan kepada agenda retreat kabinet merah putih yang diselenggarakan presiden prabowo kita mendapatkan informasi bahwa anggaran retreat tersebut berasal dari kantong pribadi presiden ,positif,31
istana arahan prabowo agar kabinet pakai maung disampaikan saat retreat akmil ,netral,16
 baca bego itu biaya retreat kabinet di akmil berarti kalo yg pesawat bukan,negatif,15
tweet lama dua pejabat kabinet merah putih yang baru dilantik tersebar di medsos tokoh nu sentil hinaan ke prabowo ,negatif,20
presiden prabowo menggelar makan malam kabinet merah putih di ruang makan husein komplek akmil magelang lewat news ,netral,20
dengan dibaginya satu kementerian menjadi beberapa kementerian di kabinet merah putih agar semakin fokus lebih efektif nonton welcome kabinet merah putih selengkapnya di ,netral,30
 prabowo pasti bisa mengantar kita ke indonesia emas anggota kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara walau sekalipun mengorbankan nyawa ,positif,35
bismillah staf kabinet merah putih ,positif,6
 kagakx harus bersih kabinet,negatif,5
 saran sy sih pak ganti semua kabinet titipan jokowi baru keren dan bersih nantinya kabinet p prabowo,negatif,18
hai hai hai kabinet baru pasti dengan orangorang yang baru kan tentu nya dong wah tementemen pada penasaran gak nih sama anggotaanggota osis yang baru tanpa lamalama nunggu langsung aja cuuus ke tiktok osis sma igs ,netral,37
pembekalan kabinet merah putih ternyata dibiayai presiden prabowo subianto lewat ,netral,15
prabowo pasti bisa mengantar kita ke indonesia emas anggota kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara walau sekalipun mengorbankan nyawa ,positif,34
gmni optimistis kabinet merah putih bisa jalankan program prabowogibran ,positif,10
kegiatan retreat kabinet merah putih di akademi militer magelang jawa tengah sudah disiapkan satu bulan oleh prabowo subianto sebelum dilantik jadi presiden ,netral,23
bagus sih kalo kabinet merah putih akan bekerja maksi untuk rakyat tapi sayang yang ngomong cak imin ,negatif,19
 kementerian ekonomi sedang memperincikan kumpulan t dalam tempoh sebulan ini dengan kerjasama kementerian kewangan sebelum dibentangkan kepada kabinet untuk kelulusan ,netral,22
 prabowo minta seluruh kabinet merah putih gunakan mobil dalam negeri ,netral,12
semoga sehat selalu pak presiden dan pak kapolri jendral saya yakin kabinet merah putih siap wujudkan indonesia adil amp makmur,positif,22
kegiatan pembekalan atau retreat kabinet merah putih di akademi militer magelang jawa tengah dibiayai oleh uang pribadi prabowo subianto ,netral,23
curhat bahlil ikut retreat kabinet di magelang bangun paginya itu agak repot saya namun selama di akmil ia harus beradaptasi dengan pola disiplin yang berbeda di sini berbeda kita tidur pukul wib tetapi pukul wib sudah harus bangun ,netral,41
program hari kerja kabinet merah putih pangan membangun lumbung pangan nasional daerah dan desa dengan intensifikasi lahan pertanian seluas ribu hektare dan cetak sawah baru ribu hektare serta dukungan sarana prasarana pendukung dengan anggaran rp triliun,positif,39
pln persero turut menyukseskan rangkaian retreat kabinet merah putih yang diinisiasi oleh presiden prabowo subianto di akademi militer akmil kota magelang sampai dengan penutupan hari pada minggu ,positif,30
 tarik menarik dlm kabinet merah putih pst smakin keras,negatif,11
masih banyak kader lain yang juga punya pikiran seperti nyadan sekarang jadi duri dalam daging nya kabinet merah putih,negatif,19
badan publik kementerianbadan harusnya mampu memberikan pelayanan yang prima kepada masyarakat kami rakyat berharap betul dan percaya kepada pak presiden serta menteri kabinet merah putih mampu merubah wajah pemerintahan tahun ke depan,netral,36
supaya prabowo bisa memiliki kabinet yang lebih solid dan dan kompak tidak hanya upacara hingga arahan dari prabowo dalam acara ini juga ada pembekalan yang diberikan dari pemateri untuk para menteri terkait penegakan hukum korupsi hingga ekonomi,positif,37
bagi kabinet merah putih membentuk dan menciptakan para anggotanya menjadi super team untuk dapat memecahkan berbagai masalah negara,positif,18
menteri perlindungan pekerja migran indonesiakepala badan perlindungan pekerja migran indonesia abdul kadir karding mengungkap presiden prabowo subianto membiayai kegiatan retreat kabinet merah putih itu dengan uang pribadi,netral,27
hasan menyampaikan retreat kabinet merah putih disiapkan langsung oleh prabowo persiapan dilakukan selama sebulan,netral,14
hal itu disampaikan kepala kantor komunikasi kepresidenan hasan nasbi menurut dia retreat kabinet merah putih sama sekali tidak menggunakan uang pemerintah,netral,21
para menteri dan pejabat eselon i di kabinet merah putih diharuskan mengganti kendaraan dinasnya dari mobil impor ke kendaraan buatan dalam negeri,netral,22
 prettt yg paling ngaku cinta negara justru yg korupsi kabinet obesitas itu hanya untuk bagi jabatan ajaujung rakyat yg di buat menderita,negatif,34
 yg parah itu didik kabinet pakai dana pribadinya eh menterinya nanti malah korupsi incar dana apbn nelongso,negatif,18
 ini acara yg sifatnya mendukung presiden amp kabinet agar siap kerja efektif dan tdk semua kegiatan harus pake apbn justru karena pake dana pribadi beban negara berkurang lain cerita kalau hasilnya g jelas ini udah ada output ke publik kok,positif,44
presiden prabowo subianto beserta wakil presiden gibran rakabuming raka serta jajaran kabinet merah putih bertolak kembali ke jakarta hal ini disampaikan menteri sekretaris negara prasetyo hadi,netral,26
 hrs dicek mendadak misal saat akan setelah rapat kabinet,negatif,13
kementerian panrb mengungkap nasib asn kemenko marves yang terdampak perubahan kabinet ,negatif,13
panglima tni jenderal tni agus subiyanto mengungkapkan bahwa presiden prabowo subianto berpesan kepadanya dan seluruh jajaran kabinet merah putih untuk tidak mainmain dalam bekerja lt ,netral,29
 titipannya mulyono kabinet secondzeken let see akan bernasib sama atau lebih apes dari yassin limpo yang terbuai oleh dibebaskan pake uang kementerian sementara zulhas dibebaskan nepotis buat anak dan iparnya aamiin ,negatif,33
presiden prabowo subianto berharap seluruh menteri dan pejabat eselon i di kabinet merah putih untuk beralih menggunakan mobil dinas buatan dalam negeri kebijakan ini rencananya akan mulai diterapkan pada minggu depan selengkapnya ,netral,34
pengamat sebut pelatihan di magelang tanda keseriusan prabowo dalam memimpin kabinet ,positif,17
kabinet merah putih di era prabowo subianto memiliki kementerian ,netral,11
 inilah lidah yg sakit hati yg tak punya kesempatan tuk ikut di kabinet merah putih,negatif,16
prabowo diharapkan wujudkan janji reformasi rocky gerung publik pantau gerak kabinet merah putih ,negatif,14
usai pembekalan di magelang apa gebrakan menteri kabinet merah putih dalam hari pertama ,netral,15
 programprogram kabinet merah putih beneran bikin hidup kita lebih baik,positif,11
sempet denger zaken kabinet dari jurnalnya yujiem tapi kenapa yg rame sekarang jadi seken ini gimana ceritanya sih apa bedanya zaken dgn seken ada yg tau nggak ,negatif,29
retreat kabinet di magelang lancar berkat dukungan penuh pln yang sigap sistem pengamanannya bikin event ini bebas dari kendala listrik sukses terus pln ,netral,24
istana menegaskan presiden prabowo subianto memberikan arahan kepada seluruh menteri dan pejabat kabinet lain untuk menggunakan mobil dinas maung buatan pt pindad ,netral,24
sesuai dengan definisinya ps atas kabinet zaken ternyata ,negatif,9
 kan ada wa grup untuk luculucuan pesertanya sebagian anggota kabinet pulak,negatif,13
letjen tni purnawirawan anto mukti putranto adalah salah satu anggota kabinet merah putih yang memiliki hobi unik dan tergolong ekstrem yakni offroad ,netral,23
anggota kabinet diwajibkan presd baru pake mobil dinas buatan pindad mobil impor no more ketampol lg mulyono n esemka,negatif,19
hebat banget pln yang berhasil jaga stabilitas listrik di acara kabinet di magelang kalau kayak gini terus kita pasti lebih tenang good job ,positif,24
menteri esdm bahlil lahadalia hanya tidur dua jam sehari saat retret kabinet di akmil magelang ,netral,21
retreat kabinet di magelang sukses besar tanpa hambatan listrik thanks to pln pengamanan berlapisnya bikin acara penting kayak gini jadi lebih aman mantap pln ,positif,25
 kok bisa nya dipilih jadi mentri benar ga habis pikir dengan kabinet merah putih dikira akan lebih baik ternyata oh ternyata,negatif,21
 program digitalisasi makin terasa terima kasih kabinet merah putih,positif,10
wow anggaran untuk gaji pejabat kabinet merah putih naik persen dari periode sebelumnya ,positif,15
panglima tni retreat kabinet untuk samakan visi misi dan jangan korupsi ,netral,12
 layanan kesehatan mental mulai mendapat perhatian top banget kabinet merah putih,positif,12
 apresiasi buat kabinet yang ngasih perhatian besar buat umkm,positif,10
 memang harusnya seperti itu sekarang banyak penghianat dulu menghina dan loyal membela jokowi skrg msk kabinet prabowo bagai duri dalam daging ingat prabowo itu ahli kontra intelijen analisanya jago membentuk gultor ,negatif,33
kabinet merah putih terdiri dari kementerian dengan kemenko kementerian tetap kementerian yang berubah nomenklatur atau pergeseran tugas serta kementerian dengan perubahan nomenklatur ,netral,28
prabowo larang menteri amp eselon i pakai mobil impor harus buatan pindad presiden prabowo ingin semua menteri dan pejabat eselon i dalam kabinet merah putih pakai mobil dinas buatan produk dalam negeri mulai minggu depan mantap ,netral,37
presiden ri prabowo subianto baru saja melantik orang untuk mengisi kabinet merah putih periode dalam pengumuman yang dilakukan pada awal pekan ini prabowo memperkenalkan nama menteri pejabat yang tidak berada di bawah kementerian koordinator serta wakil ,netral,42
 ini yang pada bilang serba salah emanng pada ga mikir ya kalau acara ini pake duit pribadi brarti acara ini ga bisa dipertanggungjawabkan kegiatannyaacara pribadi kalau ini memang acara pribadi brarti jatuhnya kabinet pada cuti semua dong,negatif,40
 kalau gw sih berharap ps cut off mulyono si mul ini odgj gak bisa dihadapi dgn normatif bersihkan kabinet dari mul basmi korupsi yakin rakyat akan total memdukung,negatif,31
 senang lihat kebijakan yang ramah lingkungan dari kabinet ini,positif,10
 zon kalau dulu ada kabinet rasa kolam sekarang sudah diganti ya kabinet rasa barak ,negatif,16
presiden prabowo subianto membiayai seluruh kegiatan retret kabinet merah putih di akademi militer akmil magelang jawa tengah dengan uang pribadi dalam kegiatan ini orientasi pemerintahan prabowogibran adalah mengenai kesejahteraan rakyat dan kemandirian bangsa ,netral,35
ini prinsip presiden prabowo subianto hal itu diungkapkan dalam wawancara ekslusif ketika di lembah tidar bersama kabinet merah putih ,netral,25
 mungkin pasar bisa membaca bhw kabinet prabowo kabinet gimmick berbasis insting visi amp design ekonomi gak jelas renstra utk industri teknologi pendidikan nol besar ditengah ecosystem politik amp hukum yg memprihatinkan,negatif,36
dipaksa ditodong jadi pegawai kabinet kan gamau mending join sini aja,negatif,11
simak laporan utama tempo pekan ini selengkapnya di pemain lama kabinet baru ,negatif,14
ketua harian gerindra sufmi dasco ahmad mengatakan para menteri kabinet prabowo subianto sudah melewati uji kepatutan dan kelayakan dasco mengklaim tidak ada menteri prabowo yang bermasalah fakta menunjukkan sebaliknya ,netral,31
para menteri siap pakai mobil dinas maung pindad jika diperintah presiden prabowo subianto anggota kabinet merah putih siap menggunakan mobil dinas maung buatan pt pindad persero apabila ada perintah dari presiden prabowo subianto ya kalau kita kami diperintah kita ,netral,40
bersatu kompak kabinet merah putih membangun indonesia ,positif,10
 dukungan bagi para pelaku seni dan budaya semakin meningkat terima kasih kabinet,positif,13
pln sukses amankan listrik secara berlapis pada retreat kabinet di magelang ,positif,14
 perlu diketahui pak presidenaparat hukum yang tidak mau memberantas judi online tersebut sekarang ada di kabinet bapak,negatif,18
jangan tanyakan apa yang negara berikan kepadamu tapi tanyakan apa yang kamu berikan kepada negaramu jfk salahkah seorang prabowo subianto mengeluarkan uang pribadinya untuk mengadakan retret para anggota kabinet merah putih yang dipimpinnya apakah salah niat tulus yang ,positif,39
 keren pelayanan publik makin cepat dan efisien kabinet benerbener bekerja nyata,positif,12
srikandi gerindra ini menyampaikan kolaborasi antar berbagai pemangku kepentingan penting untuk mencapai target swasembada pangan yang menjadi salah satu visi partai gerindra dan kabinet merah putih,positif,26
ada mayor bobby kertanegara ,positif,4
 dimulai dari penyusunan kabinet,netral,5
semoga wujud apresiasi dapat meningkatkan produktivitas staff agar lebih bersemangat untuk menjalankan tugas dan kewajiban di bulan selanjutnya serta dapat memotivasi semangat kepada staff bem fisip upn veteran yogyakarta ,netral,32
 terima kasih kabinet merah putih pendidikan makin mudah diakses,positif,10
 dari segi pendidikan programprogram yang diusung kabinet ini bikin generasi kita makin cemerlang,positif,14
 kabinet ini peduli pada pengembangan teknologi yang berkelanjutan,positif,9
 makin percaya sama kabinet merah putih banyak perubahan positif di bidang ekonomi,positif,13
 menariknya sudah dua hal yg bicara hasim dr partai nih bykan dr kabinet kira spt apa pusat kekuasaannya hubungan hasim dg mulfufufafa gimana ya,negatif,25
isu masuk kabinet prabowo di pertengahan jalan nasdem kami punya komitmen politik ,netral,13
empat pr berat menteri pendidikan kabinet prabowo okky madasari zonasi hingga nasib guru ,netral,14
 tolong sampaikan ke pak prabowo kabinet seken nya jokowi jangan di pake lagi lah mereka tu benalu,negatif,19
 kerasa banget perubahan di lapangan kabinet merah putih emang beneran fokus sama rakyat kecil sukses terus,positif,17
 pertumbuhan ekonomi kita makin terasa stabil kabinet kerja keras banget,positif,11
 alkhamdulilah ini baru presiden kita yg tegas semogalah amanatnya di tegakkan sesuai dg arahan di kabinet merah putih,positif,19
 kebijakan perlindungan sosial semakin merata banyak yang terbantu terima kasih kabinet merah putih,positif,14
 pak apakah bapak tidak salah memilih orang seperti ini di kabinet apakah tidak ada lagi orang baik di indonesia kenapa harus orang yang memecah belah seperti ini nkri harga mati disini bukan negara syariah,negatif,37
 sektor pertanian kita sekarang lebih maju thanks to kabinet merah putih,positif,12
 mantap kabinet merah putih kayak gini nih pemerintahan yang kita butuhin kerja nyata tanpa banyak drama,positif,17
 ekonomi maritim kita makin berkembang pesat top banget kabinet merah putih,positif,12
konon kabarnya prabowo pakai biaya pribadi untuk pembekalan kabinet merah putih kemarin buzzer jokowi kalau anies pasti pakai apbn buzzer jokowi ini beneran lupa bercermin harusnya dibandingkan dengan acara ke ikn bareng selebriti dan influencer kemarin ,positif,36
 kabinet ini benarbenar memahami kebutuhan masyarakat patut dicontoh,positif,9
 kabinet merah putih sangat proaktif dalam menjaga kesehatan masyarakat,positif,10
 performa kabinet merah putih nggak mainmain programprogramnya langsung kerasa dampaknya apresiasi banget,positif,13
 sy malah minta sblm kabinet ini bekerja pak mengevaluasi kebijakan hasan haikal,negatif,14
salut untuk semua program yang mendukung pengusaha kecil dan menengah kabinet ini peduli,positif,13
imj pemimpin partai ppkr maryam nur dilantik jadi pemimpin kabinet kedua snbcc uir ket pemimpin kabinet kedua jabatan baru yg dibentuk buat apresiasi kemenangan partai pemenang ke dipemilu majelis negara,netral,31
 kabinet merah putih berani mengambil langkah berani untuk masa depan yang lebih baik,positif,14
prabowo gunakan uang pribadi untuk retret kabinet merah putih ,netral,10
 kabinet ini mendukung inovasi di bidang pertanian petani semakin sejahtera,positif,11
presiden prabowo biyai pembekalan kabinet merah putih di akmil magelang dengan uang pribadi ,netral,14
 bisa jadi agenda rutin tahunan biar kabinet merah putih semakin solid,positif,14
 terbaik emang kabinet merah putih langsung dibawah pimpinan jendral,positif,10
pembekalan menteri kabinet merah putih kmrn ada materi baris berbarisnya siapa yg melatih ya ngga mudah lho,netral,18
 seskab ya ngurus kabinet gimana sih paok wkwkwkw,negatif,11
serbaserbi maung pindad berpeluang jadi mobil dinas menteri di kabinet prabowo ,netral,13
setelah presiden susah payah sampai keluar uang banyak untuk konsolidasi kabinet merah putih setelahnya malah sempatsempatnya blusukan di pasar gitong royong merongrong popularitas presiden,negatif,26
 ipolidwakil menteri keuangan anggito abimanyu mengatakan mobil maung produksi bumn pt pindad akan menjadi kendaraan dinas para pejabat kementerian dan eselon i di kabinet merah putih ,netral,32
 pertumbuhan ekonomi makin cepat dengan kebijakan cerdas kabinet ini,positif,10
 masih memantau beliau masuk kabinet merah putih,netral,8
 seluruh menteri dan wakil menteri di bidang hukum dan ham mengikuti kegiatan retreat kabinet merah putih di akademi militer magelang jawa tengah pada tanggal oktober ,netral,31
 teratai mekar aja dibilang tanda baik kabinet prabowo ,negatif,9
gmni optimistis kabinet merah putih mampu jalankan semua program kerja prabowo ,positif,15
retret kabinet merah putih membuat menag nasaruddin umar terinspirasi ingin menerapkannya di lingkungan kemenag ini alasannya via ,positif,19
faktafakta menarik retreat menteri kabinet prabowo di akmil magelang ,positif,10
gmni yakin kabinet merah putih mampu jalankan semua program prabowo ,positif,11
 makin banyak anakanak bisa akses pendidikan yang bagus thanks kabinet,positif,11
pembekalan kabinet merah putih di akmil magelang didukung warganet ,positif,10
 dapet banget namanya juga kabinet balas budi ,negatif,10
raffi ahmad dan kabinet merah putih tiga hari kemarin melaksanakan retreat di akmil magelang raffi sampaikan pesan dan keinginan presiden prabowo subianto ,netral,23
 ekonomi lokal terus berkembang apalagi dengan program dari kabinet merah putih luar biasa,positif,14
 mungkin pt pindad sekali lagi bisa memberikan edukasi kepada akun x yg menganalisis kendaraan pak dan yg rencana nya akan dipakai juga oleh para menteri kabinet merah putih,netral,32
hari terakhir retreat kabinet merah putih menhan sjafrie beri pandangan ,netral,14
karena itu lanjutnya seusai retreat kabinet merah putih di magelang dia langsung mengunjungi pusat pembenihan berskala besar itu,netral,18
kisruh kabinet prabowo subianto prabowo subianto benarbenar menjalankan misi keberlanjutan pemerintahan jokowi selain mempertahankan menteri jokowi ia merekrut orang bermasalah secara hukum dan etika ke dalam kabinetnya prabowo juga membentuk lembaga baru yang menabrak ,negatif,36
 rambo yg ini gak bawah senpi tapi bawa senyum dari hati ,negatif,12
respons raffi ahmad soal prabowo biayai pembekalan kabinet hidup matinya untuk indonesia ,positif,13
kepala kantor komunikasi kepresidenan hasan nasbi menegaskan biaya pembekalan anggota kabinet merah putih yang berlangsung di akademi militer magelang jawa tengah pada hingga oktober berasal dari uang pribadi presiden prabowo subianto ,netral,34
pegiat media sosial dokter tifa mengomentari kabar wapres ri gibran rakabuming raka yang pulang lebih dulu dari akmil magelang ,negatif,26
 mendukung pemerintahan tidak harus ikut gabung dalam kabinet karena sumbangsih pada negara tidak harus menjadi menteri berada di luar kabinet bukan berarti tidak mendukung daripada berada di dalam kabinet yg akhirnya merecoki seperti menteri yg ada mulai kelihatan aslinya,negatif,41
bkn melaporkan asn akan dialihkan ke kementerian baru akibat perubahan struktur kabinet ,netral,14
electrizen pln sukses menghadirkan listrik andal untuk acara retreat kabinet merah putih di akademi militer akmil magelang pada oktober yang dipimpin oleh presiden prabowo subianto ,netral,31
sekitar minggu sebelum pengumuman kabinet kami berkunjung ke kantor di menteng jakpus utk mewawancarai masprof utk program menjadi indonesia selamat menyimak ,netral,26
selamat memperingati hari sumpah pemuda jadilah pemuda yang kreatif dan berkualitas bukan hanya sekedar sumpah tetap bersamai dengan aksi untuk mewujudkan semangat muda demi memajukan bangsa indonesia bem indonesia mandiri kabinet abhiprayagana ,netral,34
prabowo baru aja ngeluarin formasi kabinet merah putih dan ternyata ada menteri dan wakil menteri wow banyak banget ya nah ada salah satu menteri yang menarik perhatian netizen yaitu menteri luar negeri sugiono kalian udah tau siapa dia ,positif,40
memang beda kelas jiwa patriotik antara militer dan tukang klo militer demi negara klo tukang demi keluarga ternyata presiden prabowo biayai sendiri retret kabinet merah putih di akmil magelang sumber ,positif,32
kemenpan rb saat ini menyiapkan sdm aparatur sipil negara dan aturan hukum agar pelaksanaan tugas kabinet merah putih berjalan lancar ,positif,21
the big and happy family departemen hubungan masyarakat bidang komunikasi dan informasi kabinet sejiwa ,netral,18
disiapkan bulan sebelumnya prabowo rogoh kocek pribadi biayai retreat kabinet di magelang habis berapa ,negatif,16
 kabinet korupsi saya salah denger kayaknya,negatif,7
coba km ke sini mas nanti pasti masuk kabinet,negatif,9
 kabinet ga maju maju dong min ,negatif,8
 bisa aja menganalisa loyalitas dan kapasitas anggota kabinet itu khan semacam intelijen bisa dikerjakan sambil jalan mustinya tidak mengurangi kinerja yg diharapkan lets ps play his game kita amati bareng ,netral,36
 keluar uang banyak untuk konsolidasi kabinet merah putih di magelang pulang ditraktir presiden selama hari malah sempatsempatnya mampir blusukan di pasar gotong royong merongrong popularitas presiden yang sudah berusaha mengupgrade isi kepalanya,negatif,35
presiden ri prabowo subianto ceritakan ketika pertama kali umumkan kabinet merah putih mendapatkan dampak yang baik bagi pasar ,positif,24
anggota kabinet merah putih siap menggunakan mobil dinas maung buatan pt pindad persero apabila ada perintah dari presiden prabowo subianto ,positif,21
 kalo aksi kamisan gak sengaruh itu bagi prabowo mustahil kabinety gak diisi oleh banyak aktivis juga gak mungkin wiranto ambil bagian dalam pemerintahany persoalan aksi kamisan gak dihiraukan oleh jokowi juga prabowo yah itu soal lain ,negatif,40
presiden gak main bentuk kabinet solid program wajib militer di akmil bikin para menteri jadi tim tangguh siap satu komando amp selalu utamakan kepentingan rakyat ,positif,34
 prabowo udah jadi ayam sayur dan boneka nya jokowi raja bohong kabinet merah pucat cuma kabinet omonomon doang,negatif,19
kumpulan t diperinci dalam tempoh sebulan sebelum bentang ke kabinet ,netral,11
 kabinet perlu di ruwatan massal ni,netral,7
