Tweet,Sentimen,Tweet Length,Tokenized
 senang lihat kebijakan kabinet yang memperhatikan ekonomi lokal,positif,9,"['senang', 'lihat', 'kebijakan', 'kabinet', 'memperhatikan', 'ekonomi', 'lokal']"
 maju terus pak prabowo dan kabinet merah putih indonesia jadi makin maju dengan programprogram hebat,positif,16,"['maju', 'prabowo', 'kabinet', 'merah', 'putih', 'indonesia', 'maju', 'programprogram', 'hebat']"
kabinet ancur ,negatif,3,"['kabinet', 'ancur']"
 kebijakan fiskal kabinet benerbener mendukung pertumbuhan ekonomi,positif,8,"['kebijakan', 'fiskal', 'kabinet', 'benerbener', 'mendukung', 'pertumbuhan', 'ekonomi']"
 time kau tutup parlimen isytihar darurat dalam masa yg sama menteri kabinet kau bertali arus bertandang ke rumah kau tiap hari bila kerajaan kau kena gegar ,negatif,27,"['time', 'kau', 'tutup', 'parlimen', 'isytihar', 'darurat', 'menteri', 'kabinet', 'kau', 'bertali', 'arus', 'bertandang', 'rumah', 'kau', 'kerajaan', 'kau', 'kena', 'gegar']"
 akses layanan kesehatan makin mudah kabinet kerja nyata buat rakyat,positif,11,"['akses', 'layanan', 'kesehatan', 'mudah', 'kabinet', 'kerja', 'nyata', 'rakyat']"
 dukungan bagi pengusaha lokal semakin meningkat kerja kabinet luar biasa,positif,11,"['dukungan', 'pengusaha', 'lokal', 'meningkat', 'kerja', 'kabinet']"
profil setiawan ichlas yang jadi utusan khusus bidang ekonomi dan perbankan di kabinet merah putih ,netral,17,"['profil', 'setiawan', 'ichlas', 'utusan', 'khusus', 'bidang', 'ekonomi', 'perbankan', 'kabinet', 'merah', 'putih']"
pln turut menyukseskan rangkaian retreat kabinet merah putih yang diinisiasi oleh presiden prabowo subianto di akademi militer akmil kota magelang sampai dengan penutupan hari pada minggu ,positif,29,"['menyukseskan', 'rangkaian', 'retreat', 'kabinet', 'merah', 'putih', 'diinisiasi', 'presiden', 'prabowo', 'subianto', 'akademi', 'militer', 'akmil', 'kota', 'magelang', 'penutupan', 'minggu']"
 duit pribadi prabowo biar kabinet kuat dan solid,positif,18,"['duit', 'pribadi', 'prabowo', 'biar', 'kabinet', 'kuat', 'solid']"
 biar kabinet kerja lebih kompak hasilnya buat rakyat juga,positif,18,"['biar', 'kabinet', 'kerja', 'kompak', 'hasilnya', 'rakyat']"
 dana pribadi prabowo biar kabinet makin kompak,positif,16,"['dana', 'pribadi', 'prabowo', 'biar', 'kabinet', 'kompak']"
 hati pak sama org nya mulyono di kabinet mereka meng up si fufufafa biar trending dan bapak yg tenggelam pantau pak platform medsos dan media yg meng up si mulyono sdgkan bpk hanya sekali saja,negatif,36,"['hati', 'org', 'nya', 'mulyono', 'kabinet', 'meng', 'up', 'biar', 'trending', 'tenggelam', 'pantau', 'platform', 'medsos', 'media', 'meng', 'up', 'mulyono', 'sdgkan', 'bpk']"
 bangun tim kuat itu penting dimulai dari kabinet solid,positif,18,"['bangun', 'tim', 'kuat', 'kabinet', 'solid']"
 prabowo serius mau bikin kabinet solid tanpa apbn,positif,18,"['prabowo', 'serius', 'bikin', 'kabinet', 'solid', 'apbn']"
 kalau kabinet kompak hasilnya buat rakyat juga,positif,16,"['kabinet', 'kompak', 'hasilnya', 'rakyat']"
pln emang keren abis pengamanan berlapisnya bikin acara kabinet jadi super aman dan nyaman mantap jiwa robbery gg tlid dingin racism dalot,positif,23,"['emang', 'keren', 'abis', 'pengamanan', 'berlapisnya', 'bikin', 'acara', 'kabinet', 'super', 'aman', 'nyaman', 'mantap', 'jiwa', 'robbery', 'gg', 'tlid', 'dingin', 'racism', 'dalot']"
 bangsa butuh kabinet solid dan antikorupsi ini langkah pertama,positif,20,"['bangsa', 'butuh', 'kabinet', 'solid', 'antikorupsi', 'langkah']"
 aku yakin kabinet pak prabowo yang sekarang ini adalah kabinet sementara alias pemuas hatitapi lihat aja nanti hari setelah menjabat kurasa barulah muncul kabinet yang betul kabinetnya pak prabowo alias pilihannya pak prabowo sendiriingat beliau itu ahli strategi,negatif,40,"['kabinet', 'prabowo', 'kabinet', 'alias', 'pemuas', 'hatitapi', 'lihat', 'menjabat', 'kurasa', 'barulah', 'muncul', 'kabinet', 'kabinetnya', 'prabowo', 'alias', 'pilihannya', 'prabowo', 'sendiriingat', 'beliau', 'ahli', 'strategi']"
 disiplin dari retret ini jadi pondasi buat kabinet yang bersih,positif,21,"['disiplin', 'retret', 'pondasi', 'kabinet', 'bersih']"
 soliditas ini kunci buat jauhkan kabinet dari korupsi,positif,17,"['soliditas', 'kunci', 'jauhkan', 'kabinet', 'korupsi']"
 itulah pentingnya susunan kabinet yg orisionil berdasarkan dengan meriktokrasi bukan balas jasa apalagi kabinet sandera presiden itu berkuasa dlm menentukan menteri sbg pembatunya dlm kesuksesan programnya bagaimana jadi nya klo para pembantu sebenarnya sdg bersekongkol,negatif,36,"['susunan', 'kabinet', 'orisionil', 'berdasarkan', 'meriktokrasi', 'balas', 'jasa', 'kabinet', 'sandera', 'presiden', 'berkuasa', 'menentukan', 'menteri', 'pembatunya', 'kesuksesan', 'programnya', 'nya', 'pembantu', 'sdg', 'bersekongkol']"
 dengan satu visi kabinet bisa lebih fokus bangun bangsa,positif,18,"['visi', 'kabinet', 'fokus', 'bangun', 'bangsa']"
 retret ini untuk perkuat kerja kabinet yang bebas korupsi,positif,18,"['retret', 'perkuat', 'kerja', 'kabinet', 'bebas', 'korupsi']"
 kabinet yang solid dari retret ini bantu cegah korupsi lebih efektif,positif,20,"['kabinet', 'solid', 'retret', 'bantu', 'cegah', 'korupsi', 'efektif']"
 retret ini untuk bentuk kebersamaan yang solid di kabinet,positif,19,"['retret', 'bentuk', 'kebersamaan', 'solid', 'kabinet']"
 yg w pikirin pertama anggarannya sih gendut bgt lho itu kabinet,negatif,12,"['w', 'pikirin', 'anggarannya', 'gendut', 'lho', 'kabinet']"
 masa nggak dukung ketum masuk kabinet pak emang berani bongkar kepmenkeu km yg terbit berdsrkan sampah paling tdk korupsi pd penerapan asas lex superiori derogat legi inferiori dan lex posteriori derogat legi priori,negatif,39,"['dukung', 'ketum', 'masuk', 'kabinet', 'emang', 'berani', 'bongkar', 'kepmenkeu', 'km', 'terbit', 'berdsrkan', 'sampah', 'korupsi', 'pd', 'penerapan', 'asas', 'lex', 'superiori', 'derogat', 'legi', 'inferiori', 'lex', 'posteriori', 'derogat', 'legi', 'priori']"
 wkwkwk hari bolos kerja dong se kabinetbadut,negatif,8,"['wkwkwk', 'bolos', 'kerja', 'kabinetbadut']"
 emang dia dulu dan sekarang ada yg percaya yaa paling di circlenya doang masyarakat mah udah tau sejak dulu ni orang agak laen memang dan sebagian besar kabinet merah putih wowo itu agak laen emang sih,negatif,37,"['emang', 'percaya', 'yaa', 'circlenya', 'doang', 'masyarakat', 'mah', 'udah', 'orang', 'laen', 'kabinet', 'merah', 'putih', 'wowo', 'laen', 'emang']"
 pertumbuhan sektor digital makin cepat kabinet benerbener mendukung inovasi,positif,10,"['pertumbuhan', 'sektor', 'digital', 'cepat', 'kabinet', 'benerbener', 'mendukung', 'inovasi']"
terungkap prabowo biayai retreat kabinet merah putih dengan uang pribadi ,positif,11,"['terungkap', 'prabowo', 'biayai', 'retreat', 'kabinet', 'merah', 'putih', 'uang', 'pribadi']"
 masih kenapa fyi program makan bergizi ini sepengetahuan saya sdh resmi ditunda mungkin salah satu alasannya karena adanya faktor import susu ini yang digagas oleh mentannya anda tau siapa mentannya dia ini orang jokowi yang skarang kembali jadi mentan di kabinet ,negatif,47,"['fyi', 'program', 'makan', 'bergizi', 'sepengetahuan', 'resmi', 'ditunda', 'salah', 'alasannya', 'faktor', 'import', 'susu', 'digagas', 'mentannya', 'mentannya', 'orang', 'jokowi', 'skarang', 'mentan', 'kabinet']"
 kalo pprabowo bisa fokus berantas narkoba judi online dan berantas korupsi sy yakin rakyat akan mendukung fullapalagi dimulai dari anggota kabinet nya wouw kerrent,positif,29,"['kalo', 'pprabowo', 'fokus', 'berantas', 'narkoba', 'judi', 'online', 'berantas', 'korupsi', 'sy', 'rakyat', 'mendukung', 'fullapalagi', 'anggota', 'kabinet', 'nya', 'wouw', 'kerrent']"
 salut kabinet merah putih fokus banget di lingkungan hidup juga,positif,11,"['salut', 'kabinet', 'merah', 'putih', 'fokus', 'banget', 'lingkungan', 'hidup']"
respons raffi ahmad soal prabowo biayai pembekalan kabinet hidup matinya untuk indonesia ,positif,14,"['respons', 'raffi', 'ahmad', 'prabowo', 'biayai', 'pembekalan', 'kabinet', 'hidup', 'matinya', 'indonesia']"
 indonesia makin digital semua berkat program kabinet yang jitu,negatif,10,"['indonesia', 'digital', 'berkat', 'program', 'kabinet', 'jitu']"
penafsiran teman fb tentang nama kabinet fufufafa kabinet merahputih merah berdarah putih memutihkan sejarah ,negatif,17,"['penafsiran', 'teman', 'fb', 'nama', 'kabinet', 'kabinet', 'merahputih', 'merah', 'berdarah', 'putih', 'memutihkan', 'sejarah']"
 senin november wib ruang seminar fkh ugm jangan lupa hadir ya temanteman mktbemfkhx departemen minat dan bakat kabinet naaranjana bem fkh ugm,netral,28,"['senin', 'november', 'wib', 'ruang', 'seminar', 'fkh', 'ugm', 'lupa', 'hadir', 'temanteman', 'mktbemfkhx', 'departemen', 'minat', 'bakat', 'kabinet', 'naaranjana', 'bem', 'fkh', 'ugm']"
makanya kabinet ga boleh gendut ndut ,negatif,7,"['kabinet', 'gendut', 'ndut']"
 mas gibran blusukan ke pasar usai pembekalan kabinet sah sah saja ini kan termasuk agenda kerja kok ujang komarudin sewot bahkan bawa pak jokowi kalo ciri khas keluarga pak jokowi blusukan ujang mau apa,negatif,36,"['mas', 'gibran', 'blusukan', 'pasar', 'pembekalan', 'kabinet', 'sah', 'sah', 'agenda', 'kerja', 'ujang', 'komarudin', 'sewot', 'bawa', 'jokowi', 'kalo', 'ciri', 'khas', 'keluarga', 'jokowi', 'blusukan', 'ujang']"
 intinya kapolri itu diganti hilangkan geng solo dari kabinet buka lembaran baru pak presiden,negatif,21,"['intinya', 'kapolri', 'diganti', 'hilangkan', 'geng', 'solo', 'kabinet', 'buka', 'lembaran', 'presiden']"
presiden prabowo subianto bakal rutin mengevaluasi kinerja para menteri di kabinet merah putih ,netral,14,"['presiden', 'prabowo', 'subianto', 'rutin', 'mengevaluasi', 'kinerja', 'menteri', 'kabinet', 'merah', 'putih']"
pindad siap produksi maung untuk kendaraan dinas kabinet merah putih ,positif,14,"['pindad', 'produksi', 'maung', 'kendaraan', 'dinas', 'kabinet', 'merah', 'putih']"
 layanan publik makin mudah dan cepat top banget nih kabinet merah putih,positif,13,"['layanan', 'publik', 'mudah', 'cepat', 'top', 'banget', 'kabinet', 'merah', 'putih']"
rocky gerung prediksi minggu prabowo lakukan reshuffle kabinet ,negatif,11,"['rocky', 'gerung', 'prediksi', 'minggu', 'prabowo', 'lakukan', 'reshuffle', 'kabinet']"
 pertanyaanya apakah kita lebih pintar lebih hebat daei diacoba kita interospeksi dirikenapa energi tidak kita pakai tuk mengawasi kinerja kabinet merah putihdisitu masih banyak kepentingan dan kalo boleh dibilang mafioso,negatif,31,"['pertanyaanya', 'pintar', 'hebat', 'daei', 'diacoba', 'interospeksi', 'dirikenapa', 'energi', 'pakai', 'tuk', 'mengawasi', 'kinerja', 'kabinet', 'merah', 'putihdisitu', 'kepentingan', 'kalo', 'dibilang', 'mafioso']"
 budiman dan fadlizon lebih parah mbak skrg malah masuk kabinet tuh,negatif,14,"['budiman', 'fadlizon', 'parah', 'mbak', 'masuk', 'kabinet']"
 kabinet ini peduli pada perlindungan lingkungan hidup sangat menginspirasi,positif,10,"['kabinet', 'peduli', 'perlindungan', 'lingkungan', 'hidup', 'menginspirasi']"
sejumlah menteri kabinet prabowo meminta tambahan anggaran kementeriannya yang dinilai terlalu sedikit apakah penambahan anggaran ini patut untuk diminta para menteri ini meski baru beberapa hari saja dilantik ,negatif,30,"['menteri', 'kabinet', 'prabowo', 'tambahan', 'anggaran', 'kementeriannya', 'dinilai', 'penambahan', 'anggaran', 'patut', 'menteri', 'dilantik']"
 lihat deh pembangunan daerah makin pesat semua berkat kerja keras kabinet merah putih,positif,14,"['lihat', 'pembangunan', 'daerah', 'pesat', 'berkat', 'kerja', 'keras', 'kabinet', 'merah', 'putih']"
 kabinet merah putih makin kompak,positif,13,"['kabinet', 'merah', 'putih', 'kompak']"
 kabinet solid rakyat senang,positif,12,"['kabinet', 'solid', 'rakyat', 'senang']"
 kabinet ini sangat perhatian terhadap masalah kesejahteraan anak generasi kita terjamin,positif,12,"['kabinet', 'perhatian', 'kesejahteraan', 'anak', 'generasi', 'terjamin']"
 kabinet merah putih makin kokoh,positif,13,"['kabinet', 'merah', 'putih', 'kokoh']"
 prabowo kuatkan kabinet solid,positif,12,"['prabowo', 'kuatkan', 'kabinet', 'solid']"
hitunghitungan keberhasilan kabinet gemuk merah putih ala prabowo subianto ,positif,10,"['hitunghitungan', 'keberhasilan', 'kabinet', 'gemuk', 'merah', 'putih', 'prabowo', 'subianto']"
 ini baru kabinet kuat,positif,12,"['kabinet', 'kuat']"
 kabinet ini berhasil membawa perubahan positif di setiap lapisan masyarakat,positif,11,"['kabinet', 'berhasil', 'membawa', 'perubahan', 'positif', 'lapisan', 'masyarakat']"
 kabinet merah putih berkomitmen untuk meningkatkan kesejahteraan sosial,positif,9,"['kabinet', 'merah', 'putih', 'berkomitmen', 'meningkatkan', 'kesejahteraan', 'sosial']"
kabinet merah putih prabowo lebih mirip bagibagi jatah daripada zaken kabinet ,negatif,12,"['kabinet', 'merah', 'putih', 'prabowo', 'bagibagi', 'jatah', 'zaken', 'kabinet']"
 kabinet merah putih hendaknya perlu kerja keras terbaik amanah handal hebat demi akselerasi mewujudkan kesejahteraan rakyat di nkri dan kemajuan bangsanegara jangan narasi lebih maju sampai saat ini ri negara berkembang dalam global south,negatif,35,"['kabinet', 'merah', 'putih', 'kerja', 'keras', 'terbaik', 'amanah', 'handal', 'hebat', 'akselerasi', 'mewujudkan', 'kesejahteraan', 'rakyat', 'nkri', 'kemajuan', 'bangsanegara', 'narasi', 'maju', 'negara', 'berkembang', 'global', 'south']"
 kebayang kalau kabinet merah putih semua angle kiri,negatif,9,"['kebayang', 'kabinet', 'merah', 'putih', 'angle', 'kiri']"
 kabinet solid rakyat mendukung,positif,12,"['kabinet', 'solid', 'rakyat', 'mendukung']"
di balik putusan pdip urung masuk kabinet ,negatif,8,"['putusan', 'pdip', 'urung', 'masuk', 'kabinet']"
pembekalan bikin internal kabinet solid airlangga insyaallah kerja cepat ,netral,16,"['pembekalan', 'bikin', 'internal', 'kabinet', 'solid', 'airlangga', 'insyaallah', 'kerja', 'cepat']"
 program kesehatan makin merata salut buat kabinet yang fokus di kesehatan rakyat,netral,13,"['program', 'kesehatan', 'merata', 'salut', 'kabinet', 'fokus', 'kesehatan', 'rakyat']"
 akmil bikin kabinet solid,netral,12,"['akmil', 'bikin', 'kabinet', 'solid']"
 yaahnamanya usaha kali aja dapat itu juga semua demi lu utk menjawab rasa penasaran lu mengapa wiranto masuk kabinet ,netral,20,"['yaahnamanya', 'usaha', 'kali', 'penasaran', 'wiranto', 'masuk', 'kabinet']"
 kabinet ini peduli pada kebutuhan masyarakat teruslah berkarya,netral,9,"['kabinet', 'peduli', 'kebutuhan', 'masyarakat', 'teruslah', 'berkarya']"
menteri perlindungan pekerja migran indonesia abdul kadir karding menyatakan bahwa presiden prabowo subianto membiayai seluruh kegiatan retreat kabinet merah putih di akademi militer magelang menggunakan uang pribadinya ,netral,29,"['menteri', 'perlindungan', 'pekerja', 'migran', 'indonesia', 'abdul', 'kadir', 'karding', 'presiden', 'prabowo', 'subianto', 'membiayai', 'kegiatan', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'uang', 'pribadinya']"
 kabinet merah putih semoga esok hri dan akan datang membawa kemajuan bagi seluruh rakyat indonesia,netral,17,"['kabinet', 'merah', 'putih', 'semoga', 'esok', 'hri', 'membawa', 'kemajuan', 'rakyat', 'indonesia']"
 ketahanan pangan makin kuat kabinet kerja keras banget buat rakyat,netral,11,"['ketahanan', 'pangan', 'kuat', 'kabinet', 'kerja', 'keras', 'banget', 'rakyat']"
 berkat program kabinet kawasan terpencil sekarang makin terhubung,netral,9,"['berkat', 'program', 'kabinet', 'kawasan', 'terpencil', 'terhubung']"
 kabinet ini serius dalam penanganan isuisu sosial bagus banget,netral,10,"['kabinet', 'serius', 'penanganan', 'isuisu', 'sosial', 'bagus', 'banget']"
istana sebut dana retreat kabinet merah putih di magelang dari kantong prabowo selengkapnya gtgtgt ,netral,16,"['istana', 'dana', 'retreat', 'kabinet', 'merah', 'putih', 'magelang', 'kantong', 'prabowo', 'selengkapnya', 'gtgtgt']"
 kebijakan fiskal kabinet bikin ekonomi kita makin stabil dan kuat,netral,11,"['kebijakan', 'fiskal', 'kabinet', 'bikin', 'ekonomi', 'stabil', 'kuat']"
bersama beberapa menteri n wamen kabinet merah putih menghadiri acara puncak hari sumpah pemuda ke di taman mini indonesia indah tmii ,netral,22,"['menteri', 'n', 'wamen', 'kabinet', 'merah', 'putih', 'menghadiri', 'acara', 'puncak', 'sumpah', 'pemuda', 'taman', 'mini', 'indonesia', 'indah', 'tmii']"
 salut sama programprogramnya kabinet merah putih dari ketahanan pangan sampe digitalisasi semuanya top,netral,14,"['salut', 'programprogramnya', 'kabinet', 'merah', 'putih', 'ketahanan', 'pangan', 'sampe', 'digitalisasi', 'top']"
kepala kantor komunikasi kepresidenan hasan nasbi mengungkapkan bahwa retreat kabinet merah putih di akmil magelang dibiayai oleh prabowo subianto ,netral,20,"['kepala', 'kantor', 'komunikasi', 'kepresidenan', 'hasan', 'nasbi', 'retreat', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'dibiayai', 'prabowo', 'subianto']"
isi tiktok isinya glorifying prabowo dan kabinet beliau komentarnya udh mulai berlebihan udh berlebihan tidak baik,netral,16,"['isi', 'tiktok', 'isinya', 'glorifying', 'prabowo', 'kabinet', 'beliau', 'komentarnya']"
jadwal padat raffi ahmad usai retreat kabinet di akmil magelang via ,netral,21,"['jadwal', 'padat', 'raffi', 'ahmad', 'retreat', 'kabinet', 'akmil', 'magelang', 'via']"
 kabinet bisa di reshuffle bulan lagi jadi yang ga keliatan kerja bakal dipecat secara tidak hormat,netral,21,"['kabinet', 'reshuffle', 'keliatan', 'kerja', 'dipecat', 'hormat']"
 kyknya kok mkin ancur yaa kabinet skrang ini,netral,9,"['kyknya', 'mkin', 'ancur', 'yaa', 'kabinet', 'skrang']"
 dan presiden prabowo meminta seluruh menteri di kabinet merah putih melihat kembali apbn dan mempelajari lagi dipa keuangan ,positif,21,"['presiden', 'prabowo', 'menteri', 'kabinet', 'merah', 'putih', 'apbn', 'mempelajari', 'dipa', 'keuangan']"
 stabilitas harga pangan terjaga kerja kabinet mantap,positif,8,"['stabilitas', 'harga', 'pangan', 'terjaga', 'kerja', 'kabinet', 'mantap']"
 banyak inovasi yang lahir dari kabinet prabowo ini proud,positif,10,"['inovasi', 'lahir', 'kabinet', 'prabowo', 'proud']"
akankah nasdem bergabung kabinet prabowogibran willy aditya nanti kita lihat lah ,netral,12,"['nasdem', 'bergabung', 'kabinet', 'prabowogibran', 'willy', 'aditya', 'lihat']"
 sektor kehutanan dapet perhatian besar dari kabinet program pelestariannya keren,positif,11,"['sektor', 'kehutanan', 'dapet', 'perhatian', 'kabinet', 'program', 'pelestariannya', 'keren']"
 program perlindungan sosial makin inklusif kabinet luar biasa,positif,9,"['program', 'perlindungan', 'sosial', 'inklusif', 'kabinet']"
rocky gerung pembinaan kabinet merah putih di hambalang dan magelang tidak berguna ,negatif,13,"['rocky', 'gerung', 'pembinaan', 'kabinet', 'merah', 'putih', 'hambalang', 'magelang', 'berguna']"
 kabinet ini mendukung setiap langkah untuk melindungi hak asasi manusia,positif,11,"['kabinet', 'mendukung', 'langkah', 'melindungi', 'hak', 'asasi', 'manusia']"
 bang domisili nya sama dengan kenapa gak grace ya atau mau buat kabinet tidak terlalu tegang ya biar ada stand up comedian garing ,negatif,28,"['bang', 'domisili', 'nya', 'gak', 'grace', 'kabinet', 'tegang', 'biar', 'stand', 'up', 'comedian', 'garing']"
 kabinet kmaren napa ga pake esemka ,negatif,8,"['kabinet', 'kmaren', 'napa', 'esemka']"
 cerminan kabinet superbody mulyono jilid kok gak takut sama presiden yg buat acara dan anggaran pribadinya apa argumentasinya f jawabnyasaya sudah telpon bapak saya di oslo mau ijin duluan wkkkkkkbeler kok jadi wapres hancur kharisma presidennya ,negatif,39,"['cerminan', 'kabinet', 'superbody', 'mulyono', 'jilid', 'gak', 'takut', 'presiden', 'acara', 'anggaran', 'pribadinya', 'argumentasinya', 'f', 'jawabnyasaya', 'telpon', 'oslo', 'ijin', 'duluan', 'wkkkkkkbeler', 'wapres', 'hancur', 'kharisma', 'presidennya']"
yapemilik asmaul husnah mhn curahkan sgala kemampuan utk sesungguhnya jujur demi allah swt agar amp kabinet merahputih mprri mampu memberikan manfaat optimum utk muampnkri,netral,33,"['yapemilik', 'asmaul', 'husnah', 'mhn', 'curahkan', 'sgala', 'kemampuan', 'sesungguhnya', 'jujur', 'allah', 'swt', 'amp', 'kabinet', 'merahputih', 'mprri', 'manfaat', 'optimum', 'muampnkri']"
 ntar kalo gw dpt kontak mayted gw tanyakan sepenting itukah pak wiranto masuk kabinet merah putih,negatif,17,"['ntar', 'kalo', 'dpt', 'kontak', 'mayted', 'sepenting', 'wiranto', 'masuk', 'kabinet', 'merah', 'putih']"
 wah klo ini perkara sulit ini so para menteri yg ada di kabinet skrg banyak pengusaha tambang termasuk keluarga prabowo ,negatif,22,"['perkara', 'sulit', 'so', 'menteri', 'kabinet', 'pengusaha', 'tambang', 'keluarga', 'prabowo']"
 apresiasi buat kabinet yang terus fokus pada pendidikan anak bangsa,positif,11,"['apresiasi', 'kabinet', 'fokus', 'pendidikan', 'anak', 'bangsa']"
 banyak langkah nyata dari kabinet buat mendorong ekonomi kreatif maju terus,positif,12,"['langkah', 'nyata', 'kabinet', 'mendorong', 'ekonomi', 'kreatif', 'maju']"
 makin percaya sama kabinet merah putih banyak solusi nyata buat masalahmasalah mendesak,positif,13,"['percaya', 'kabinet', 'merah', 'putih', 'solusi', 'nyata', 'masalahmasalah', 'mendesak']"
selamat bertugas letjen tni purn am putranto ssos sebagai kepala staff kepresidenan ksp kabinet merah putih semoga selalu diberikan kesehatan kemudahan dan kesuksesan dalam menjalan amanah dan tugas yang mulia ,positif,35,"['selamat', 'bertugas', 'letjen', 'tni', 'purn', 'am', 'putranto', 'ssos', 'kepala', 'staff', 'kepresidenan', 'ksp', 'kabinet', 'merah', 'putih', 'semoga', 'kesehatan', 'kemudahan', 'kesuksesan', 'menjalan', 'amanah', 'tugas', 'mulia']"
suka kali sama kabinet merah putih skrg gils,positif,8,"['suka', 'kali', 'kabinet', 'merah', 'putih', 'gils']"
 jangan macam dg apbn lha gerbong kabinet sebesar gaban gitu mau dibayar sendiri,negatif,15,"['apbn', 'lha', 'gerbong', 'kabinet', 'gaban', 'gitu', 'dibayar']"
 ekonomi makin stabil programprogram kabinet jelas banget arahnya,negatif,9,"['ekonomi', 'stabil', 'programprogram', 'kabinet', 'banget', 'arahnya']"
 kabinet itu berapa sih pengen tapi pasti mepet jt ,netral,10,"['kabinet', 'pengen', 'mepet', 'jt']"
 kabinet merah putih berkomitmen untuk menjaga lingkungan ini luar biasa,negatif,11,"['kabinet', 'merah', 'putih', 'berkomitmen', 'menjaga', 'lingkungan']"
aldi sibuk banget dah curiga diemdiem dia masuk kabinet merahputih,negatif,10,"['aldi', 'sibuk', 'banget', 'curiga', 'diemdiem', 'masuk', 'kabinet', 'merahputih']"
 keren banget nih kabinet merah putih kerjanya nyata banyak gebrakan buat rakyat maju terus pak prabowo,positif,17,"['keren', 'banget', 'kabinet', 'merah', 'putih', 'kerjanya', 'nyata', 'gebrakan', 'rakyat', 'maju', 'prabowo']"
kementerian panrb memastikan gaji asn yang pindah kementerian tetap sama transformasi kementerian di kabinet merah putih tidak merugikan pegawai ,positif,20,"['kementerian', 'panrb', 'gaji', 'asn', 'pindah', 'kementerian', 'transformasi', 'kementerian', 'kabinet', 'merah', 'putih', 'merugikan', 'pegawai']"
maksud t kementerian ekonomi sedang membuat perincian sebelum membentangkan kepada kabinet rafizi ,netral,13,"['maksud', 't', 'kementerian', 'ekonomi', 'perincian', 'membentangkan', 'kabinet', 'rafizi']"
 layanan kesehatan makin bagus terima kasih kabinet merah putih,positif,10,"['layanan', 'kesehatan', 'bagus', 'terima', 'kasih', 'kabinet', 'merah', 'putih']"
 ketahanan pangan sekarang makin terjamin kerja kabinet mantap,positif,9,"['ketahanan', 'pangan', 'terjamin', 'kerja', 'kabinet', 'mantap']"
 senin penuh berkah hari senin adalah awal dari semua jajaran menteri kabinet merah putih untuk bekerja dengan penuh semangat tantangan besar ada didepan selamat bekerja good luck,positif,28,"['senin', 'penuh', 'berkah', 'senin', 'jajaran', 'menteri', 'kabinet', 'merah', 'putih', 'penuh', 'semangat', 'tantangan', 'didepan', 'selamat', 'good', 'luck']"
 ekonomi makin stabil semua berkat kebijakan bijak kabinet merah putih,positif,11,"['ekonomi', 'stabil', 'berkat', 'kebijakan', 'bijak', 'kabinet', 'merah', 'putih']"
 yang gua tanya kepentingan nempatin wiranto di kabinet apa urgensinya apa,negatif,12,"['kepentingan', 'nempatin', 'wiranto', 'kabinet', 'urgensinya']"
pemerintahan presiden prabowo subianto berencana menyelesaikan pembangunan ibu kota negara dalam jangka waktu tahun hal tersebut disampaikan menteri kehutanan raja juli antoni dalam retreat kabinet merah putih di magelang ,negatif,32,"['pemerintahan', 'presiden', 'prabowo', 'subianto', 'berencana', 'menyelesaikan', 'pembangunan', 'kota', 'negara', 'jangka', 'menteri', 'kehutanan', 'raja', 'juli', 'antoni', 'retreat', 'kabinet', 'merah', 'putih', 'magelang']"
 sepenting itu yah sampe rekonsiliasi nya masuk dalam kabinet syarat wiranto jangan berisik lagi ini apalagi loe bawabawa dosa waris,negatif,21,"['sepenting', 'yah', 'sampe', 'rekonsiliasi', 'nya', 'masuk', 'kabinet', 'syarat', 'wiranto', 'berisik', 'loe', 'bawabawa', 'dosa', 'waris']"
csis soal prabowo ajak partai gurem masuk kabinet tak ingin ada yang ganggu stabilitas politik ,netral,16,"['csis', 'prabowo', 'ajak', 'partai', 'gurem', 'masuk', 'kabinet', 'ganggu', 'stabilitas', 'politik']"
 sepenting rapat kabinet gak,negatif,5,"['sepenting', 'rapat', 'kabinet', 'gak']"
bkn sebut asn dan pppk akan dialihkan imbas perubahan nomenklatur kabinet merah putih ,netral,16,"['bkn', 'asn', 'pppk', 'dialihkan', 'imbas', 'perubahan', 'nomenklatur', 'kabinet', 'merah', 'putih']"
tibatiba saja terlintas dibenak saya kalau kedepan akan heboh oleh kejadian di pemerintahan reshufle total prabowo amp tim akan merombak kabinet yg namanya sudah disiapkan sejak awal fufufafa akan diganti oleh rival kemungkinan arb yg akan masuk,negatif,40,"['tibatiba', 'terlintas', 'dibenak', 'kedepan', 'heboh', 'kejadian', 'pemerintahan', 'reshufle', 'total', 'prabowo', 'amp', 'tim', 'merombak', 'kabinet', 'namanya', 'disiapkan', 'diganti', 'rival', 'arb', 'masuk']"
 sektor pertanian makin maju salut buat perhatian kabinet,positif,9,"['sektor', 'pertanian', 'maju', 'salut', 'perhatian', 'kabinet']"
