Tweet,Sentimen,Tweet Length,Tokens,Label_Encoded
 stabilitas harga pangan terjaga kerja kabinet mantap,1,8,"['stabilitas', 'harga', 'pangan', 'jaga', 'kerja', 'kabinet', 'mantap']",2
 banyak inovasi yang lahir dari kabinet prabowo ini proud,1,10,"['inovasi', 'lahir', 'kabinet', 'prabowo', 'proud']",2
akankah nasdem bergabung kabinet prabowogibran willy aditya nanti kita lihat lah ,0,12,"['nasdem', 'gabung', 'kabinet', 'prabowogibran', 'willy', 'aditya', 'lihat']",1
 sektor kehutanan dapet perhatian besar dari kabinet program pelestariannya keren,1,11,"['sektor', 'hutan', 'dapet', 'perhati', 'kabinet', 'program', 'lestari', 'keren']",2
 program perlindungan sosial makin inklusif kabinet luar biasa,1,9,"['program', 'lindung', 'sosial', 'inklusif', 'kabinet']",2
rocky gerung pembinaan kabinet merah putih di hambalang dan magelang tidak berguna ,-1,13,"['rocky', 'gerung', 'bina', 'kabinet', 'merah', 'putih', 'hambalang', 'magelang', 'guna']",0
 kabinet ini mendukung setiap langkah untuk melindungi hak asasi manusia,1,11,"['kabinet', 'dukung', 'langkah', 'lindung', 'hak', 'asasi', 'manusia']",2
 bang domisili nya sama dengan kenapa gak grace ya atau mau buat kabinet tidak terlalu tegang ya biar ada stand up comedian garing ,-1,28,"['bang', 'domisili', 'nya', 'gak', 'grace', 'kabinet', 'tegang', 'biar', 'stand', 'up', 'comedian', 'garing']",0
 kabinet kmaren napa ga pake esemka ,-1,8,"['kabinet', 'kmaren', 'napa', 'esemka']",0
 cerminan kabinet superbody mulyono jilid kok gak takut sama presiden yg buat acara dan anggaran pribadinya apa argumentasinya f jawabnyasaya sudah telpon bapak saya di oslo mau ijin duluan wkkkkkkbeler kok jadi wapres hancur kharisma presidennya ,-1,39,"['cermin', 'kabinet', 'superbody', 'mulyono', 'jilid', 'gak', 'takut', 'presiden', 'acara', 'anggar', 'pribadi', 'argumentasi', 'f', 'jawabnyasaya', 'telpon', 'oslo', 'ijin', 'duluan', 'wkkkkkkbeler', 'wapres', 'hancur', 'kharisma', 'presiden']",0
yapemilik asmaul husnah mhn curahkan sgala kemampuan utk sesungguhnya jujur demi allah swt agar amp kabinet merahputih mprri mampu memberikan manfaat optimum utk muampnkri,0,33,"['yapemilik', 'asmaul', 'husnah', 'mhn', 'curah', 'sgala', 'mampu', 'sungguh', 'jujur', 'allah', 'swt', 'amp', 'kabinet', 'merahputih', 'mprri', 'manfaat', 'optimum', 'muampnkri']",1
 ntar kalo gw dpt kontak mayted gw tanyakan sepenting itukah pak wiranto masuk kabinet merah putih,-1,17,"['ntar', 'kalo', 'dpt', 'kontak', 'mayted', 'penting', 'wiranto', 'masuk', 'kabinet', 'merah', 'putih']",0
 wah klo ini perkara sulit ini so para menteri yg ada di kabinet skrg banyak pengusaha tambang termasuk keluarga prabowo ,-1,22,"['perkara', 'sulit', 'so', 'menteri', 'kabinet', 'usaha', 'tambang', 'keluarga', 'prabowo']",0
 apresiasi buat kabinet yang terus fokus pada pendidikan anak bangsa,1,11,"['apresiasi', 'kabinet', 'fokus', 'didik', 'anak', 'bangsa']",2
 banyak langkah nyata dari kabinet buat mendorong ekonomi kreatif maju terus,1,12,"['langkah', 'nyata', 'kabinet', 'dorong', 'ekonomi', 'kreatif', 'maju']",2
 makin percaya sama kabinet merah putih banyak solusi nyata buat masalahmasalah mendesak,1,13,"['percaya', 'kabinet', 'merah', 'putih', 'solusi', 'nyata', 'masalahmasalah', 'desak']",2
selamat bertugas letjen tni purn am putranto ssos sebagai kepala staff kepresidenan ksp kabinet merah putih semoga selalu diberikan kesehatan kemudahan dan kesuksesan dalam menjalan amanah dan tugas yang mulia ,1,35,"['selamat', 'tugas', 'letjen', 'tni', 'purn', 'am', 'putranto', 'ssos', 'kepala', 'staff', 'presiden', 'ksp', 'kabinet', 'merah', 'putih', 'moga', 'sehat', 'mudah', 'sukses', 'jalan', 'amanah', 'tugas', 'mulia']",2
suka kali sama kabinet merah putih skrg gils,1,8,"['suka', 'kali', 'kabinet', 'merah', 'putih', 'gils']",2
 jangan macam dg apbn lha gerbong kabinet sebesar gaban gitu mau dibayar sendiri,-1,15,"['apbn', 'lha', 'gerbong', 'kabinet', 'gaban', 'gitu', 'bayar']",0
 ekonomi makin stabil programprogram kabinet jelas banget arahnya,-1,9,"['ekonomi', 'stabil', 'programprogram', 'kabinet', 'banget', 'arah']",0
 kabinet itu berapa sih pengen tapi pasti mepet jt ,0,10,"['kabinet', 'ken', 'mepet', 'jt']",1
 kabinet merah putih berkomitmen untuk menjaga lingkungan ini luar biasa,-1,11,"['kabinet', 'merah', 'putih', 'komitmen', 'jaga', 'lingkung']",0
aldi sibuk banget dah curiga diemdiem dia masuk kabinet merahputih,-1,10,"['aldi', 'sibuk', 'banget', 'curiga', 'diemdiem', 'masuk', 'kabinet', 'merahputih']",0
 keren banget nih kabinet merah putih kerjanya nyata banyak gebrakan buat rakyat maju terus pak prabowo,1,17,"['keren', 'banget', 'kabinet', 'merah', 'putih', 'kerja', 'nyata', 'gebrak', 'rakyat', 'maju', 'prabowo']",2
kementerian panrb memastikan gaji asn yang pindah kementerian tetap sama transformasi kementerian di kabinet merah putih tidak merugikan pegawai ,1,20,"['menteri', 'panrb', 'gaji', 'asn', 'pindah', 'menteri', 'transformasi', 'menteri', 'kabinet', 'merah', 'putih', 'rugi', 'pegawai']",2
maksud t kementerian ekonomi sedang membuat perincian sebelum membentangkan kepada kabinet rafizi ,0,13,"['maksud', 't', 'menteri', 'ekonomi', 'perinci', 'bentang', 'kabinet', 'rafizi']",1
 layanan kesehatan makin bagus terima kasih kabinet merah putih,1,10,"['layan', 'sehat', 'bagus', 'terima', 'kasih', 'kabinet', 'merah', 'putih']",2
 ketahanan pangan sekarang makin terjamin kerja kabinet mantap,1,9,"['tahan', 'pangan', 'jamin', 'kerja', 'kabinet', 'mantap']",2
 senin penuh berkah hari senin adalah awal dari semua jajaran menteri kabinet merah putih untuk bekerja dengan penuh semangat tantangan besar ada didepan selamat bekerja good luck,1,28,"['senin', 'penuh', 'berkah', 'senin', 'jajar', 'menteri', 'kabinet', 'merah', 'putih', 'penuh', 'semangat', 'tantang', 'depan', 'selamat', 'good', 'luck']",2
 ekonomi makin stabil semua berkat kebijakan bijak kabinet merah putih,1,11,"['ekonomi', 'stabil', 'berkat', 'bijak', 'bijak', 'kabinet', 'merah', 'putih']",2
 yang gua tanya kepentingan nempatin wiranto di kabinet apa urgensinya apa,-1,12,"['penting', 'nempatin', 'wiranto', 'kabinet', 'urgensi']",0
pemerintahan presiden prabowo subianto berencana menyelesaikan pembangunan ibu kota negara dalam jangka waktu tahun hal tersebut disampaikan menteri kehutanan raja juli antoni dalam retreat kabinet merah putih di magelang ,-1,32,"['perintah', 'presiden', 'prabowo', 'subianto', 'rencana', 'selesai', 'bangun', 'kota', 'negara', 'jangka', 'menteri', 'hutan', 'raja', 'juli', 'antoni', 'retreat', 'kabinet', 'merah', 'putih', 'magelang']",0
 sepenting itu yah sampe rekonsiliasi nya masuk dalam kabinet syarat wiranto jangan berisik lagi ini apalagi loe bawabawa dosa waris,-1,21,"['penting', 'yah', 'sampe', 'rekonsiliasi', 'nya', 'masuk', 'kabinet', 'syarat', 'wiranto', 'berisik', 'loe', 'bawabawa', 'dosa', 'waris']",0
csis soal prabowo ajak partai gurem masuk kabinet tak ingin ada yang ganggu stabilitas politik ,0,16,"['csis', 'prabowo', 'ajak', 'partai', 'gurem', 'masuk', 'kabinet', 'ganggu', 'stabilitas', 'politik']",1
 sepenting rapat kabinet gak,-1,5,"['penting', 'rapat', 'kabinet', 'gak']",0
bkn sebut asn dan pppk akan dialihkan imbas perubahan nomenklatur kabinet merah putih ,0,16,"['bkn', 'asn', 'pppk', 'alih', 'imbas', 'ubah', 'nomenklatur', 'kabinet', 'merah', 'putih']",1
tibatiba saja terlintas dibenak saya kalau kedepan akan heboh oleh kejadian di pemerintahan reshufle total prabowo amp tim akan merombak kabinet yg namanya sudah disiapkan sejak awal fufufafa akan diganti oleh rival kemungkinan arb yg akan masuk,-1,40,"['tibatiba', 'lintas', 'benak', 'depan', 'heboh', 'jadi', 'perintah', 'reshufle', 'total', 'prabowo', 'amp', 'tim', 'rombak', 'kabinet', 'nama', 'siap', 'ganti', 'rival', 'arb', 'masuk']",0
 sektor pertanian makin maju salut buat perhatian kabinet,1,9,"['sektor', 'tani', 'maju', 'salut', 'perhati', 'kabinet']",2
pertanyaan kuis arisan hari ini pesertanya mahasiswa sebutkan nama menteri kabinet merah putih yusril terus sebelahnya jawab raffi ahmad giring nidji sebutkan pahlawan wanita indonesia ra kartini megawati real indonesia cemas,1,35,"['kuis', 'arisan', 'serta', 'mahasiswa', 'sebut', 'nama', 'menteri', 'kabinet', 'merah', 'putih', 'yusril', 'belah', 'raffi', 'ahmad', 'giring', 'nidji', 'sebut', 'pahlawan', 'wanita', 'indonesia', 'ra', 'kartini', 'megawati', 'real', 'indonesia', 'cemas']",2
 diduga stres berat karena tidak dipanggil masuk kabinet ,-1,10,"['duga', 'stres', 'berat', 'panggil', 'masuk', 'kabinet']",0
perpres kabinet prabowogibran tni polri dn kejagung di bawah budi gunawan ,1,12,"['pres', 'kabinet', 'prabowogibran', 'tni', 'polri', 'dn', 'jagung', 'gunawan']",2
media partner bem km fmipa unand x bem km faterna unand halo km fmipa unand seminar ruang desain seminar ruang desain merupakan salah satu program kerja dari dinas komunikasi dan informasi bem km faterna unand salam kabinet inisiatif ,0,39,"['media', 'partner', 'bem', 'km', 'fmipa', 'unand', 'x', 'bem', 'km', 'faterna', 'unand', 'halo', 'km', 'fmipa', 'unand', 'seminar', 'ruang', 'desain', 'seminar', 'ruang', 'desain', 'salah', 'program', 'kerja', 'dinas', 'komunikasi', 'informasi', 'bem', 'km', 'faterna', 'unand', 'salam', 'kabinet', 'inisiatif']",1
presiden prabowo berikan pengarahan kepada kabinet merah putih bahas pembangunan ikn ,0,13,"['presiden', 'prabowo', 'arah', 'kabinet', 'merah', 'putih', 'bahas', 'bangun', 'ikn']",1
usai pembekalan kabinet merah putih di magelang jawa tengah mari kita pantau bersama kegiatan menteri kependudukan dan pembangunan keluarga yang diikuti oleh korespondensi cnn indonesia novanaya antaka pada hari ini ,0,32,"['bekal', 'kabinet', 'merah', 'putih', 'magelang', 'jawa', 'mari', 'pantau', 'giat', 'menteri', 'duduk', 'bangun', 'keluarga', 'ikut', 'korespondensi', 'cnn', 'indonesia', 'novanaya', 'antaka']",1
alasan prabowo jadikan mobil karya anak bangsa mv garuda limousine kendaraan kabinet merah putih ,0,15,"['alas', 'prabowo', 'jadi', 'mobil', 'karya', 'anak', 'bangsa', 'mv', 'garuda', 'limousine', 'kendara', 'kabinet', 'merah', 'putih']",1
panglima tni ikuti retreat hari ke kabinet merah putih di magelang ,0,13,"['panglima', 'tni', 'ikut', 'retreat', 'kabinet', 'merah', 'putih', 'magelang']",1
 ku rasa indonesia tidak kekurangan orang yang berintegritas tidak plinplan ituitu saja yang masuk ke jajaran kabinet,-1,18,"['ku', 'indonesia', 'kurang', 'orang', 'integritas', 'plinplan', 'ituitu', 'masuk', 'jajar', 'kabinet']",0
 suka banget sama fokus kabinet merah putih di pendidikan anakanak indonesia masa depan cerah,1,15,"['suka', 'banget', 'fokus', 'kabinet', 'merah', 'putih', 'didik', 'anakanak', 'indonesia', 'cerah']",2
 kontroversi menteri kabinet merah putih bertambah lagi reshuffle saja yang bikin kontroversi tersebut,-1,14,"['kontroversi', 'menteri', 'kabinet', 'merah', 'putih', 'tambah', 'reshuffle', 'bikin', 'kontroversi']",0
meski memiliki presiden yang kuat dan menteri yang hebat indonesia masih butuh reformasi birokrasi nonton welcome kabinet merah putih selengkapnya di ,0,28,"['milik', 'presiden', 'kuat', 'menteri', 'hebat', 'indonesia', 'butuh', 'reformasi', 'birokrasi', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
optimiskah anda dengan pemerintahan prabowogibran tahun ke depan nonton welcome kabinet merah putih selengkapnya di ,0,23,"['optimis', 'perintah', 'prabowogibran', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
 betul selama dikabinet masih ada upil nya mul gak bakal presiden terpilih bisa bergerak menunggu zaken kabinet prabowo ,-1,20,"['kabinet', 'upil', 'nya', 'mul', 'gak', 'presiden', 'pilih', 'gerak', 'tunggu', 'zaken', 'kabinet', 'prabowo']",0
jika anggota kabinet merah putih tidak bekerja dengan baik akan diganti oleh presiden prabowo nonton welcome kabinet merah putih selengkapnya di ,0,28,"['anggota', 'kabinet', 'merah', 'putih', 'ganti', 'presiden', 'prabowo', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
 sbg parte pengusung belio pemenang pemilu anggota terbanyak diparlemen dan mentri terbanyak di kabinet dan sering mengatakan bhw belio adalah petugas partainya shrsnya adalah pihak yg plg bertanggungjawab atas kegilaan ini,-1,32,"['parte', 'usung', 'belio', 'menang', 'milu', 'anggota', 'parlemen', 'tri', 'kabinet', 'bhw', 'belio', 'tugas', 'partai', 'shrsnya', 'plg', 'bertanggungjawab', 'gila']",0
pakai uang pribadi prabowo biayai retreat kabinet merah putih di akmil magelang baca di sini ,0,24,"['pakai', 'uang', 'pribadi', 'prabowo', 'biaya', 'retreat', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'baca']",1
 kl untuk panglima shrsnya mngkin skrng jatahnya tni au kalo nggak salah berarti sepak terjang amhp sungguh sangat luarbiasa ya pengaruhnya oia anaknya pun ada yg masuk kabinet kalo gak salah,-1,33,"['kl', 'panglima', 'shrsnya', 'mngkin', 'skrng', 'jatah', 'tni', 'au', 'kalo', 'salah', 'sepak', 'terjang', 'amhp', 'sungguh', 'luarbiasa', 'pengaruh', 'oia', 'anak', 'masuk', 'kabinet', 'kalo', 'gak', 'salah']",0
ombudsman akan berkoordinasi dengan kementerian dan lembaga terkait dengan pemisahan kementerian pada kabinet merah putih ,0,16,"['ombudsman', 'koordinasi', 'menteri', 'lembaga', 'kait', 'pisah', 'menteri', 'kabinet', 'merah', 'putih']",1
 sabarr selama kabinet dia masi diisi orangnya jokowi rasanya sulit prabowo begerak dengan beban anggaran sebesar itu kesedot buat kementriannya saya lagi nunggu gebrakan berikutnya reshuffle kabinet cuci gudang dari semua kroni jokowi dan munculnya kabinet zaken prabowo,-1,41,"['sabarr', 'kabinet', 'mas', 'isi', 'orang', 'jokowi', 'sulit', 'prabowo', 'begerak', 'beban', 'anggar', 'sedot', 'tri', 'nunggu', 'gebrak', 'reshuffle', 'kabinet', 'cuci', 'gudang', 'kroni', 'jokowi', 'muncul', 'kabinet', 'zaken', 'prabowo']",0
istana sebut retreat kabinet merah putih pakai uang pribadi prabowo ,0,11,"['istana', 'retreat', 'kabinet', 'merah', 'putih', 'pakai', 'uang', 'pribadi', 'prabowo']",1
kepala kantor komunikasi presiden hasan nasbi menjelaskan alasan presiden prabowo subianto mendanai secara pribadi pembekalan retreat kabinet merah putih dia menekankan bahwa kegiatan yang berjalan selama empat hari tiga malam itu terhitung sejak kamis hingga ,-1,37,"['kepala', 'kantor', 'komunikasi', 'presiden', 'hasan', 'nasbi', 'alas', 'presiden', 'prabowo', 'subianto', 'dana', 'pribadi', 'bekal', 'retreat', 'kabinet', 'merah', 'putih', 'tekan', 'giat', 'jalan', 'malam', 'hitung', 'kamis']",0
 kabinet merah putih benerbener serius dalam memperhatikan kebutuhan rakyat,0,10,"['kabinet', 'merah', 'putih', 'benerbener', 'serius', 'perhati', 'butuh', 'rakyat']",1
reatreat akmil dan uang pribadi semacam kampanye politik untuk mengarahkan menteri kabinet pada programprogram yang telah ditetapkan juga ada semacam ketidakpuasan penyampaian pasca sidang kabinet pertama sehingga perlu penegasan ulang,-1,31,"['reatreat', 'akmil', 'uang', 'pribadi', 'kampanye', 'politik', 'arah', 'menteri', 'kabinet', 'programprogram', 'tetap', 'ketidakpuasan', 'sampai', 'pasca', 'sidang', 'kabinet', 'tegas', 'ulang']",0
 kabinet ini benerbener mendorong inovasi di sektor teknologi indonesia makin maju,1,12,"['kabinet', 'benerbener', 'dorong', 'inovasi', 'sektor', 'teknologi', 'indonesia', 'maju']",2
retreat kabinet merah putih dibiayai prabowo dengan uang pribadi ,0,10,"['retreat', 'kabinet', 'merah', 'putih', 'biaya', 'prabowo', 'uang', 'pribadi']",1
 kabinet merah putih ,0,7,"['kabinet', 'merah', 'putih']",1
sumber dana retreat menteri kabinet merah putih di akmil magelang ternyata dari sini ,0,18,"['sumber', 'dana', 'retreat', 'menteri', 'kabinet', 'merah', 'putih', 'akmil', 'magelang']",1
menurut abraha mose pt pindad saat ini masih menunggu tindak lanjut dari arahan prabowo terkait maung jadi kendaraan dinas kabinet merah putih ,0,23,"['abraha', 'mose', 'pt', 'pindad', 'tunggu', 'tindak', 'arah', 'prabowo', 'kait', 'maung', 'kendara', 'dinas', 'kabinet', 'merah', 'putih']",1
 akses ke pendidikan makin terbuka lebar salut buat kabinet merah putih,1,12,"['akses', 'didik', 'buka', 'lebar', 'salut', 'kabinet', 'merah', 'putih']",2
utk kabinet merah putih wajib di bekali menjadi kabinet yg berjiwa nasionalisme patriotisme yg berpihak pd rakyat dan tdk menjadi boneka naga oknum naga hanya menggusur tanah rakyat utk keuntungan kapitalis dlm pik dan pik dan tempat lainnya ,0,45,"['kabinet', 'merah', 'putih', 'wajib', 'bekal', 'kabinet', 'jiwa', 'nasionalisme', 'patriotisme', 'pihak', 'pd', 'rakyat', 'boneka', 'naga', 'oknum', 'naga', 'gusur', 'tanah', 'rakyat', 'untung', 'kapitalis', 'pik', 'pik']",1
 kok goblok ngak ketulungan uang pribadi pakai fasilitas negara itu kegiatan untuk mendisiplinkan kabinet nya untuk kepentingan rakyatnya masih mending prabowo pakai uang pribadi kalau yg lain pakai angaran negara blok goblok,1,34,"['goblok', 'ngak', 'ketulungan', 'uang', 'pribadi', 'pakai', 'fasilitas', 'negara', 'giat', 'disiplin', 'kabinet', 'nya', 'penting', 'rakyat', 'mending', 'prabowo', 'pakai', 'uang', 'pribadi', 'pakai', 'angaran', 'negara', 'blok', 'goblok']",2
kalian sadar gak jadi menteri di kabinet yg wakil presidennya seorg pemuda buah dari pelanggaran etika pemerkosaan konstitusi dan cawecawe bapaknya sedih banget ,-1,23,"['sadar', 'gak', 'menteri', 'kabinet', 'wakil', 'presiden', 'seorg', 'pemuda', 'buah', 'langgar', 'etika', 'perkosa', 'konstitusi', 'cawecawe', 'bapak', 'sedih', 'banget']",0
 sepertinya kita punya the real presiden tinggal nyimak kebijakan kabinet merah putih,1,14,"['the', 'real', 'presiden', 'tinggal', 'nyimak', 'bijak', 'kabinet', 'merah', 'putih']",2
sejauh ini sudah mengalami gangguan tidur menarik diri dari kehidupan sosial dan membuat nd account pasien telah menemui dokter spesialis namun obat baru reshuffle seperti kabinet dan sedang dalam masa orientasi jadi belum bekerja penuh,0,35,"['alami', 'ganggu', 'tidur', 'tarik', 'hidup', 'sosial', 'nd', 'account', 'pasien', 'temu', 'dokter', 'spesialis', 'obat', 'reshuffle', 'kabinet', 'orientasi', 'penuh']",1
presiden prabowo selalu konsisten dengan ucapannya sejak masuk ke dunia politik akankah terwujud di masa pemerintahannya nonton welcome kabinet merah putih selengkapnya di ,1,29,"['presiden', 'prabowo', 'konsisten', 'ucap', 'masuk', 'dunia', 'politik', 'wujud', 'perintah', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",2
jumlah menteri yang dilantik semakin banyak apakah koordinasi akan berjalan dengan baik di kabinet merah putih nonton welcome kabinet merah putih selengkapnya di ,0,30,"['menteri', 'lantik', 'koordinasi', 'jalan', 'kabinet', 'merah', 'putih', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
di tengah tuduhan pemborosan kepada agenda retreat kabinet merah putih yang diselenggarakan presiden prabowo kita mendapatkan informasi bahwa anggaran retreat tersebut berasal dari kantong pribadi presiden ,1,31,"['tuduh', 'boros', 'agenda', 'retreat', 'kabinet', 'merah', 'putih', 'selenggara', 'presiden', 'prabowo', 'informasi', 'anggar', 'retreat', 'asal', 'kantong', 'pribadi', 'presiden']",2
istana arahan prabowo agar kabinet pakai maung disampaikan saat retreat akmil ,0,16,"['istana', 'arah', 'prabowo', 'kabinet', 'pakai', 'maung', 'retreat', 'akmil']",1
 baca bego itu biaya retreat kabinet di akmil berarti kalo yg pesawat bukan,-1,15,"['baca', 'bego', 'biaya', 'retreat', 'kabinet', 'akmil', 'kalo', 'pesawat']",0
tweet lama dua pejabat kabinet merah putih yang baru dilantik tersebar di medsos tokoh nu sentil hinaan ke prabowo ,-1,20,"['tweet', 'jabat', 'kabinet', 'merah', 'putih', 'lantik', 'sebar', 'medsos', 'tokoh', 'nu', 'sentil', 'hina', 'prabowo']",0
presiden prabowo menggelar makan malam kabinet merah putih di ruang makan husein komplek akmil magelang lewat news ,0,20,"['presiden', 'prabowo', 'gelar', 'makan', 'malam', 'kabinet', 'merah', 'putih', 'ruang', 'makan', 'husein', 'komplek', 'akmil', 'magelang', 'news']",1
dengan dibaginya satu kementerian menjadi beberapa kementerian di kabinet merah putih agar semakin fokus lebih efektif nonton welcome kabinet merah putih selengkapnya di ,0,30,"['bagi', 'menteri', 'menteri', 'kabinet', 'merah', 'putih', 'fokus', 'efektif', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
 prabowo pasti bisa mengantar kita ke indonesia emas anggota kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara walau sekalipun mengorbankan nyawa ,1,35,"['prabowo', 'antar', 'indonesia', 'emas', 'anggota', 'kabinet', 'merah', 'putih', 'awal', 'didik', 'ilmu', 'militer', 'arti', 'tindak', 'pandang', 'bulu', 'lindung', 'bangsa', 'negara', 'korban', 'nyawa']",2
bismillah staf kabinet merah putih ,1,6,"['bismillah', 'staf', 'kabinet', 'merah', 'putih']",2
 kagakx harus bersih kabinet,-1,5,"['kagakx', 'bersih', 'kabinet']",0
 saran sy sih pak ganti semua kabinet titipan jokowi baru keren dan bersih nantinya kabinet p prabowo,-1,18,"['saran', 'sy', 'ganti', 'kabinet', 'titip', 'jokowi', 'keren', 'bersih', 'kabinet', 'prabowo']",0
hai hai hai kabinet baru pasti dengan orangorang yang baru kan tentu nya dong wah tementemen pada penasaran gak nih sama anggotaanggota osis yang baru tanpa lamalama nunggu langsung aja cuuus ke tiktok osis sma igs ,0,37,"['hai', 'hai', 'hai', 'kabinet', 'orangorang', 'nya', 'tementemen', 'penasaran', 'gak', 'anggotaanggota', 'osis', 'lamalama', 'nunggu', 'langsung', 'cuuus', 'tiktok', 'osis', 'sma', 'igs']",1
pembekalan kabinet merah putih ternyata dibiayai presiden prabowo subianto lewat ,0,15,"['bekal', 'kabinet', 'merah', 'putih', 'biaya', 'presiden', 'prabowo', 'subianto']",1
prabowo pasti bisa mengantar kita ke indonesia emas anggota kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara walau sekalipun mengorbankan nyawa ,1,34,"['prabowo', 'antar', 'indonesia', 'emas', 'anggota', 'kabinet', 'merah', 'putih', 'awal', 'didik', 'ilmu', 'militer', 'arti', 'tindak', 'pandang', 'bulu', 'lindung', 'bangsa', 'negara', 'korban', 'nyawa']",2
gmni optimistis kabinet merah putih bisa jalankan program prabowogibran ,1,10,"['gmni', 'optimistis', 'kabinet', 'merah', 'putih', 'jalan', 'program', 'prabowogibran']",2
kegiatan retreat kabinet merah putih di akademi militer magelang jawa tengah sudah disiapkan satu bulan oleh prabowo subianto sebelum dilantik jadi presiden ,0,23,"['giat', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'jawa', 'siap', 'prabowo', 'subianto', 'lantik', 'presiden']",1
bagus sih kalo kabinet merah putih akan bekerja maksi untuk rakyat tapi sayang yang ngomong cak imin ,-1,19,"['bagus', 'kalo', 'kabinet', 'merah', 'putih', 'maksi', 'rakyat', 'sayang', 'ngomong', 'cak', 'imin']",0
 kementerian ekonomi sedang memperincikan kumpulan t dalam tempoh sebulan ini dengan kerjasama kementerian kewangan sebelum dibentangkan kepada kabinet untuk kelulusan ,0,22,"['menteri', 'ekonomi', 'perinci', 'kumpul', 't', 'tempoh', 'bulan', 'kerjasama', 'menteri', 'wang', 'bentang', 'kabinet', 'kelulus']",1
 prabowo minta seluruh kabinet merah putih gunakan mobil dalam negeri ,0,12,"['prabowo', 'kabinet', 'merah', 'putih', 'mobil', 'negeri']",1
semoga sehat selalu pak presiden dan pak kapolri jendral saya yakin kabinet merah putih siap wujudkan indonesia adil amp makmur,1,22,"['moga', 'sehat', 'presiden', 'kapolri', 'jendral', 'kabinet', 'merah', 'putih', 'wujud', 'indonesia', 'adil', 'amp', 'makmur']",2
kegiatan pembekalan atau retreat kabinet merah putih di akademi militer magelang jawa tengah dibiayai oleh uang pribadi prabowo subianto ,0,23,"['giat', 'bekal', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'jawa', 'biaya', 'uang', 'pribadi', 'prabowo', 'subianto']",1
curhat bahlil ikut retreat kabinet di magelang bangun paginya itu agak repot saya namun selama di akmil ia harus beradaptasi dengan pola disiplin yang berbeda di sini berbeda kita tidur pukul wib tetapi pukul wib sudah harus bangun ,0,41,"['curhat', 'bahlil', 'retreat', 'kabinet', 'magelang', 'bangun', 'pagi', 'repot', 'akmil', 'adaptasi', 'pola', 'disiplin', 'beda', 'beda', 'tidur', 'wib', 'wib', 'bangun']",1
program hari kerja kabinet merah putih pangan membangun lumbung pangan nasional daerah dan desa dengan intensifikasi lahan pertanian seluas ribu hektare dan cetak sawah baru ribu hektare serta dukungan sarana prasarana pendukung dengan anggaran rp triliun,1,39,"['program', 'kerja', 'kabinet', 'merah', 'putih', 'pangan', 'bangun', 'lumbung', 'pangan', 'nasional', 'daerah', 'desa', 'intensifikasi', 'lahan', 'tani', 'luas', 'ribu', 'hektare', 'cetak', 'sawah', 'ribu', 'hektare', 'dukung', 'sarana', 'prasarana', 'dukung', 'anggar', 'rp', 'triliun']",2
pln persero turut menyukseskan rangkaian retreat kabinet merah putih yang diinisiasi oleh presiden prabowo subianto di akademi militer akmil kota magelang sampai dengan penutupan hari pada minggu ,1,30,"['persero', 'sukses', 'rangkai', 'retreat', 'kabinet', 'merah', 'putih', 'inisiasi', 'presiden', 'prabowo', 'subianto', 'akademi', 'militer', 'akmil', 'kota', 'magelang', 'tutup', 'minggu']",2
 tarik menarik dlm kabinet merah putih pst smakin keras,-1,11,"['tarik', 'tarik', 'kabinet', 'merah', 'putih', 'pst', 'smakin', 'keras']",0
masih banyak kader lain yang juga punya pikiran seperti nyadan sekarang jadi duri dalam daging nya kabinet merah putih,-1,19,"['kader', 'pikir', 'nyadan', 'duri', 'daging', 'nya', 'kabinet', 'merah', 'putih']",0
badan publik kementerianbadan harusnya mampu memberikan pelayanan yang prima kepada masyarakat kami rakyat berharap betul dan percaya kepada pak presiden serta menteri kabinet merah putih mampu merubah wajah pemerintahan tahun ke depan,0,36,"['badan', 'publik', 'kementerianbadan', 'layan', 'prima', 'masyarakat', 'rakyat', 'harap', 'percaya', 'presiden', 'menteri', 'kabinet', 'merah', 'putih', 'rubah', 'wajah', 'perintah']",1
