Tweet,Sentimen,Tweet Length,Tokens
 bangsa butuh kabinet solid dan antikorupsi ini langkah pertama,positif,20,"['bangsa', 'butuh', 'kabinet', 'solid', 'dan', 'antikorupsi', 'ini', 'langkah', 'pertama']"
 aku yakin kabinet pak prabowo yang sekarang ini adalah kabinet sementara alias pemuas hatitapi lihat aja nanti hari setelah menjabat kurasa barulah muncul kabinet yang betul kabinetnya pak prabowo alias pilihannya pak prabowo sendiriingat beliau itu ahli strategi,negatif,40,"['aku', 'yakin', 'kabinet', 'pak', 'prabowo', 'yang', 'sekarang', 'ini', 'adalah', 'kabinet', 'sementara', 'alias', 'pemuas', 'hatitapi', 'lihat', 'aja', 'nanti', 'hari', 'setelah', 'menjabat', 'kurasa', 'barulah', 'muncul', 'kabinet', 'yang', 'betul', 'kabinetnya', 'pak', 'prabowo', 'alias', 'pilihannya', 'pak', 'prabowo', 'sendiriingat', 'beliau', 'itu', 'ahli', 'strategi']"
 disiplin dari retret ini jadi pondasi buat kabinet yang bersih,positif,21,"['disiplin', 'dari', 'retret', 'ini', 'jadi', 'pondasi', 'buat', 'kabinet', 'yang', 'bersih']"
 soliditas ini kunci buat jauhkan kabinet dari korupsi,positif,17,"['soliditas', 'ini', 'kunci', 'buat', 'jauhkan', 'kabinet', 'dari', 'korupsi']"
 itulah pentingnya susunan kabinet yg orisionil berdasarkan dengan meriktokrasi bukan balas jasa apalagi kabinet sandera presiden itu berkuasa dlm menentukan menteri sbg pembatunya dlm kesuksesan programnya bagaimana jadi nya klo para pembantu sebenarnya sdg bersekongkol,negatif,36,"['itulah', 'pentingnya', 'susunan', 'kabinet', 'yg', 'orisionil', 'berdasarkan', 'dengan', 'meriktokrasi', 'bukan', 'balas', 'jasa', 'apalagi', 'kabinet', 'sandera', 'presiden', 'itu', 'berkuasa', 'dlm', 'menentukan', 'menteri', 'sbg', 'pembatunya', 'dlm', 'kesuksesan', 'programnya', 'bagaimana', 'jadi', 'nya', 'klo', 'para', 'pembantu', 'sebenarnya', 'sdg', 'bersekongkol']"
 dengan satu visi kabinet bisa lebih fokus bangun bangsa,positif,18,"['dengan', 'satu', 'visi', 'kabinet', 'bisa', 'lebih', 'fokus', 'bangun', 'bangsa']"
 retret ini untuk perkuat kerja kabinet yang bebas korupsi,positif,18,"['retret', 'ini', 'untuk', 'perkuat', 'kerja', 'kabinet', 'yang', 'bebas', 'korupsi']"
 kabinet yang solid dari retret ini bantu cegah korupsi lebih efektif,positif,20,"['kabinet', 'yang', 'solid', 'dari', 'retret', 'ini', 'bantu', 'cegah', 'korupsi', 'lebih', 'efektif']"
 retret ini untuk bentuk kebersamaan yang solid di kabinet,positif,19,"['retret', 'ini', 'untuk', 'bentuk', 'kebersamaan', 'yang', 'solid', 'di', 'kabinet']"
 yg w pikirin pertama anggarannya sih gendut bgt lho itu kabinet,negatif,12,"['yg', 'w', 'pikirin', 'pertama', 'anggarannya', 'sih', 'gendut', 'bgt', 'lho', 'itu', 'kabinet']"
 masa nggak dukung ketum masuk kabinet pak emang berani bongkar kepmenkeu km yg terbit berdsrkan sampah paling tdk korupsi pd penerapan asas lex superiori derogat legi inferiori dan lex posteriori derogat legi priori,negatif,39,"['masa', 'nggak', 'dukung', 'ketum', 'masuk', 'kabinet', 'pak', 'emang', 'berani', 'bongkar', 'kepmenkeu', 'km', 'yg', 'terbit', 'berdsrkan', 'sampah', 'paling', 'tdk', 'korupsi', 'pd', 'penerapan', 'asas', 'lex', 'superiori', 'derogat', 'legi', 'inferiori', 'dan', 'lex', 'posteriori', 'derogat', 'legi', 'priori']"
 wkwkwk hari bolos kerja dong se kabinetbadut,negatif,8,"['wkwkwk', 'hari', 'bolos', 'kerja', 'dong', 'se', 'kabinetbadut']"
 emang dia dulu dan sekarang ada yg percaya yaa paling di circlenya doang masyarakat mah udah tau sejak dulu ni orang agak laen memang dan sebagian besar kabinet merah putih wowo itu agak laen emang sih,negatif,37,"['emang', 'dia', 'dulu', 'dan', 'sekarang', 'ada', 'yg', 'percaya', 'yaa', 'paling', 'di', 'circlenya', 'doang', 'masyarakat', 'mah', 'udah', 'tau', 'sejak', 'dulu', 'ni', 'orang', 'agak', 'laen', 'memang', 'dan', 'sebagian', 'besar', 'kabinet', 'merah', 'putih', 'wowo', 'itu', 'agak', 'laen', 'emang', 'sih']"
 pertumbuhan sektor digital makin cepat kabinet benerbener mendukung inovasi,positif,10,"['pertumbuhan', 'sektor', 'digital', 'makin', 'cepat', 'kabinet', 'benerbener', 'mendukung', 'inovasi']"
terungkap prabowo biayai retreat kabinet merah putih dengan uang pribadi ,positif,11,"['terungkap', 'prabowo', 'biayai', 'retreat', 'kabinet', 'merah', 'putih', 'dengan', 'uang', 'pribadi']"
 masih kenapa fyi program makan bergizi ini sepengetahuan saya sdh resmi ditunda mungkin salah satu alasannya karena adanya faktor import susu ini yang digagas oleh mentannya anda tau siapa mentannya dia ini orang jokowi yang skarang kembali jadi mentan di kabinet ,negatif,47,"['masih', 'kenapa', 'fyi', 'program', 'makan', 'bergizi', 'ini', 'sepengetahuan', 'saya', 'sdh', 'resmi', 'ditunda', 'mungkin', 'salah', 'satu', 'alasannya', 'karena', 'adanya', 'faktor', 'import', 'susu', 'ini', 'yang', 'digagas', 'oleh', 'mentannya', 'anda', 'tau', 'siapa', 'mentannya', 'dia', 'ini', 'orang', 'jokowi', 'yang', 'skarang', 'kembali', 'jadi', 'mentan', 'di', 'kabinet']"
 kalo pprabowo bisa fokus berantas narkoba judi online dan berantas korupsi sy yakin rakyat akan mendukung fullapalagi dimulai dari anggota kabinet nya wouw kerrent,positif,29,"['kalo', 'pprabowo', 'bisa', 'fokus', 'berantas', 'narkoba', 'judi', 'online', 'dan', 'berantas', 'korupsi', 'sy', 'yakin', 'rakyat', 'akan', 'mendukung', 'fullapalagi', 'dimulai', 'dari', 'anggota', 'kabinet', 'nya', 'wouw', 'kerrent']"
 salut kabinet merah putih fokus banget di lingkungan hidup juga,positif,11,"['salut', 'kabinet', 'merah', 'putih', 'fokus', 'banget', 'di', 'lingkungan', 'hidup', 'juga']"
respons raffi ahmad soal prabowo biayai pembekalan kabinet hidup matinya untuk indonesia ,positif,14,"['respons', 'raffi', 'ahmad', 'soal', 'prabowo', 'biayai', 'pembekalan', 'kabinet', 'hidup', 'matinya', 'untuk', 'indonesia']"
 indonesia makin digital semua berkat program kabinet yang jitu,negatif,10,"['indonesia', 'makin', 'digital', 'semua', 'berkat', 'program', 'kabinet', 'yang', 'jitu']"
penafsiran teman fb tentang nama kabinet fufufafa kabinet merahputih merah berdarah putih memutihkan sejarah ,negatif,17,"['penafsiran', 'teman', 'fb', 'tentang', 'nama', 'kabinet', 'fufufafa', 'kabinet', 'merahputih', 'merah', 'berdarah', 'putih', 'memutihkan', 'sejarah']"
 senin november wib ruang seminar fkh ugm jangan lupa hadir ya temanteman mktbemfkhx departemen minat dan bakat kabinet naaranjana bem fkh ugm,netral,28,"['senin', 'november', 'wib', 'ruang', 'seminar', 'fkh', 'ugm', 'jangan', 'lupa', 'hadir', 'ya', 'temanteman', 'mktbemfkhx', 'departemen', 'minat', 'dan', 'bakat', 'kabinet', 'naaranjana', 'bem', 'fkh', 'ugm']"
makanya kabinet ga boleh gendut ndut ,negatif,7,"['makanya', 'kabinet', 'ga', 'boleh', 'gendut', 'ndut']"
 mas gibran blusukan ke pasar usai pembekalan kabinet sah sah saja ini kan termasuk agenda kerja kok ujang komarudin sewot bahkan bawa pak jokowi kalo ciri khas keluarga pak jokowi blusukan ujang mau apa,negatif,36,"['mas', 'gibran', 'blusukan', 'ke', 'pasar', 'usai', 'pembekalan', 'kabinet', 'sah', 'sah', 'saja', 'ini', 'kan', 'termasuk', 'agenda', 'kerja', 'kok', 'ujang', 'komarudin', 'sewot', 'bahkan', 'bawa', 'pak', 'jokowi', 'kalo', 'ciri', 'khas', 'keluarga', 'pak', 'jokowi', 'blusukan', 'ujang', 'mau', 'apa']"
 intinya kapolri itu diganti hilangkan geng solo dari kabinet buka lembaran baru pak presiden,negatif,21,"['intinya', 'kapolri', 'itu', 'diganti', 'hilangkan', 'geng', 'solo', 'dari', 'kabinet', 'buka', 'lembaran', 'baru', 'pak', 'presiden']"
presiden prabowo subianto bakal rutin mengevaluasi kinerja para menteri di kabinet merah putih ,netral,14,"['presiden', 'prabowo', 'subianto', 'bakal', 'rutin', 'mengevaluasi', 'kinerja', 'para', 'menteri', 'di', 'kabinet', 'merah', 'putih']"
pindad siap produksi maung untuk kendaraan dinas kabinet merah putih ,positif,14,"['pindad', 'siap', 'produksi', 'maung', 'untuk', 'kendaraan', 'dinas', 'kabinet', 'merah', 'putih']"
 layanan publik makin mudah dan cepat top banget nih kabinet merah putih,positif,13,"['layanan', 'publik', 'makin', 'mudah', 'dan', 'cepat', 'top', 'banget', 'nih', 'kabinet', 'merah', 'putih']"
rocky gerung prediksi minggu prabowo lakukan reshuffle kabinet ,negatif,11,"['rocky', 'gerung', 'prediksi', 'minggu', 'prabowo', 'lakukan', 'reshuffle', 'kabinet']"
 pertanyaanya apakah kita lebih pintar lebih hebat daei diacoba kita interospeksi dirikenapa energi tidak kita pakai tuk mengawasi kinerja kabinet merah putihdisitu masih banyak kepentingan dan kalo boleh dibilang mafioso,negatif,31,"['pertanyaanya', 'apakah', 'kita', 'lebih', 'pintar', 'lebih', 'hebat', 'daei', 'diacoba', 'kita', 'interospeksi', 'dirikenapa', 'energi', 'tidak', 'kita', 'pakai', 'tuk', 'mengawasi', 'kinerja', 'kabinet', 'merah', 'putihdisitu', 'masih', 'banyak', 'kepentingan', 'dan', 'kalo', 'boleh', 'dibilang', 'mafioso']"
 budiman dan fadlizon lebih parah mbak skrg malah masuk kabinet tuh,negatif,14,"['budiman', 'dan', 'fadlizon', 'lebih', 'parah', 'mbak', 'skrg', 'malah', 'masuk', 'kabinet', 'tuh']"
 kabinet ini peduli pada perlindungan lingkungan hidup sangat menginspirasi,positif,10,"['kabinet', 'ini', 'peduli', 'pada', 'perlindungan', 'lingkungan', 'hidup', 'sangat', 'menginspirasi']"
sejumlah menteri kabinet prabowo meminta tambahan anggaran kementeriannya yang dinilai terlalu sedikit apakah penambahan anggaran ini patut untuk diminta para menteri ini meski baru beberapa hari saja dilantik ,negatif,30,"['sejumlah', 'menteri', 'kabinet', 'prabowo', 'meminta', 'tambahan', 'anggaran', 'kementeriannya', 'yang', 'dinilai', 'terlalu', 'sedikit', 'apakah', 'penambahan', 'anggaran', 'ini', 'patut', 'untuk', 'diminta', 'para', 'menteri', 'ini', 'meski', 'baru', 'beberapa', 'hari', 'saja', 'dilantik']"
 lihat deh pembangunan daerah makin pesat semua berkat kerja keras kabinet merah putih,positif,14,"['lihat', 'deh', 'pembangunan', 'daerah', 'makin', 'pesat', 'semua', 'berkat', 'kerja', 'keras', 'kabinet', 'merah', 'putih']"
 kabinet merah putih makin kompak,positif,13,"['kabinet', 'merah', 'putih', 'makin', 'kompak']"
 kabinet solid rakyat senang,positif,12,"['kabinet', 'solid', 'rakyat', 'senang']"
 kabinet ini sangat perhatian terhadap masalah kesejahteraan anak generasi kita terjamin,positif,12,"['kabinet', 'ini', 'sangat', 'perhatian', 'terhadap', 'masalah', 'kesejahteraan', 'anak', 'generasi', 'kita', 'terjamin']"
 kabinet merah putih makin kokoh,positif,13,"['kabinet', 'merah', 'putih', 'makin', 'kokoh']"
 prabowo kuatkan kabinet solid,positif,12,"['prabowo', 'kuatkan', 'kabinet', 'solid']"
hitunghitungan keberhasilan kabinet gemuk merah putih ala prabowo subianto ,positif,10,"['hitunghitungan', 'keberhasilan', 'kabinet', 'gemuk', 'merah', 'putih', 'ala', 'prabowo', 'subianto']"
 ini baru kabinet kuat,positif,12,"['ini', 'baru', 'kabinet', 'kuat']"
 kabinet ini berhasil membawa perubahan positif di setiap lapisan masyarakat,positif,11,"['kabinet', 'ini', 'berhasil', 'membawa', 'perubahan', 'positif', 'di', 'setiap', 'lapisan', 'masyarakat']"
 kabinet merah putih berkomitmen untuk meningkatkan kesejahteraan sosial,positif,9,"['kabinet', 'merah', 'putih', 'berkomitmen', 'untuk', 'meningkatkan', 'kesejahteraan', 'sosial']"
kabinet merah putih prabowo lebih mirip bagibagi jatah daripada zaken kabinet ,negatif,12,"['kabinet', 'merah', 'putih', 'prabowo', 'lebih', 'mirip', 'bagibagi', 'jatah', 'daripada', 'zaken', 'kabinet']"
 kabinet merah putih hendaknya perlu kerja keras terbaik amanah handal hebat demi akselerasi mewujudkan kesejahteraan rakyat di nkri dan kemajuan bangsanegara jangan narasi lebih maju sampai saat ini ri negara berkembang dalam global south,negatif,35,"['kabinet', 'merah', 'putih', 'hendaknya', 'perlu', 'kerja', 'keras', 'terbaik', 'amanah', 'handal', 'hebat', 'demi', 'akselerasi', 'mewujudkan', 'kesejahteraan', 'rakyat', 'di', 'nkri', 'dan', 'kemajuan', 'bangsanegara', 'jangan', 'narasi', 'lebih', 'maju', 'sampai', 'saat', 'ini', 'ri', 'negara', 'berkembang', 'dalam', 'global', 'south']"
 kebayang kalau kabinet merah putih semua angle kiri,negatif,9,"['kebayang', 'kalau', 'kabinet', 'merah', 'putih', 'semua', 'angle', 'kiri']"
 kabinet solid rakyat mendukung,positif,12,"['kabinet', 'solid', 'rakyat', 'mendukung']"
di balik putusan pdip urung masuk kabinet ,negatif,8,"['di', 'balik', 'putusan', 'pdip', 'urung', 'masuk', 'kabinet']"
pembekalan bikin internal kabinet solid airlangga insyaallah kerja cepat ,netral,16,"['pembekalan', 'bikin', 'internal', 'kabinet', 'solid', 'airlangga', 'insyaallah', 'kerja', 'cepat']"
 program kesehatan makin merata salut buat kabinet yang fokus di kesehatan rakyat,netral,13,"['program', 'kesehatan', 'makin', 'merata', 'salut', 'buat', 'kabinet', 'yang', 'fokus', 'di', 'kesehatan', 'rakyat']"
 akmil bikin kabinet solid,netral,12,"['akmil', 'bikin', 'kabinet', 'solid']"
 yaahnamanya usaha kali aja dapat itu juga semua demi lu utk menjawab rasa penasaran lu mengapa wiranto masuk kabinet ,netral,20,"['yaahnamanya', 'usaha', 'kali', 'aja', 'dapat', 'itu', 'juga', 'semua', 'demi', 'lu', 'utk', 'menjawab', 'rasa', 'penasaran', 'lu', 'mengapa', 'wiranto', 'masuk', 'kabinet']"
 kabinet ini peduli pada kebutuhan masyarakat teruslah berkarya,netral,9,"['kabinet', 'ini', 'peduli', 'pada', 'kebutuhan', 'masyarakat', 'teruslah', 'berkarya']"
menteri perlindungan pekerja migran indonesia abdul kadir karding menyatakan bahwa presiden prabowo subianto membiayai seluruh kegiatan retreat kabinet merah putih di akademi militer magelang menggunakan uang pribadinya ,netral,29,"['menteri', 'perlindungan', 'pekerja', 'migran', 'indonesia', 'abdul', 'kadir', 'karding', 'menyatakan', 'bahwa', 'presiden', 'prabowo', 'subianto', 'membiayai', 'seluruh', 'kegiatan', 'retreat', 'kabinet', 'merah', 'putih', 'di', 'akademi', 'militer', 'magelang', 'menggunakan', 'uang', 'pribadinya']"
 kabinet merah putih semoga esok hri dan akan datang membawa kemajuan bagi seluruh rakyat indonesia,netral,17,"['kabinet', 'merah', 'putih', 'semoga', 'esok', 'hri', 'dan', 'akan', 'datang', 'membawa', 'kemajuan', 'bagi', 'seluruh', 'rakyat', 'indonesia']"
 ketahanan pangan makin kuat kabinet kerja keras banget buat rakyat,netral,11,"['ketahanan', 'pangan', 'makin', 'kuat', 'kabinet', 'kerja', 'keras', 'banget', 'buat', 'rakyat']"
 berkat program kabinet kawasan terpencil sekarang makin terhubung,netral,9,"['berkat', 'program', 'kabinet', 'kawasan', 'terpencil', 'sekarang', 'makin', 'terhubung']"
 kabinet ini serius dalam penanganan isuisu sosial bagus banget,netral,10,"['kabinet', 'ini', 'serius', 'dalam', 'penanganan', 'isuisu', 'sosial', 'bagus', 'banget']"
istana sebut dana retreat kabinet merah putih di magelang dari kantong prabowo selengkapnya gtgtgt ,netral,16,"['istana', 'sebut', 'dana', 'retreat', 'kabinet', 'merah', 'putih', 'di', 'magelang', 'dari', 'kantong', 'prabowo', 'selengkapnya', 'gtgtgt']"
 kebijakan fiskal kabinet bikin ekonomi kita makin stabil dan kuat,netral,11,"['kebijakan', 'fiskal', 'kabinet', 'bikin', 'ekonomi', 'kita', 'makin', 'stabil', 'dan', 'kuat']"
bersama beberapa menteri n wamen kabinet merah putih menghadiri acara puncak hari sumpah pemuda ke di taman mini indonesia indah tmii ,netral,22,"['bersama', 'beberapa', 'menteri', 'n', 'wamen', 'kabinet', 'merah', 'putih', 'menghadiri', 'acara', 'puncak', 'hari', 'sumpah', 'pemuda', 'ke', 'di', 'taman', 'mini', 'indonesia', 'indah', 'tmii']"
 salut sama programprogramnya kabinet merah putih dari ketahanan pangan sampe digitalisasi semuanya top,netral,14,"['salut', 'sama', 'programprogramnya', 'kabinet', 'merah', 'putih', 'dari', 'ketahanan', 'pangan', 'sampe', 'digitalisasi', 'semuanya', 'top']"
kepala kantor komunikasi kepresidenan hasan nasbi mengungkapkan bahwa retreat kabinet merah putih di akmil magelang dibiayai oleh prabowo subianto ,netral,20,"['kepala', 'kantor', 'komunikasi', 'kepresidenan', 'hasan', 'nasbi', 'mengungkapkan', 'bahwa', 'retreat', 'kabinet', 'merah', 'putih', 'di', 'akmil', 'magelang', 'dibiayai', 'oleh', 'prabowo', 'subianto']"
isi tiktok isinya glorifying prabowo dan kabinet beliau komentarnya udh mulai berlebihan udh berlebihan tidak baik,netral,16,"['isi', 'tiktok', 'isinya', 'glorifying', 'prabowo', 'dan', 'kabinet', 'beliau', 'komentarnya', 'udh', 'mulai', 'berlebihan', 'udh', 'berlebihan', 'tidak', 'baik']"
jadwal padat raffi ahmad usai retreat kabinet di akmil magelang via ,netral,21,"['jadwal', 'padat', 'raffi', 'ahmad', 'usai', 'retreat', 'kabinet', 'di', 'akmil', 'magelang', 'via']"
 kabinet bisa di reshuffle bulan lagi jadi yang ga keliatan kerja bakal dipecat secara tidak hormat,netral,21,"['kabinet', 'bisa', 'di', 'reshuffle', 'bulan', 'lagi', 'jadi', 'yang', 'ga', 'keliatan', 'kerja', 'bakal', 'dipecat', 'secara', 'tidak', 'hormat']"
 kyknya kok mkin ancur yaa kabinet skrang ini,netral,9,"['kyknya', 'kok', 'mkin', 'ancur', 'yaa', 'kabinet', 'skrang', 'ini']"
 dan presiden prabowo meminta seluruh menteri di kabinet merah putih melihat kembali apbn dan mempelajari lagi dipa keuangan ,positif,21,"['dan', 'presiden', 'prabowo', 'meminta', 'seluruh', 'menteri', 'di', 'kabinet', 'merah', 'putih', 'melihat', 'kembali', 'apbn', 'dan', 'mempelajari', 'lagi', 'dipa', 'keuangan']"
 stabilitas harga pangan terjaga kerja kabinet mantap,positif,8,"['stabilitas', 'harga', 'pangan', 'terjaga', 'kerja', 'kabinet', 'mantap']"
 banyak inovasi yang lahir dari kabinet prabowo ini proud,positif,10,"['banyak', 'inovasi', 'yang', 'lahir', 'dari', 'kabinet', 'prabowo', 'ini', 'proud']"
akankah nasdem bergabung kabinet prabowogibran willy aditya nanti kita lihat lah ,netral,12,"['akankah', 'nasdem', 'bergabung', 'kabinet', 'prabowogibran', 'willy', 'aditya', 'nanti', 'kita', 'lihat', 'lah']"
 sektor kehutanan dapet perhatian besar dari kabinet program pelestariannya keren,positif,11,"['sektor', 'kehutanan', 'dapet', 'perhatian', 'besar', 'dari', 'kabinet', 'program', 'pelestariannya', 'keren']"
 program perlindungan sosial makin inklusif kabinet luar biasa,positif,9,"['program', 'perlindungan', 'sosial', 'makin', 'inklusif', 'kabinet', 'luar', 'biasa']"
rocky gerung pembinaan kabinet merah putih di hambalang dan magelang tidak berguna ,negatif,13,"['rocky', 'gerung', 'pembinaan', 'kabinet', 'merah', 'putih', 'di', 'hambalang', 'dan', 'magelang', 'tidak', 'berguna']"
 kabinet ini mendukung setiap langkah untuk melindungi hak asasi manusia,positif,11,"['kabinet', 'ini', 'mendukung', 'setiap', 'langkah', 'untuk', 'melindungi', 'hak', 'asasi', 'manusia']"
 bang domisili nya sama dengan kenapa gak grace ya atau mau buat kabinet tidak terlalu tegang ya biar ada stand up comedian garing ,negatif,28,"['bang', 'domisili', 'nya', 'sama', 'dengan', 'kenapa', 'gak', 'grace', 'ya', 'atau', 'mau', 'buat', 'kabinet', 'tidak', 'terlalu', 'tegang', 'ya', 'biar', 'ada', 'stand', 'up', 'comedian', 'garing']"
 kabinet kmaren napa ga pake esemka ,negatif,8,"['kabinet', 'kmaren', 'napa', 'ga', 'pake', 'esemka']"
 cerminan kabinet superbody mulyono jilid kok gak takut sama presiden yg buat acara dan anggaran pribadinya apa argumentasinya f jawabnyasaya sudah telpon bapak saya di oslo mau ijin duluan wkkkkkkbeler kok jadi wapres hancur kharisma presidennya ,negatif,39,"['cerminan', 'kabinet', 'superbody', 'mulyono', 'jilid', 'kok', 'gak', 'takut', 'sama', 'presiden', 'yg', 'buat', 'acara', 'dan', 'anggaran', 'pribadinya', 'apa', 'argumentasinya', 'f', 'jawabnyasaya', 'sudah', 'telpon', 'bapak', 'saya', 'di', 'oslo', 'mau', 'ijin', 'duluan', 'wkkkkkkbeler', 'kok', 'jadi', 'wapres', 'hancur', 'kharisma', 'presidennya']"
yapemilik asmaul husnah mhn curahkan sgala kemampuan utk sesungguhnya jujur demi allah swt agar amp kabinet merahputih mprri mampu memberikan manfaat optimum utk muampnkri,netral,33,"['yapemilik', 'asmaul', 'husnah', 'mhn', 'curahkan', 'sgala', 'kemampuan', 'utk', 'sesungguhnya', 'jujur', 'demi', 'allah', 'swt', 'agar', 'amp', 'kabinet', 'merahputih', 'mprri', 'mampu', 'memberikan', 'manfaat', 'optimum', 'utk', 'muampnkri']"
 ntar kalo gw dpt kontak mayted gw tanyakan sepenting itukah pak wiranto masuk kabinet merah putih,negatif,17,"['ntar', 'kalo', 'gw', 'dpt', 'kontak', 'mayted', 'gw', 'tanyakan', 'sepenting', 'itukah', 'pak', 'wiranto', 'masuk', 'kabinet', 'merah', 'putih']"
 wah klo ini perkara sulit ini so para menteri yg ada di kabinet skrg banyak pengusaha tambang termasuk keluarga prabowo ,negatif,22,"['wah', 'klo', 'ini', 'perkara', 'sulit', 'ini', 'so', 'para', 'menteri', 'yg', 'ada', 'di', 'kabinet', 'skrg', 'banyak', 'pengusaha', 'tambang', 'termasuk', 'keluarga', 'prabowo']"
 apresiasi buat kabinet yang terus fokus pada pendidikan anak bangsa,positif,11,"['apresiasi', 'buat', 'kabinet', 'yang', 'terus', 'fokus', 'pada', 'pendidikan', 'anak', 'bangsa']"
 banyak langkah nyata dari kabinet buat mendorong ekonomi kreatif maju terus,positif,12,"['banyak', 'langkah', 'nyata', 'dari', 'kabinet', 'buat', 'mendorong', 'ekonomi', 'kreatif', 'maju', 'terus']"
 makin percaya sama kabinet merah putih banyak solusi nyata buat masalahmasalah mendesak,positif,13,"['makin', 'percaya', 'sama', 'kabinet', 'merah', 'putih', 'banyak', 'solusi', 'nyata', 'buat', 'masalahmasalah', 'mendesak']"
selamat bertugas letjen tni purn am putranto ssos sebagai kepala staff kepresidenan ksp kabinet merah putih semoga selalu diberikan kesehatan kemudahan dan kesuksesan dalam menjalan amanah dan tugas yang mulia ,positif,35,"['selamat', 'bertugas', 'letjen', 'tni', 'purn', 'am', 'putranto', 'ssos', 'sebagai', 'kepala', 'staff', 'kepresidenan', 'ksp', 'kabinet', 'merah', 'putih', 'semoga', 'selalu', 'diberikan', 'kesehatan', 'kemudahan', 'dan', 'kesuksesan', 'dalam', 'menjalan', 'amanah', 'dan', 'tugas', 'yang', 'mulia']"
suka kali sama kabinet merah putih skrg gils,positif,8,"['suka', 'kali', 'sama', 'kabinet', 'merah', 'putih', 'skrg', 'gils']"
 jangan macam dg apbn lha gerbong kabinet sebesar gaban gitu mau dibayar sendiri,negatif,15,"['jangan', 'macam', 'dg', 'apbn', 'lha', 'gerbong', 'kabinet', 'sebesar', 'gaban', 'gitu', 'mau', 'dibayar', 'sendiri']"
 ekonomi makin stabil programprogram kabinet jelas banget arahnya,negatif,9,"['ekonomi', 'makin', 'stabil', 'programprogram', 'kabinet', 'jelas', 'banget', 'arahnya']"
 kabinet itu berapa sih pengen tapi pasti mepet jt ,netral,10,"['kabinet', 'itu', 'berapa', 'sih', 'pengen', 'tapi', 'pasti', 'mepet', 'jt']"
 kabinet merah putih berkomitmen untuk menjaga lingkungan ini luar biasa,negatif,11,"['kabinet', 'merah', 'putih', 'berkomitmen', 'untuk', 'menjaga', 'lingkungan', 'ini', 'luar', 'biasa']"
aldi sibuk banget dah curiga diemdiem dia masuk kabinet merahputih,negatif,10,"['aldi', 'sibuk', 'banget', 'dah', 'curiga', 'diemdiem', 'dia', 'masuk', 'kabinet', 'merahputih']"
 keren banget nih kabinet merah putih kerjanya nyata banyak gebrakan buat rakyat maju terus pak prabowo,positif,17,"['keren', 'banget', 'nih', 'kabinet', 'merah', 'putih', 'kerjanya', 'nyata', 'banyak', 'gebrakan', 'buat', 'rakyat', 'maju', 'terus', 'pak', 'prabowo']"
kementerian panrb memastikan gaji asn yang pindah kementerian tetap sama transformasi kementerian di kabinet merah putih tidak merugikan pegawai ,positif,20,"['kementerian', 'panrb', 'memastikan', 'gaji', 'asn', 'yang', 'pindah', 'kementerian', 'tetap', 'sama', 'transformasi', 'kementerian', 'di', 'kabinet', 'merah', 'putih', 'tidak', 'merugikan', 'pegawai']"
maksud t kementerian ekonomi sedang membuat perincian sebelum membentangkan kepada kabinet rafizi ,netral,13,"['maksud', 't', 'kementerian', 'ekonomi', 'sedang', 'membuat', 'perincian', 'sebelum', 'membentangkan', 'kepada', 'kabinet', 'rafizi']"
 layanan kesehatan makin bagus terima kasih kabinet merah putih,positif,10,"['layanan', 'kesehatan', 'makin', 'bagus', 'terima', 'kasih', 'kabinet', 'merah', 'putih']"
 ketahanan pangan sekarang makin terjamin kerja kabinet mantap,positif,9,"['ketahanan', 'pangan', 'sekarang', 'makin', 'terjamin', 'kerja', 'kabinet', 'mantap']"
 senin penuh berkah hari senin adalah awal dari semua jajaran menteri kabinet merah putih untuk bekerja dengan penuh semangat tantangan besar ada didepan selamat bekerja good luck,positif,28,"['senin', 'penuh', 'berkah', 'hari', 'senin', 'adalah', 'awal', 'dari', 'semua', 'jajaran', 'menteri', 'kabinet', 'merah', 'putih', 'untuk', 'bekerja', 'dengan', 'penuh', 'semangat', 'tantangan', 'besar', 'ada', 'didepan', 'selamat', 'bekerja', 'good', 'luck']"
 ekonomi makin stabil semua berkat kebijakan bijak kabinet merah putih,positif,11,"['ekonomi', 'makin', 'stabil', 'semua', 'berkat', 'kebijakan', 'bijak', 'kabinet', 'merah', 'putih']"
 yang gua tanya kepentingan nempatin wiranto di kabinet apa urgensinya apa,negatif,12,"['yang', 'gua', 'tanya', 'kepentingan', 'nempatin', 'wiranto', 'di', 'kabinet', 'apa', 'urgensinya', 'apa']"
pemerintahan presiden prabowo subianto berencana menyelesaikan pembangunan ibu kota negara dalam jangka waktu tahun hal tersebut disampaikan menteri kehutanan raja juli antoni dalam retreat kabinet merah putih di magelang ,negatif,32,"['pemerintahan', 'presiden', 'prabowo', 'subianto', 'berencana', 'menyelesaikan', 'pembangunan', 'ibu', 'kota', 'negara', 'dalam', 'jangka', 'waktu', 'tahun', 'hal', 'tersebut', 'disampaikan', 'menteri', 'kehutanan', 'raja', 'juli', 'antoni', 'dalam', 'retreat', 'kabinet', 'merah', 'putih', 'di', 'magelang']"
