Tweet,Sentimen,Tweet Length
Presiden Prabowo Berikan Pengarahan kepada Kabinet Merah Putih Bahas Pembangunan IKN  ,netral,13
Usai pembekalan Kabinet Merah Putih di Magelang Jawa Tengah mari kita pantau bersama kegiatan Menteri Kependudukan dan Pembangunan Keluarga yang diikuti oleh korespondensi CNN Indonesia Novanaya Antaka pada hari ini  ,netral,32
Alasan Prabowo Jadikan Mobil Karya Anak Bangsa MV3 Garuda Limousine Kendaraan Kabinet Merah Putih ,netral,15
Panglima TNI Ikuti Retreat Hari Ke 3 Kabinet Merah Putih di Magelang ,netral,13
 Ku rasa Indonesia tidak kekurangan orang yang berintegritas tidak plinplan Ituitu saja yang masuk ke jajaran kabinet,negatif,18
 Suka banget sama fokus Kabinet Merah Putih di pendidikan anakanak Indonesia Masa depan cerah,positif,15
 Kontroversi menteri Kabinet Merah Putih bertambah lagi Reshuffle saja yang bikin kontroversi tersebut,negatif,14
Meski memiliki Presiden yang kuat dan Menteri yang hebat Indonesia masih butuh reformasi birokrasi Nonton  WELCOME KABINET MERAH PUTIH selengkapnya di      ,netral,28
Optimiskah Anda dengan pemerintahan PrabowoGibran 5 tahun ke depan Nonton  WELCOME KABINET MERAH PUTIH selengkapnya di      ,netral,23
  Betul selama dikabinet masih ada upil2nya mul gak bakal presiden terpilih bisa bergerak menunggu zaken kabinet Prabowo ,negatif,20
Jika anggota Kabinet Merah Putih tidak bekerja dengan baik akan diganti oleh Presiden Prabowo Nonton  WELCOME KABINET MERAH PUTIH selengkapnya di      ,netral,28
 Sbg parte pengusung belio pemenang pemilu anggota terbanyak diparlemen dan mentri terbanyak di kabinet dan sering mengatakan bhw belio adalah petugas partainya shrsnya adalah pihak yg plg bertanggungjawab atas kegilaan ini,negatif,32
Pakai Uang Pribadi Prabowo Biayai Retreat Kabinet Merah Putih di Akmil Magelang Baca di sini         ,netral,24
  Kl untuk panglima shrsnya mngkin skrng jatahnya TNI AU kalo nggak salah Berarti sepak terjang AMHP sungguh sangat luarbiasa ya pengaruhnya oia anaknya pun ada yg masuk kabinet kalo gak salah,negatif,33
Ombudsman akan berkoordinasi dengan kementerian dan lembaga terkait dengan pemisahan kementerian pada Kabinet Merah Putih ,netral,16
 Sabarr  Selama Kabinet dia masi diisi Orangnya Jokowi  Rasanya sulit Prabowo begerak dengan Beban Anggaran sebesar itu kesedot buat Kementriannya Saya lagi nunggu gebrakan berikutnya Reshuffle Kabinet Cuci Gudang dari semua Kroni Jokowi dan Munculnya Kabinet Zaken Prabowo,negatif,41
Istana Sebut Retreat Kabinet Merah Putih Pakai Uang Pribadi Prabowo ,netral,11
Kepala Kantor Komunikasi Presiden Hasan Nasbi menjelaskan alasan Presiden Prabowo Subianto mendanai secara pribadi pembekalan Retreat Kabinet Merah Putih Dia menekankan bahwa kegiatan yang berjalan selama empat hari tiga malam itu terhitung sejak Kamis 24102024 hingga ,negatif,37
 Kabinet Merah Putih benerbener serius dalam memperhatikan kebutuhan rakyat,netral,10
Reatreat AKMIL dan uang pribadi  semacam kampanye politik untuk mengarahkan Menteri Kabinet pada programprogram yang telah ditetapkan juga ada semacam ketidakpuasan penyampaian pasca sidang kabinet pertama sehingga perlu penegasan ulang,negatif,31
 Kabinet ini benerbener mendorong inovasi di sektor teknologi Indonesia makin maju,positif,12
Retreat Kabinet Merah Putih Dibiayai Prabowo dengan Uang Pribadi ,netral,10
   Kabinet merah putih ,netral,7
sumber dana Retreat menteri Kabinet Merah Putih di Akmil Magelang ternyata dari sini     ,netral,18
Menurut Abraha Mose PT Pindad saat ini masih menunggu tindak lanjut dari arahan Prabowo terkait Maung jadi kendaraan dinas Kabinet Merah Putih ,netral,23
 Akses ke pendidikan makin terbuka lebar salut buat Kabinet Merah Putih,positif,12
Utk Kabinet Merah Putih WAJIB di bekali menjadi kabinet yg berjiwa nasionalisme  patriotisme yg berpihak pd rakyat dan tdk menjadi BONEKA 9 NAGA OKNUM 9 NAGA HANYA MENGGUSUR TANAH RAKYAT UTK KEUNTUNGAN KAPITALIS DLM PIK 1 dan PIK 2 DAN TEMPAT LAINNYA  ,netral,45
  Kok goblok ngak ketulungan Uang pribadi pakai fasilitas negara Itu kegiatan untuk mendisiplinkan kabinet nya untuk kepentingan rakyatnya Masih mending Prabowo pakai uang pribadi kalau yg lain pakai angaran negara blok goblok,positif,34
Kalian sadar gak jadi menteri di Kabinet yg wakil presidennya seorg Pemuda buah dari pelanggaran etika pemerkosaan Konstitusi dan cawecawe bapaknya Sedih banget ,negatif,23
  Sepertinya kita punya the real presiden Tinggal nyimak kebijakan kabinet merah putih,positif,14
Sejauh ini sudah mengalami gangguan tidur menarik diri dari kehidupan sosial dan membuat 2nd account Pasien telah menemui dokter spesialis namun obat baru reshuffle seperti kabinet dan sedang dalam masa orientasi jadi belum bekerja penuh,netral,35
Presiden Prabowo selalu konsisten dengan ucapannya sejak masuk ke dunia politik Akankah terwujud di masa pemerintahannya Nonton  WELCOME KABINET MERAH PUTIH selengkapnya di     ,positif,29
Jumlah Menteri yang dilantik semakin banyak apakah koordinasi akan berjalan dengan baik di Kabinet Merah Putih Nonton  WELCOME KABINET MERAH PUTIH selengkapnya di      ,netral,30
Di tengah tuduhan pemborosan kepada agenda Retreat Kabinet Merah Putih yang diselenggarakan Presiden Prabowo kita mendapatkan informasi bahwa anggaran retreat tersebut berasal dari kantong pribadi Presiden     ,positif,31
Istana Arahan Prabowo Agar Kabinet Pakai Maung Disampaikan Saat Retreat Akmil     ,netral,16
  Baca bego itu biaya retreat kabinet di akmil berarti kalo yg pesawat bukan,negatif,15
Tweet Lama Dua Pejabat Kabinet Merah Putih yang Baru Dilantik Tersebar di Medsos Tokoh NU Sentil Hinaan ke Prabowo ,negatif,20
Presiden Prabowo Menggelar Makan Malam Kabinet Merah Putih di Ruang Makan Husein Komplek Akmil Magelang  lewat  News ,netral,20
Dengan dibaginya satu kementerian menjadi beberapa kementerian di Kabinet Merah Putih agar semakin fokus lebih efektif Nonton  WELCOME KABINET MERAH PUTIH selengkapnya di      ,netral,30
 Prabowo pasti bisa mengantar kita ke indonesia Emas Anggota Kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara  Walau sekalipun mengorbankan nyawa ,positif,35
Bismillah staf kabinet merah putih ,positif,6
 Kagakx harus bersih2 kabinet,negatif,5
 Saran sy sih pak ganti semua kabinet titipan Jokowi baru keren dan bersih nantinya kabinet p Prabowo,negatif,18
hai hai hai kabinet baru pasti dengan orangorang yang baru kan tentu nya dong wah tementemen pada penasaran gak nih sama anggotaanggota osis yang baru tanpa lamalama nunggu langsung aja cuuus ke tiktok osis sma igs ,netral,37
Pembekalan Kabinet Merah Putih Ternyata Dibiayai Presiden Prabowo Subianto     lewat ,netral,15
Prabowo pasti bisa mengantar kita ke indonesia Emas Anggota Kabinet merah putih diawali dengan pendidikan ilmu militer dlm arti tegas bertindak tak pandang bulu melindungi bangsa dan negara  Walau sekalipun mengorbankan nyawa ,positif,34
GMNI optimistis Kabinet Merah Putih bisa jalankan program PrabowoGibran ,positif,10
KEGIATAN retreat Kabinet Merah Putih di Akademi Militer Magelang Jawa Tengah sudah disiapkan satu bulan oleh Prabowo Subianto sebelum dilantik jadi presiden ,netral,23
Bagus sih kalo Kabinet Merah Putih akan bekerja Maksi untuk rakyat Tapi sayang  Yang ngomong Cak Imin ,negatif,19
 Kementerian Ekonomi sedang memperincikan kumpulan T15 dalam tempoh sebulan ini dengan kerjasama Kementerian Kewangan sebelum dibentangkan kepada Kabinet untuk kelulusan ,netral,22
 Prabowo Minta Seluruh Kabinet Merah Putih Gunakan Mobil Dalam Negeri ,netral,12
Semoga sehat selalu Pak Presiden  dan Pak Kapolri Jendral  saya yakin Kabinet Merah Putih Siap Wujudkan Indonesia Adil amp Makmur,positif,22
Kegiatan pembekalan atau retreat Kabinet Merah Putih di Akademi Militer Magelang Jawa Tengah dibiayai oleh uang pribadi Prabowo Subianto    ,netral,23
Curhat Bahlil Ikut Retreat Kabinet di Magelang Bangun Paginya itu Agak Repot Saya Namun selama di Akmil ia harus beradaptasi dengan pola disiplin yang berbeda Di sini berbeda Kita tidur pukul 0200 WIB tetapi pukul 0400 WIB sudah harus bangun ,netral,41
Program 100 hari kerja Kabinet Merah Putih Pangan Membangun lumbung pangan nasional daerah dan desa dengan intensifikasi lahan pertanian seluas 80 ribu hektare dan cetak sawah baru 150 ribu hektare serta dukungan sarana prasarana pendukung dengan anggaran Rp15 triliun,positif,39
PLN Persero turut menyukseskan rangkaian Retreat Kabinet Merah Putih yang diinisiasi oleh Presiden Prabowo Subianto di Akademi Militer Akmil Kota Magelang sampai dengan penutupan hari pada Minggu 2710  ,positif,30
  Tarik menarik dlm kabinet merah putih pst smakin keras,negatif,11
Masih banyak kader lain yang juga punya pikiran seperti nyadan sekarang jadi duri dalam daging nya kabinet merah putih,negatif,19
Badan Publik KementerianBadan Harusnya mampu memberikan pelayanan yang Prima kepada Masyarakat kami Rakyat berharap Betul dan percaya Kepada Pak Presiden  serta Menteri2 Kabinet Merah Putih   mampu merubah wajah Pemerintahan 5 Tahun ke depan,netral,36
Supaya Prabowo bisa memiliki kabinet yang lebih solid dan dan kompak Tidak hanya upacara hingga arahan dari Prabowo dalam acara ini juga ada pembekalan yang diberikan dari pemateri untuk para menteri terkait penegakan hukum korupsi hingga ekonomi,positif,37
bagi Kabinet Merah Putih membentuk dan menciptakan para anggotanya menjadi super team untuk dapat memecahkan berbagai masalah negara,positif,18
Menteri Perlindungan Pekerja Migran IndonesiaKepala Badan Perlindungan Pekerja Migran Indonesia Abdul Kadir Karding mengungkap Presiden Prabowo Subianto membiayai kegiatan retreat Kabinet Merah Putih itu dengan uang pribadi,netral,27
Hasan menyampaikan retreat Kabinet Merah Putih disiapkan langsung oleh Prabowo Persiapan dilakukan selama sebulan,netral,14
Hal itu disampaikan Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi Menurut dia retreat Kabinet Merah putih sama sekali tidak menggunakan uang pemerintah,netral,21
Para menteri dan pejabat eselon I di Kabinet Merah Putih diharuskan mengganti kendaraan dinasnya dari mobil impor ke kendaraan buatan dalam negeri,netral,22
            Prettt yg paling ngaku cinta negara justru yg korupsi Kabinet obesitas itu hanya untuk bagi jabatan ajaujung rakyat yg di buat menderita,negatif,34
 Yg parah itu didik kabinet pakai dana pribadinya eh menterinya nanti malah korupsi incar dana APBN nelongso,negatif,18
    Ini acara yg sifatnya mendukung presiden amp kabinet agar siap kerja efektif dan tdk semua kegiatan harus pake APBN Justru karena pake dana pribadi beban negara berkurang Lain cerita kalau hasilnya g jelas ini udah ada output ke publik kok,positif,44
Presiden Prabowo Subianto beserta Wakil Presiden Gibran Rakabuming Raka serta jajaran kabinet merah putih bertolak kembali ke Jakarta Hal ini disampaikan Menteri Sekretaris Negara Prasetyo Hadi,netral,26
   Hrs dicek mendadak Misal saat akan  setelah rapat kabinet,negatif,13
Kementerian PANRB mengungkap nasib 453 ASN Kemenko Marves yang terdampak perubahan kabinet ,negatif,13
Panglima TNI Jenderal TNI Agus Subiyanto mengungkapkan bahwa Presiden Prabowo Subianto berpesan kepadanya dan seluruh jajaran kabinet Merah Putih untuk tidak mainmain dalam bekerja lt    ,netral,29
  Titipannya Mulyono kabinet secondzeken Let see akan bernasib sama atau lebih apes dari Yassin Limpo yang terbuai oleh dibebaskan pake uang kementerian sementara zulhas dibebaskan nepotis buat anak dan iparnya Aamiin ,negatif,33
Presiden Prabowo Subianto berharap seluruh menteri dan pejabat eselon I di Kabinet Merah Putih untuk beralih menggunakan mobil dinas buatan dalam negeri Kebijakan ini rencananya akan mulai diterapkan pada minggu depan Selengkapnya  ,netral,34
Pengamat Sebut Pelatihan di Magelang Tanda Keseriusan Prabowo dalam Memimpin Kabinet      ,positif,17
Kabinet Merah Putih di era Prabowo Subianto memiliki 48 kementerian ,netral,11
 Inilah lidah2 yg sakit hati yg tak punya kesempatan tuk ikut di kabinet Merah Putih,negatif,16
Prabowo Diharapkan Wujudkan Janji Reformasi Rocky Gerung Publik Pantau Gerak Kabinet Merah Putih ,negatif,14
Usai Pembekalan di Magelang Apa Gebrakan Menteri Kabinet Merah Putih dalam 100 Hari Pertama ,netral,15
 Programprogram Kabinet Merah Putih beneran bikin hidup kita lebih baik,positif,11
Sempet denger Zaken Kabinet dari jurnalnya YuJiEm Tapi kenapa yg rame sekarang jadi Seken  Ini gimana ceritanya sih Apa bedanya Zaken dgn Seken Ada yg tau nggak ,negatif,29
Retreat kabinet di Magelang lancar berkat dukungan penuh PLN yang sigap Sistem pengamanannya bikin event ini bebas dari kendala listrik Sukses terus PLN ,netral,24
Istana menegaskan Presiden Prabowo Subianto memberikan arahan kepada seluruh menteri dan pejabat kabinet lain untuk menggunakan mobil dinas Maung buatan PT Pindad  ,netral,24
sesuai dengan definisinya ps atas kabinet zaken ternyata ,negatif,9
  Kan ada wa grup untuk luculucuan Pesertanya sebagian anggota kabinet pulak,negatif,13
Letjen TNI Purnawirawan Anto Mukti Putranto adalah salah satu anggota Kabinet Merah Putih yang memiliki hobi unik dan tergolong ekstrem yakni offroad ,netral,23
Anggota kabinet diwajibkan presd baru pake mobil dinas buatan pindad Mobil impor no more Ketampol lg mulyono n esemka,negatif,19
Hebat banget PLN yang berhasil jaga stabilitas listrik di acara kabinet di Magelang Kalau kayak gini terus kita pasti lebih tenang Good job ,positif,24
Menteri ESDM Bahlil Lahadalia Hanya Tidur Dua Jam Sehari Saat Retret Kabinet di Akmil Magelang      ,netral,21
Retreat kabinet di Magelang sukses besar tanpa hambatan listrik thanks to PLN Pengamanan berlapisnya bikin acara penting kayak gini jadi lebih aman Mantap PLN ,positif,25
 Kok bisa2nya dipilih jadi mentri Benar2 ga habis pikir dengan kabinet merah putih dikira akan lebih baik ternyata oh ternyata,negatif,21
 Program digitalisasi makin terasa terima kasih Kabinet Merah Putih,positif,10
Wow Anggaran untuk Gaji Pejabat Kabinet Merah Putih Naik 81 Persen dari Periode Sebelumnya ,positif,15
Panglima TNI Retreat Kabinet untuk Samakan Visi Misi dan Jangan Korupsi ,netral,12
 Layanan kesehatan mental mulai mendapat perhatian Top banget Kabinet Merah Putih,positif,12
 Apresiasi buat kabinet yang ngasih perhatian besar buat UMKM,positif,10
 Memang harusnya seperti itu sekarang banyak penghianat dulu menghina dan loyal membela jokowi skrg msk kabinet prabowo bagai duri dalam daging ingat prabowo itu ahli kontra intelijen analisanya jago membentuk gultor 88,negatif,33
Kabinet Merah Putih terdiri dari 48 kementerian dengan 7 kemenko 19 kementerian tetap 20 kementerian yang berubah nomenklatur atau pergeseran tugas serta 2 kementerian dengan perubahan nomenklatur ,netral,28
Prabowo Larang Menteri amp Eselon I Pakai Mobil Impor Harus Buatan Pindad Presiden Prabowo ingin semua menteri dan pejabat eselon I dalam Kabinet Merah Putih pakai mobil dinas buatan produk dalam negeri mulai minggu depan MANTAP ,netral,37
Presiden RI Prabowo Subianto baru saja melantik 136 orang untuk mengisi Kabinet Merah Putih periode 20242029 Dalam pengumuman yang dilakukan pada awal pekan ini Prabowo memperkenalkan 48 nama menteri 5 pejabat yang tidak berada di bawah Kementerian Koordinator serta 56 wakil ,netral,42
  Ini yang pada bilang serba salah emanng pada ga mikir ya Kalau acara ini 100 pake duit pribadi brarti acara ini ga bisa dipertanggungjawabkan kegiatannyaacara pribadi Kalau ini memang acara pribadi brarti jatuhnya kabinet pada cuti semua dong,negatif,40
 Kalau gw sih berharap PS cut off mulyono si Mul ini ODGJ gak bisa dihadapi dgn normatif  Bersihkan kabinet dari Mul  Basmi korupsi yakin rakyat akan total memdukung,negatif,31
 Senang lihat kebijakan yang ramah lingkungan dari kabinet ini,positif,10
 Zon  kalau dulu ada Kabinet Rasa Kolam Sekarang sudah diganti ya Kabinet Rasa Barak ,negatif,16
Presiden Prabowo Subianto membiayai seluruh kegiatan Retret Kabinet Merah Putih di Akademi Militer Akmil Magelang Jawa Tengah dengan uang pribadi Dalam kegiatan ini orientasi pemerintahan PrabowoGibran adalah mengenai kesejahteraan rakyat dan kemandirian bangsa  ,netral,35
Ini Prinsip Presiden Prabowo Subianto hal itu diungkapkan dalam wawancara ekslusif ketika di lembah tidar bersama kabinet merah putih      ,netral,25
 1 Mungkin Pasar bisa membaca bhw Kabinet Prabowo  Kabinet GIMMICK berbasis INSTING 2 Visi amp Design Ekonomi GAK JELAS RenStra utk Industri Teknologi Pendidikan NOL BESAR 3 Ditengah Ecosystem Politik amp Hukum yg MEMPRIHATINKAN,negatif,36
Dipaksa ditodong jadi pegawai kabinet Kan gamau Mending join sini aja,negatif,11
Simak laporan utama Tempo pekan ini selengkapnya di  Pemain Lama Kabinet Baru ,negatif,14
Ketua Harian Gerindra Sufmi Dasco Ahmad mengatakan para menteri kabinet Prabowo Subianto sudah melewati uji kepatutan dan kelayakan Dasco mengklaim tidak ada menteri Prabowo yang bermasalah Fakta menunjukkan sebaliknya  ,netral,31
Para Menteri Siap Pakai Mobil Dinas Maung Pindad Jika Diperintah Presiden Prabowo Subianto Anggota Kabinet Merah Putih siap menggunakan mobil dinas Maung buatan PT Pindad persero apabila ada perintah dari Presiden Prabowo Subianto Ya kalau kita kami diperintah kita ,netral,40
Bersatu kompak  Kabinet MERAH PUTIH MEMBANGUN INDONESIA  ,positif,10
 Dukungan bagi para pelaku seni dan budaya semakin meningkat Terima kasih kabinet,positif,13
PLN Sukses Amankan Listrik Secara Berlapis Pada Retreat Kabinet di Magelang   ,positif,14
 Perlu Diketahui Pak PresidenAparat Hukum Yang Tidak Mau Memberantas JUDI ONLINE Tersebut Sekarang Ada di Kabinet Bapak,negatif,18
Jangan Tanyakan Apa yang Negara Berikan Kepadamu Tapi Tanyakan Apa yang Kamu Berikan Kepada Negaramu JFK Salahkah seorang Prabowo Subianto mengeluarkan uang pribadinya untuk mengadakan retret para anggota kabinet merah putih yang dipimpinnya Apakah salah niat tulus yang ,positif,39
 Keren pelayanan publik makin cepat dan efisien Kabinet benerbener bekerja nyata,positif,12
Srikandi Gerindra ini menyampaikan kolaborasi antar berbagai pemangku kepentingan penting untuk mencapai target swasembada pangan yang menjadi salah satu visi Partai Gerindra dan Kabinet Merah Putih,positif,26
Ada Mayor Bobby Kertanegara ,positif,4
 Dimulai dari penyusunan kabinet,netral,5
Semoga wujud apresiasi dapat meningkatkan produktivitas staff agar lebih bersemangat untuk menjalankan tugas dan kewajiban di bulan selanjutnya serta dapat memotivasi semangat kepada staff BEM FISIP UPN Veteran Yogyakarta   ,netral,32
 Terima kasih Kabinet Merah Putih pendidikan makin mudah diakses,positif,10
 Dari segi pendidikan programprogram yang diusung kabinet ini bikin generasi kita makin cemerlang,positif,14
 Kabinet ini peduli pada pengembangan teknologi yang berkelanjutan,positif,9
 Makin percaya sama Kabinet Merah Putih banyak perubahan positif di bidang ekonomi,positif,13
 Menariknya sudah dua hal yg bicara hasim dr partai nih Bykan dr kabinet Kira2 spt apa pusat kekuasaannya Hubungan hasim dg mulfufufafa gimana ya,negatif,25
Isu Masuk Kabinet Prabowo di Pertengahan Jalan NasDem Kami Punya Komitmen Politik ,netral,13
Empat PR Berat Menteri Pendidikan Kabinet Prabowo Okky Madasari Zonasi hingga Nasib Guru ,netral,14
  tolong sampaikan ke pak prabowo kabinet seken nya jokowi jangan di pake lagi lah mereka tu benalu,negatif,19
 Kerasa banget perubahan di lapangan Kabinet Merah Putih emang beneran fokus sama rakyat kecil Sukses terus,positif,17
 Pertumbuhan ekonomi kita makin terasa stabil Kabinet kerja keras banget,positif,11
 Alkhamdulilah ini baru presiden kita yg tegas Semogalah Amanatnya di tegakkan sesuai dg arahan di Kabinet Merah Putih,positif,19
 Kebijakan perlindungan sosial semakin merata banyak yang terbantu Terima kasih Kabinet Merah Putih,positif,14
  Pak  apakah bapak tidak salah memilih orang seperti ini di kabinet apakah tidak ada lagi orang baik di Indonesia kenapa harus orang yang memecah belah seperti ini NKRI harga mati disini bukan negara syariah,negatif,37
 Sektor pertanian kita sekarang lebih maju thanks to Kabinet Merah Putih,positif,12
 Mantap Kabinet Merah Putih Kayak gini nih pemerintahan yang kita butuhin kerja nyata tanpa banyak drama,positif,17
 Ekonomi maritim kita makin berkembang pesat top banget Kabinet Merah Putih,positif,12
Konon kabarnya Prabowo pakai biaya pribadi untuk pembekalan Kabinet Merah Putih kemarin Buzzer Jokowi Kalau Anies pasti pakai APBN Buzzer Jokowi ini beneran lupa bercermin harusnya dibandingkan dengan acara ke IKN bareng selebriti dan influencer kemarin ,positif,36
 Kabinet ini benarbenar memahami kebutuhan masyarakat patut dicontoh,positif,9
 Kabinet Merah Putih sangat proaktif dalam menjaga kesehatan masyarakat,positif,10
 Performa Kabinet Merah Putih nggak mainmain programprogramnya langsung kerasa dampaknya Apresiasi banget,positif,13
 Sy malah minta sblm kabinet ini bekerja pak  mengevaluasi kebijakan Hasan Haikal,negatif,14
Salut untuk semua program yang mendukung pengusaha kecil dan menengah Kabinet ini peduli,positif,13
IMJ Pemimpin partai PPKR maryam nur dilantik jadi pemimpin kabinet kedua SNBCC UIR Ket Pemimpin kabinet kedua jabatan baru yg dibentuk buat apresiasi kemenangan partai pemenang ke 2 dipemilu majelis negara,netral,31
 Kabinet Merah Putih berani mengambil langkah berani untuk masa depan yang lebih baik,positif,14
Prabowo Gunakan Uang Pribadi untuk Retret Kabinet Merah Putih ,netral,10
 Kabinet ini mendukung inovasi di bidang pertanian petani semakin sejahtera,positif,11
Presiden Prabowo Biyai Pembekalan Kabinet Merah Putih Di AKMIL Magelang dengan uang pribadi ,netral,14
   Bisa jadi agenda rutin tahunan biar kabinet merah putih semakin solid,positif,14
 Terbaik emang kabinet merah putih Langsung dibawah pimpinan jendral,positif,10
Pembekalan menteri kabinet merah putih kmrn ada materi baris berbarisnya siapa yg melatih ya  Ngga mudah lho,netral,18
   Seskab ya ngurus kabinet gimana sih PAOK wkwkwkw,negatif,11
Serbaserbi Maung Pindad Berpeluang Jadi Mobil Dinas Menteri di Kabinet Prabowo  ,netral,13
Setelah Presiden  susah payah sampai keluar uang banyak untuk konsolidasi Kabinet Merah Putih setelahnya  malah sempatsempatnya blusukan di Pasar Gitong Royong merongrong popularitas Presiden,negatif,26
 IPOLIDWakil Menteri Keuangan Anggito Abimanyu mengatakan mobil Maung produksi BUMN PT Pindad akan menjadi kendaraan dinas para pejabat kementerian dan eselon I di Kabinet Merah Putih     ,netral,32
 Pertumbuhan ekonomi makin cepat dengan kebijakan cerdas kabinet ini,positif,10
 masih memantau beliau masuk kabinet merah putih,netral,8
 Seluruh menteri dan wakil menteri di bidang hukum dan HAM mengikuti kegiatan Retreat Kabinet Merah Putih di Akademi Militer Magelang Jawa Tengah pada tanggal 2527 Oktober 2024   ,netral,31
 Teratai mekar aja dibilang tanda2 baik kabinet Prabowo ,negatif,9
GMNI Optimistis Kabinet Merah Putih Mampu Jalankan Semua Program Kerja Prabowo    ,positif,15
Retret Kabinet Merah Putih membuat Menag Nasaruddin Umar terinspirasi ingin menerapkannya di lingkungan Kemenag Ini alasannya Via  ,positif,19
FaktaFakta Menarik Retreat Menteri Kabinet Prabowo di Akmil Magelang ,positif,10
GMNI Yakin Kabinet Merah Putih Mampu Jalankan Semua Program Prabowo ,positif,11
 Makin banyak anakanak bisa akses pendidikan yang bagus thanks kabinet,positif,11
Pembekalan Kabinet Merah Putih di Akmil Magelang Didukung Warganet ,positif,10
  Dapet banget namanya juga kabinet balas budi ,negatif,10
Raffi Ahmad dan Kabinet Merah Putih tiga hari kemarin melaksanakan retreat di Akmil Magelang Raffi sampaikan pesan dan keinginan Presiden Prabowo Subianto ,netral,23
 Ekonomi lokal terus berkembang apalagi dengan program dari Kabinet Merah Putih Luar biasa,positif,14
   mungkin PT Pindad sekali lagi bisa memberikan edukasi kepada akun2 X yg menganalisis kendaraan pak  dan yg rencana nya akan dipakai juga oleh para menteri kabinet merah putih,netral,32
Hari Terakhir Retreat Kabinet Merah Putih Menhan Sjafrie Beri Pandangan    ,netral,14
Karena itu lanjutnya seusai retreat Kabinet Merah Putih di Magelang dia langsung mengunjungi pusat pembenihan berskala besar itu,netral,18
Kisruh Kabinet Prabowo Subianto Prabowo Subianto benarbenar menjalankan misi keberlanjutan pemerintahan Jokowi Selain mempertahankan 17 menteri Jokowi ia merekrut orang bermasalah secara hukum dan etika ke dalam kabinetnya Prabowo juga membentuk lembaga baru yang menabrak ,negatif,36
 Rambo yg ini gak bawah Senpi Tapi bawa senyum dari hati ,negatif,12
Respons Raffi Ahmad Soal Prabowo Biayai Pembekalan Kabinet Hidup Matinya untuk Indonesia ,positif,13
Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi menegaskan biaya pembekalan anggota Kabinet Merah Putih yang berlangsung di Akademi Militer Magelang Jawa Tengah pada 24 hingga 27 Oktober berasal dari uang pribadi Presiden Prabowo Subianto ,netral,34
Pegiat media sosial Dokter Tifa mengomentari kabar Wapres RI Gibran Rakabuming Raka yang pulang lebih dulu dari Akmil Magelang       ,negatif,26
  Mendukung Pemerintahan tidak harus ikut gabung dalam kabinet karena sumbangsih pada negara tidak harus menjadi menteri berada di luar kabinet bukan berarti tidak mendukung daripada berada di dalam kabinet yg akhirnya merecoki seperti menteri2 yg ada mulai kelihatan aslinya,negatif,41
BKN melaporkan 229901 ASN akan dialihkan ke kementerian baru akibat perubahan struktur kabinet ,netral,14
Electrizen PLN sukses menghadirkan listrik andal untuk acara Retreat Kabinet Merah Putih di Akademi Militer Akmil Magelang pada 2427 Oktober 2024 yang dipimpin oleh Presiden Prabowo Subianto    ,netral,31
Sekitar 2 minggu sebelum pengumuman kabinet kami  berkunjung ke kantor  di Menteng JakPus utk mewawancarai Masprof  utk program Menjadi Indonesia Selamat menyimak ,netral,26
SELAMAT MEMPERINGATI HARI SUMPAH PEMUDA Jadilah pemuda yang kreatif dan berkualitas Bukan hanya sekedar sumpah tetap bersamai dengan aksi untuk mewujudkan semangat muda demi memajukan bangsa Indonesia BEM Indonesia Mandiri Kabinet Abhiprayagana 20232024 ,netral,34
Prabowo baru aja ngeluarin formasi Kabinet Merah Putih dan ternyata ada 109 menteri dan wakil menteri Wow banyak banget ya Nah ada salah satu menteri yang menarik perhatian netizen yaitu Menteri Luar Negeri Sugiono Kalian udah tau siapa dia ,positif,40
Memang beda kelas jiwa patriotik antara militer dan tukang klo militer demi negara klo tukang demi keluarga Ternyata Presiden Prabowo Biayai Sendiri Retret Kabinet Merah Putih di Akmil Magelang Sumber  ,positif,32
Kemenpan RB saat ini menyiapkan SDM aparatur sipil negara dan aturan hukum agar pelaksanaan tugas Kabinet Merah Putih berjalan lancar ,positif,21
The Big and Happy Family   Departemen Hubungan Masyarakat Bidang Komunikasi dan Informasi Kabinet Sejiwa 2024 ,netral,18
Disiapkan 1 Bulan Sebelumnya Prabowo Rogoh Kocek Pribadi Biayai Retreat Kabinet di Magelang Habis Berapa ,negatif,16
 Kabinet korupsi Saya salah denger kayaknya,negatif,7
coba km ke sini mas nanti pasti masuk kabinet,negatif,9
 Kabinet ga maju maju dong min ,negatif,8
   bisa aja menganalisa loyalitas dan kapasitas anggota kabinet itu khan semacam intelijen  bisa dikerjakan sambil jalan mustinya tidak mengurangi kinerja yg diharapkan  lets PS play his game  kita amati bareng2,netral,36
 keluar uang banyak untuk konsolidasi Kabinet Merah Putih di Magelang pulang ditraktir Presiden selama 3 hari  malah sempatsempatnya mampir blusukan di Pasar Gotong Royong merongrong popularitas Presiden yang sudah berusaha mengupgrade isi kepalanya,negatif,35
Presiden RI Prabowo Subianto ceritakan Ketika pertama kali umumkan Kabinet Merah Putih mendapatkan dampak yang baik bagi pasar      ,positif,24
