Tokenized,Label_Encoded
"['mesti', 'tangkap', 'nyata', 'bukti', 'korupsi', 'uang', 'rakyat', 'menteri', 'nya', 'jokowi', 'cokol', 'kabinet', 'prabowo', 'lg', 'buat', 'hina', 'sanasini', 'tangkap', 'bukn', 'tom', 'lembong', 'bijak', 'impor', 'gula', 'itu', 'perintah', 'jokowi']",0
"['jaman', 'tegak', 'hukum', 'tri', 'ngomong', 'hasil', 'zonk', 'kelas', 'kabinet', 'balas', 'bukti', 'judi', 'online', 'subur']",-1
"['salah', 'kerja', 'tonjol', 'kabinet', 'minggu', 'iring', 'patwal', 'voorijder', 'lengkap', 'nguiknguik']",-1
"['kabinet', 'kabinet', 'indonesia', 'maju', 'kabinet', 'balas', 'sah', 'sah', 'menteri', 'tni', 'jendral', 'sesuai', 'atur', 'uu', 'propesional', 'bidang']",-1
"['kabinet', 'merah', 'putih', 'ikut', 'retreat', 'akademi', 'magelang', 'jawa']",0
"['era', 'digital', 'kabinet', 'gemoy']",-1
"['anjir', 'lengah', 'dikit', 'tri', 'kabinet', 'merah', 'putih']",-1
"['hasto', 'kader', 'pdip', 'kabinet', 'merah', 'putih', 'prabowo']",-1
"['mana', 'sekre', 'kabinet', 'ajudan', 'pribadi', 'nya', 'tolong', 'ingat', 'beliau', 'presiden', 'pilih', 'capres', 'gagal', 'presiden', 'aneh']",-1
"['kabinet', 'kmaren', 'napa', 'esemka']",-1
"['mbadoooooq', 'sampek', 'mblukek', 'mblumek', 'umbar', 'bikin', 'obesitas', 'otak', 'bebal', 'dasar', 'kabinet', 'ideologi', 'duit', 'huexxxx']",-1
"['persen', 'kabinet', 'prabowo', 'sandung', 'kasusmakanya', 'd', 'tangan', 'g', 'maksimal']",-1
"['ngeri', 'stigma', 'radikal', 'anti', 'pancasila', 'dukung', 'koruptor', 'kabinet', 'panggil', 'kpk']",-1
"['gula', 'beras', 'amp', 'minyak', 'goreng', 'bahan', 'makan', 'pokok', 'butuh', 'hadap', 'raya', 'cadang', 'gagal', 'panen', 'bencana', 'alam', 'bicara', 'rencana', 'rapat', 'kabinet', 'rekomendasi', 'minta', 'presiden', 'impor']",-1
"['prof', 'stella', 'christie', 'akademisi', 'hebat', 'lulus', 'harvard', 'guru', 'tsinghua', 'university', 'resmi', 'jabat', 'wakil', 'menteri', 'didik', 'sains', 'teknologi', 'kabinet', 'merah', 'putih']",1
"['serbaserbi', 'maung', 'pindad', 'peluang', 'mobil', 'dinas', 'menteri', 'kabinet', 'prabowo']",0
"['sobat', 'nusantara', 'nusantara', 'power', 'np', 'kontribusi', 'sukses', 'lantik', 'presiden', 'wakil', 'presiden', 'kabinet', 'merah', 'putih', 'republik', 'indonesia', 'pilih', 'senin', 'selasa', 'oktober', 'jakarta']",0
"['kabinet', 'aj', 'orang', 'isi', 'kompeten', 'bgmna', 'indonesia', 'maju', 'ganti', 'presiden', 'kabinet', 'dagel']",-1
"['budaya', 'korup', 'dunia', 'tri', 'kabinet', 'gemoy', 'sandera', 'korupsi']",-1
"['disiplin', 'tangguh', 'kabinet', 'solid']",1
"['akmil', 'bikin', 'kabinet', 'disiplin']",1
"['kabinet', 'gemuk', 'khawatir', 'hambat', 'koordinasi', 'antarkementerian']",-1
"['kabinet', 'periode']",-1
"['senang', 'opung', 'test', 'kabinet', 'gemuk']",-1
"['melht', 'siprabowo', 'sandera', 'olh', 'jokowi', 'naga', 'susun', 'kabinet', 'dipstkn', 'rejim', 'siprabowo', 'lbh', 'zlm', 'lg', 'rejim', 'jokowi', 'prabowo', 'duga', 'kemngn', 'palsu', 'hsl', 'rkys', 'snjt', 'sijokowi', 'menyndra', 'siprabowo', 'siprabowo', 'bkl', 'boneka', 'br', 'kepentgn', 'cina']",-1
"['kabinet', 'merah', 'putih']",0
"['mantul', 'menteri', 'rja', 'rapat', 'kabinet', 'paripurna', 'perdana', 'baik', 'cerdas', 'bangsa']",1
"['pisah', 'menteri', 'desa', 'bangun', 'daerah', 'tinggal', 'menteri', 'transmigrasi', 'kabinet', 'merah', 'putih', 'salah', 'upaya', 'perintah', 'prabowo', 'gibran', 'wujud', 'tingkat', 'sektor', 'ekonomi', 'ten', 'hag', 'hybe', 'vini', 'mudryk', 'manchester', 'united']",0
"['salah', 'alas', 'sri', 'mulyani', 'pakai', 'kabinet', 'merah', 'putih', 'presiden', 'muter', 'cari', 'utang', 'bayar', 'utang', 'waris', 'jokowi', 'miris', 'gak', 'negeri', 'kaya', 'raya', 'gemah', 'ripah', 'loh', 'jawi', 'musti', 'gali', 'lobang', 'tutup', 'lobang']",-1
"['kabinet', 'nak', 'tolak', 'duit', 'masuk', 'kabinet', 'budget']",-1
"['sikap', 'politik', 'muncul', 'hati', 'an', 'kecewa', 'rakyat']",-1
"['dana', 'kabinet', 'stop', 'menteri', 'anak', 'buah', 'korupsi', 'jumbo', 'korupsi', 'rampas', 'hak', 'desa', 'dana', 'desa', 'pakai', 'dalih', 'kepala', 'desa', 'korupsi', 'pdhl', 'ngasih', 'contoh', 'korupsi', 'jabat', 'pusat']",-1
"['persero', 'sukses', 'rangkai', 'retreat', 'kabinet', 'merah', 'putih', 'inisiasi', 'presiden', 'prabowo', 'subianto', 'akademi', 'militer', 'akmil', 'kota', 'magelang', 'tutup', 'minggu']",1
"['eh', 'apas', 'wamen', 'kabinet', 'bener', 'ajeeeee']",-1
"['kasih', 'kakak', 'jabat', 'menteri', 'kabinet', 'perintah', 'mantap', 'kali', 'jilat', 'bah', 'wkwkkwwk']",-1
"['kayak', 'prabowo', 'suruh', 'kabinet', 'khatam', 'paradox', 'indonesia']",-1
"['maaf', 'kerja', 'kali', 'pandai', 'jilat', 'bau', 'partai', 'keluarga', 'anggar', 'habis', 'gaji', 'minggirnunggu', 'makan', 'gratis', 'kalo', 'sisa', 'anak', 'sekolah', 'kabinet', 'zaken', 'taek']",-1
"['kmrn', 'bayang', 'uang', 'rakyat', 'pakai', 'acr', 'akmil', 'pakai', 'uang', 'pribadi', 'prabowo', 'ok', 'have', 'a', 'fun', 'selamat', 'kabinet', 'merah', 'putih']",1
"['bekal', 'kabinet', 'merah', 'putih', 'magelang', 'jawa', 'mari', 'pantau', 'giat', 'menteri', 'duduk', 'bangun', 'keluarga', 'ikut', 'korespondensi', 'cnn', 'indonesia', 'novanaya', 'antaka']",0
"['senang', 'lihat', 'bijak', 'kabinet', 'perhati', 'ekonomi', 'lokal']",1
"['goblok', 'goblok', 'anjing', 'kabinet', 'pd', 'tolol']",-1
"['rapat', 'kabinet', 'beliau', 'bilang', 'hindar', 'giat', 'sifat', 'seremonial']",-1
"['terima', 'kasih', 'kabinet', 'merah', 'putih', 'tumbuh', 'ekonomi', 'indonesia', 'jaga', 'stabil']",1
"['kaya', 'menteri', 'kabinet', 'prabowo']",-1
"['layan', 'sehat', 'bagus', 'terima', 'kasih', 'kabinet', 'merah', 'putih']",1
"['kutik', 'jagung', 'bongkar', 'korupsi', 'dirjen', 'kemenhub', 'seret', 'jalur', 'kereta', 'api', 'besitanglangsa']",-1
"['minta', 'nya', 'lulus', 'tuan', 'presiden', 'menteri', 'habis', 'apbn', 'kabinet', 'super', 'gemoy', 'indonesia', 'good', 'bye']",-1
"['pikir', 'episode', 'luhut', 'rezim', 'prabowo', 'luhut', 'ketua', 'den', 'rapat', 'kabinet', 'tanda', 'byk', 'lg', 'jabat', 'pegang', 'rezim', 'kmrn', 'gmn', 'ges']",-1
"['nasdem', 'gabung', 'kabinet', 'prabowogibran', 'willy', 'aditya', 'lihat']",0
"['haha', 'kau', 'try', 'suruh', 'papanon', 'berdailog', 'ngn', 'mufti', 'ruu', 'dh', 'go', 'through', 'kabinet', 'papanon', 'tuju', 'dengn', 'ruu', 'bentang', 'tengok', 'takut']",-1
"['at', 'least', 'nduwe', 'daya', 'paksa', 'samar', 'thus', 'sidangsidang', 'kabinet', 'bagus', 'hutan', 'wae']",-1
"['ombak', 'kabinet', 'awokwokwokwok']",-1
"['kalo', 'gitu', 'ganti', 'orang', 'sipil', 'jabat', 'danramil']",-1
"['nilai', 'murni', 'hati', 'akademisi', 'nilai', 'aparatur', 'negara', 'jabat', 'menteri', 'kabinet']",-1
"['kabinet', 'peduli', 'butuh', 'masyarakat', 'terus', 'karya']",0
"['tumbuh', 'ekonomi', 'stabil', 'kabinet', 'kerja', 'keras', 'banget']",1
"['kabinet', 'gemuk', 'biar', 'asisten', 'nya', 'kerja', 'bikin', 'lapor', 'salah', 'in']",-1
"['tinggal', 'bikin', 'list', 'omonomon', 'kabinet', 'zaken', 'gak', 'tau', 'ken', 'tambah', 'gaji', 'guru', 'rp', 'jt', 'oktober', 'detik', 'zonk', 'berantas', 'judi', 'online', 'narkoba', 'dllfaktanya', 'gak', 'progres']",-1
"['program', 'digitalisasi', 'terima', 'kasih', 'kabinet', 'merah', 'putih']",1
[],-1
"['kabinet', 'merah', 'putih', 'merah', 'pucat']",0
"['rocky', 'gerung', 'prediksi', 'minggu', 'prabowo', 'laku', 'reshuffle', 'kabinet', 'vini']",-1
"['waras', 'kabinet', 'gemoy']",-1
"['gin', 'gaji', 'mayor', 'teddy', 'lantik', 'prabowo', 'sekretaris', 'kabinet']",0
"['makna', 'multidimensi', 'bli', 'bagaiman', 'apa', 'ampura', 'respon', 'kabinet', 'titip', 'nokomen', 'wait', 'n', 'see', 'ken', 'megae', 'beneh', 'ape', 'cm', 'retorika', 'media', 'gen', 'ane', 'luung']",-1
"['terima', 'kasih', 'presiden', 'segenap', 'kabinet', 'lembah', 'twitter', 'mandat', 'ketua', 'partai', 'rebah', 'terima', 'senang', 'hati', 'hormaaaaaaat', 'graaak']",-1
"['retreat', 'kabinet', 'merah', 'putih', 'sukses', 'laksana', 'akmil', 'magelang', 'hadir', 'aman', 'listrik', 'optimal', 'giat', 'jalan', 'mulus', 'tutup', 'sc']",1
"['arie', 'setiadi', 'menkominfo', 'kabinet', 'indonesia', 'maju', 'atensi', 'p', 'r', 'ng', 'm', 'l', 'w', 'n', 'jud', 'nln', 'lanjut', 'kabinet', 'prabowo', 'jabat', 'bu', 'meutya', 'hafid', 'komdigi', 'projo', 'muda', 'muda', 'abdi', 'dunia']",1
"['retreat', 'kabinet', 'merah', 'putih', 'kamis', 'minggu']",0
"['acara', 'budaya', 'kakk', 'guanlin', 'jdi', 'representative', 'sutradara', 'muda', 'katanyaaaa', 'vibesnya', 'kyk', 'kabinet', 'merah', 'putih', 'wkwkwkkw']",-1
"['demen', 'neh', 'kabinet', 'pancing', 'jalan']",-1
"['kakak', 'pusing', 'lantar', 'adik', 'gak', 'masuk', 'kabinet', 'hasil', 'pansus', 'mata', 'penjara', 'tunggu']",-1
"['orang', 'naif', 'percaya', 'prabowo', 'perintah', 'bersih', 'benah', 'sistem', 'pidato', 'nya', 'janji', 'praktek', 'kabinet', 'isi', 'misfits', 'amp', 'mismatch', 'orang', 'indikasi', 'bersih', 'emang', 'indonesia', 'bersih', 'dng', 'pidato']",-1
"['maksud', 'balik']",0
"['bingung', 'lihat', 'orang', 'bicarayg', 'bilang', 'rakyat', 'udah', 'fahamsemua', 'kabinet', 'banditlalu', 'rakyat', 'bagaimanakita', 'udah', 'bungkam', 'aparat', 'tlah', 'seeting']",-1
"['terobos', 'positif', 'kabinet', 'benerbener', 'ngasih', 'hasil', 'nyata']",1
"['menteri', 'budaya', 'kabinet', 'merah', 'putih', 'lantik', 'laku', 'seni', 'budaya', 'harap', 'via']",0
"['kabinet', 'bayang', 'nak', 'mintak', 'duit', 'la', 'gaji', 'mp', 'bajet', 'alternatif', 'mcm', 'badrul', 'la', 'pulak']",-1
"['prabowo', 'subianto', 'tekan', 'satu', 'elit', 'politik', 'kelola', 'kaya', 'bangsa', 'sidang', 'kabinet', 'perdana']",0
"['dinasti', 'koruptor', 'masuk', 'kabinet', 'prabowo', 'ahir', 'nya', 'jujur', 'benar', 'nya', 'wajib', 'hukum', 'mati']",-1
"['bekal', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'dukung', 'warganet']",1
"['kepala', 'kantor', 'komunikasi', 'presiden', 'hasan', 'nasbi', 'biaya', 'bekal', 'anggota', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'jawa', 'oktober', 'asal', 'uang', 'pribadi', 'presiden', 'prabowo', 'subianto']",0
"['salah', 'pilih', 'orang', 'kabinet', 'orang', 'indonesia', 'orang', 'pecah', 'belah', 'nkri', 'harga', 'mati', 'negara', 'syariah']",-1
"['kabinet', 'omon', 'fufufa', 'tanggap', 'negatif', 'pasar', 'rupiah', 'ambruk', 'ekonomi', 'sulit', 'bangkit', 'kabinet', 'jadi', 'tampung', 'buzer', 'dominasi', 'buzer', 'pro', 'jokowi', 'kabinet', 'cepat', 'hancur', 'negara', 'rusak', 'uang', 'negara', 'dst', 'na', 'haryokusumo', 'nation', 'research']",-1
"['percaya', 'kabinet', 'merah', 'putih', 'ubah', 'positif', 'bidang', 'ekonomi']",1
"['pasti', 'beres', 'bobrok', 'rezim', 'lamaplus', 'atur', 'komposisi', 'kabinet', 'pas']",-1
"['gambar', 'kabinet', 'sungguh', 'persis', 'suram', 'bangsa']",-1
"['hebat', 'banget', 'hasil', 'jaga', 'stabilitas', 'listrik', 'acara', 'kabinet', 'magelang', 'kayak', 'tenang', 'good', 'job']",1
"['kabinet', 'harap', 'cemas']",-1
"['gemukbya', 'kursi', 'menteri', 'kabinet', 'nilai', 'picu', 'risiko', 'ekonomi', 'tingkat', 'beban', 'fiskal', 'biaya', 'menteri', 'risiko', 'tumpang', 'tindih', 'atur', 'perintah', 'surut', 'masuk', 'investor', 'asing']",-1
"['tayang', 'gol', 'habis', 'langsung', 'hilang']",0
"['ganti', 'kabinet', 'retwait', 'kabinet', 'sandera', 'minggu', 'uda', 'byk', 'bener', 'drama']",-1
"['tahan', 'gara', 'emang', 'kriminalitas', 'korupsi', 'zulkifli', 'bebas', 'loh', 'kabinet', 'periksa', 'kpk', 'kolam', 'bahlil']",-1
"['hendri', 'tutup', 'prabowo', 'lapor', 'kerja', 'kabinet']",0
"['kabinet', 'release', 'org', 'milih', 'ngomongin', 'kucing', 'istana', 'skenario', 'kepala', 'kemarin', 'jadi']",-1
"['menteri', 'panrb', 'ungkap', 'nasib', 'asn', 'kemenko', 'marves', 'dampak', 'ubah', 'kabinet']",-1
"['ntar', 'klu', 'anggota', 'kabinet', 'keluh', 'anggar', 'suruh', 'pulang']",-1
"['presiden', 'prabowo', 'subianto', 'keliling', 'orangorang', 'percaya', 'peran', 'kabinet', 'merah', 'putih']",0
"['terima', 'arah', 'presiden', 'rapat', 'kabinet', 'paripurna', 'menteri', 'nusron', 'concern', 'tata', 'ulang', 'tanah', 'negara']",0
"['bkn', 'asn', 'pppk', 'alih', 'imbas', 'ubah', 'nomenklatur', 'kabinet', 'merah', 'putih']",0
"['jaman', 'tegak', 'hukum', 'tri', 'ngomong', 'hasil', 'zonk', 'kelas', 'kabinet', 'balas', 'bukti', 'judi', 'online', 'subur']",-1
"['jerome', 'polin', 'ajak', 'gabung', 'kabinet', 'merah', 'putih']",0
"['kabinet', 'gemoy', 'apbn', 'letoy']",-1
"['ide', 'bagus', 'bagus', 'kerja', 'tunggak', 'ham', 'belym', 'selesai', 'tg', 'rencana', 'bicara', 'presiden', 'kabinet']",-1
"['kabinet', 'merah', 'putih', 'wajib', 'bekal', 'kabinet', 'jiwa', 'nasionalisme', 'patriotisme', 'pihak', 'pd', 'rakyat', 'boneka', 'naga', 'oknum', 'naga', 'gusur', 'tanah', 'rakyat', 'untung', 'kapitalis', 'pik', 'pik']",0
"['menteri', 'atr', 'kepala', 'bpn', 'nusron', 'wahid', 'wakil', 'menteri', 'atrwakil', 'kepala', 'bpn', 'ossy', 'dermawan', 'magelang', 'jawa', 'ikut', 'rapat', 'kerja', 'retreat', 'magelang', 'giat', 'giat', 'kabinet', 'merah', 'putih', 'istana', 'negara']",0
"['mosok', 'juang', 'kali', 'pilpres', 'gagal', 'jual', 'menhan', 'kabinet', 'joko', 'udah', 'tanin', 'gob', 'rela', 'bunuh', 'gitu', 'hidupya', 'kayak', 'mencret', 'gob', 'bentar', 'ilang', 'menteri', 'ex', 'joko', 'reshuffle']",-1
"['mudah', 'mantan', 'nasehat', 'kpk', 'kabinet', 'prabowo', 'korup', 'kecuali', 'prabowo', 'political', 'will', 'kesah']",-1
"['depan', 'ngomongin', 'kemaren', 'kemaren', 'moga', 'ubah', 'kabinet', 'skrng', 'lgi', 'lambat', 'birokrasi']",0
"['birokrasi', 'kenal', 'ribetnya', 'kalo', 'kabinet', 'rungkad', 'ribet']",-1
"['mulyono', 'sukses', 'mnciptakn', 'kecebonk', 'ank', 'kodokamp', 'kampret', 'mungkn', 'dl', 'insinyur', 'peternakn', 'shg', 'hobi', 'ternak', 'prabowo', 'sprtinya', 'brhutng', 'dijdikn', 'menhan', 'shg', 'sungkn', 'sm', 'simul', 'mskipun', 'kabinet', 'pimpin', 'duri', 'daging']",-1
"['inti', 'kapolri', 'ganti', 'hilang', 'geng', 'solo', 'kabinet', 'buka', 'lembar', 'presiden']",-1
"['apresiasi', 'kabinet', 'ngasih', 'perhati', 'umkm']",1
"['dashboard', 'kpikinerja', 'anggota', 'kabinet', 'pantau', 'publik', 'lgi', 'penilain', 'subjektif', 'like', 'or', 'dislike', 'smua', 'parameter', 'jlas', 'sesuai', 'progress', 'kpi', 'tsb']",0
"['rasa', 'banget', 'ubah', 'lapang', 'kabinet', 'merah', 'putih', 'emang', 'beneran', 'fokus', 'rakyat', 'sukses']",1
"['pidato', 'negara', 'lantik', 'percaya', 'beliau', 'kelola', 'negara', 'menteri', 'kabinet', 'nya', 'langsung', 'pupus', 'harap', 'beliau']",-1
"['soliditas', 'kunci', 'jauh', 'kabinet', 'korupsi']",1
"['ganti', 'pedang', 'tombak', 'pimpin', 'tak', 'mati', 'adhimas', 'daru', 'dhiulhaq', 'kabid', 'internal', 'lewat', 'tujuh', 'tempa', 'anggota', 'bem', 'usb', 'kabinet', 'aru', 'candrasa', 'terus', 'juang', 'gerak', 'demokrasi', 'hidup', 'mahasiswa']",0
"['kerja', 'kabinet', 'prabowo', 'habis', 'giat', 'seremonial', 'lontaklantik', 'jabat', 'khawatir', 'lamban', 'kabinet', 'jumbo', 'bukti']",-1
"['susun', 'kabinet', 'tri', 'hitung', 'jari', 'perempuan', 'pampang', 'wajahwajah', 'gagah', 'mana', 'perempuan']",-1
"['wkwkw', 'kabinet', 'prabowo', 'isi', 'org', 'munafik']",-1
"['isi', 'rapat', 'kabinet', 'kemarin', 'tri', 'yandri', 'pecat', 'lantik', 'salah', 'jabat', 'depan']",-1
"['iya', 'ganti', 'bikin', 'resah', 'kabinet', 'orang']",-1
"['positif', 'bantu', 'bawa', 'perkara', 'mesyuarat', 'jemaah', 'kabinet', 'rabu', 'doa', 'harap', 'sabah', 'biar', 'gelap', 'januari']",0
"['anggota', 'kabinet', 'grafik', 'udah', 'kabinet', 'prabowo', 'udah', 'lampau', 'kabinet', 'menteri', 'soekarno']",-1
"['kabinet', 'bijak', 'boros', 'didik', 'negara']",-1
"['coba', 'maaf', 'korupsi', 'bahaya', 'loh', 'presiden', 'prabowo', 'sorry', 'kalo', 'suudzon', 'bener', 'orang', 'bentuk', 'kabinet', 'baru', 'langsung', 'langsung', 'segitu', 'nilai']",-1
"['camarda', 'nobita', 't', 'traveling', 'vini', 'menteri', 'pecat', 'polisi', 'kabinet', 'merah', 'putih', 'suswono', 'wagub', 'warteg', 'ui', 'lurus', 'hoaks']",-1
"['wkwkwk', 'bolos', 'kerja', 'kabinetbadut']",-1
"['orang', 'suka', 'koar', 'jokowi', 'koar', 'udah', 'masuk', 'kabinet']",-1
"['kabinet', 'merah', 'putih', 'beneran', 'progres', 'bikin', 'bangga']",-1
"['wapres', 'emang', 'gebrak', 'strategic', 'work', 'nya', 'sarana', 'adu', 'masyarakat', 'nama', 'wapres', 'gerak', 'orang', 'orang', 'bawah', 'gak', 'sampe', 'ratas', 'kabinet']",-1
"['populer', 'nasional', 'cerita', 'menteri', 'gembleng', 'akmil', 'retret', 'kabinet', 'biaya', 'uang', 'prabowo']",1
"['kabinet', 'merah', 'putih', 'manusia', 'jujur', 'persenkarna', 'batin', 'manusia', 'nya']",-1
"['mas', 'gibran', 'blusukan', 'pasar', 'bekal', 'kabinet', 'sah', 'sah', 'agenda', 'kerja', 'ujang', 'komarudin', 'sewot', 'bawa', 'jokowi', 'kalo', 'ciri', 'khas', 'keluarga', 'jokowi', 'blusukan', 'ujang']",-1
"['kabinet', 'gemoy', 'obesitas']",-1
"['tumbuh', 'sektor', 'digital', 'cepat', 'kabinet', 'benerbener', 'dukung', 'inovasi']",1
"['kuis', 'arisan', 'serta', 'mahasiswa', 'sebut', 'nama', 'menteri', 'kabinet', 'merah', 'putih', 'yusril', 'belah', 'raffi', 'ahmad', 'giring', 'nidji', 'sebut', 'pahlawan', 'wanita', 'indonesia', 'ra', 'kartini', 'megawati', 'real', 'indonesia', 'cemas']",1
"['bener', 'berani', 'teriak', 'kenceng', 'bro', 'kabinet', 'nmbh', 'orang', 'gmn', 'bro', 'uang', 'apbnitu', 'tri', 'tmbhan', 't', 'udah', 'teriak', 'kenceng', 'blom', 'loe', 'bro']",-1
"['koq', 'om', 'wowo', 'lupa', 'nama', 'menteri', 'jabat', 'kecuali', 'baca', 'saking', 'tambun', 'kabinet', 'yuk', 'korupsi']",-1
"['efisien', 'kabinet', 'nya']",-1
"['prabowo', 'ngeluarin', 'formasi', 'kabinet', 'merah', 'putih', 'menteri', 'wakil', 'menteri', 'wow', 'banget', 'salah', 'menteri', 'tarik', 'perhati', 'netizen', 'menteri', 'negeri', 'sugiono', 'udah']",1
"['tolong', 'prabowo', 'kabinet', 'ken', 'nya', 'jokowi', 'benalu']",-1
"['menteri', 'uang', 'sri', 'mulyani', 'keluar', 'surat', 'edar', 'jabat', 'negara', 'kabinet', 'merah', 'putih', 'hemat', 'anggar', 'belanja', 'jalan', 'dinas', 'baca', 'lengkap', 'sumber', 'gambar']",0
"['parah', 'didik', 'kabinet', 'pakai', 'dana', 'pribadi', 'eh', 'menteri', 'korupsi', 'incar', 'dana', 'apbn', 'nelongso']",-1
"['kabinet', 'merah', 'putih', 'komitmen', 'jaga', 'lingkung']",-1
"['kabinet', 'kacau', 'balau', 'nasih', 'nkri', 'th', 'depan', 'etika', 'politik', 'moralitas', 'politik', 'warga', 'nkri', 'kebiri', 'kitakita', 'bodoh', 'warga', 'didik', 'bius', 'warga', 'jamah', 'ilmu']",-1
"['pr', 'berat', 'menteri', 'didik', 'kabinet', 'prabowo', 'okky', 'madasari', 'zonasi', 'nasib', 'guru']",0
"['jabat', 'kabinet', 'merah', 'putih', 'periode', 'mobil', 'dinas', 'buat', 'produk', 'negeri', 'instruksi', 'presiden', 'prabowo', 'subianto', 'laku', 'minggu']",0
"['depan', 'reshuffle', 'kabinet', 'menteri', 'ikut', 'bina', 'tidar', 'bagus', 'tanam', 'semangat', 'bela', 'negara']",1
"['emang', 'percaya', 'yaa', 'circlenya', 'doang', 'masyarakat', 'mah', 'udah', 'orang', 'laen', 'kabinet', 'merah', 'putih', 'wowo', 'laen', 'emang']",-1
"['tarik', 'tarik', 'kabinet', 'merah', 'putih', 'pst', 'smakin', 'keras']",-1
"['segi', 'didik', 'programprogram', 'usung', 'kabinet', 'bikin', 'generasi', 'cemerlang']",1
"['bidang', 'uang', 'daya', 'perempuan', 'hadir', 'bawa', 'ubah', 'daftar', 'lengkap', 'serta', 'peran', 'srikandi', 'kabinet', 'merah', 'putih', 'sumber', 'id']",1
"['csis', 'prabowo', 'ajak', 'partai', 'gurem', 'masuk', 'kabinet', 'ganggu', 'stabilitas', 'politik']",0
"['nice', 'kabinet', 'merah', 'putih']",1
"['beda', 'kelas', 'jiwa', 'patriotik', 'militer', 'tukang', 'militer', 'negara', 'tukang', 'keluarga', 'presiden', 'prabowo', 'biaya', 'retret', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'sumber']",1
"['prabowo', 'gerindra', 'gencargencarnya', 'promosi', 'kader', 'kader', 'kader', 'gerindra', 'menlu', 'sugiono', 'wamen', 'taufik', 'hidayat', 'coba', 'sorot', 'byk', 'kader', 'gerinda', 'sinar', 'kabinet']",-1
"['bkn', 'dukung', 'dukung', 'terhdp', 'program', 'tsb', 'presiden', 'alas', 'kuat', 'batal', 'program', 'mkn', 'siang', 'gratis', 'timbang', 'anggar', 'blum', 'lgi', 'gemuk', 'kabinet', 'hutang', 'negeri', 'publik', 'paham', 'bhw', 'didik', 'gratis', 'lbh']",0
"['inovasi', 'lahir', 'kabinet', 'prabowo', 'proud']",1
"['electrizen', 'sukses', 'hadir', 'listrik', 'andal', 'acara', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'akmil', 'magelang', 'oktober', 'pimpin', 'presiden', 'prabowo', 'subianto']",0
"['prabowo', 'antar', 'indonesia', 'emas', 'anggota', 'kabinet', 'merah', 'putih', 'awal', 'didik', 'ilmu', 'militer', 'arti', 'tindak', 'pandang', 'bulu', 'lindung', 'bangsa', 'negara', 'korban', 'nyawa']",1
"['tauketauke', 'oligarki', 'mr', 'anwar', 'indonesia', 'sarang', 'kabinet', 'merah', 'putih']",-1
"['waspada', 'serang', 'iran', 'israel', 'pindah', 'lokasi', 'temu', 'minggu', 'kabinet']",0
"['salah', 'tugas', 'kabinet', 'merah', 'putih', 'sih', 'kotor', 'pimpin']",-1
"['kl', 'panglima', 'shrsnya', 'mngkin', 'skrng', 'jatah', 'tni', 'au', 'kalo', 'salah', 'sepak', 'terjang', 'amhp', 'sungguh', 'luarbiasa', 'pengaruh', 'oia', 'anak', 'masuk', 'kabinet', 'kalo', 'gak', 'salah']",-1
"['anak', 'abah', 'simpatisan', 'pks', 'pks', 'ningggalin', 'abah', 'loncat', 'pagar', 'gabung', 'kim', 'dpt', 'kursi', 'kabinet', 'ps', 'nurut', 'anjing', 'pd', 'kim', 'unt', 'maju', 'pilgub', 'dki', 'rk', 'cagub', 'amp', 'suswini', 'cawagub', 'fix', 'hianati', 'hati', 'anak', 'abah', 'gila', 'bet', 'anak', 'abah', 'disrh', 'dukung', 'rido']",-1
"['simak', 'lapor', 'utama', 'tempo', 'pekan', 'lengkap', 'main', 'kabinet']",-1
"['kompas', 'rajin', 'banget', 'ngikutin', 'wapres', 'reporter', 'masuk', 'kabinet', 'yhahha', 'framing', 'wapres', 'hr', 'kerjacolek', 'wapres', 'temuin', 'anak', 'sekolah', 'mahasiswa', 'nungguin', 'ajak', 'ngobrol', 'smbl', 'ngopiwkwkwkw']",0
"['kabinet', 'merah', 'putih', 'to']",-1
"['nama', 'kabinet', 'merah', 'putih', 'gambar', 'kabinet', 'jiwa', 'nasionalis', 'isi', 'menteri', 'kepala', 'badan', 'wakil', 'menteri', 'menteri', 'wakil', 'menteri', 'cocok', 'pakai', 'nama', 'kabinet', 'padat', 'karyawan']",-1
"['rapat', 'kabinet', 'paripurna', 'perdana', 'langsung', 'tancap', 'gas', 'sukses']",1
"['prabowo', 'sidang', 'kabinet', 'tongkat', 'nabi', 'sulaiman']",0
"['kabinet', 'merah', 'putih', 'nama', 'kombinasi', 'jiwa', 'patriotisme', 'jiwa', 'begawan', 'darah', 'orang', 'begawan', 'ekonom', 'milik', 'bangsa', 'kakek']",1
"['upacara', 'hadir', 'ketua', 'lembaga', 'negara', 'menteri', 'kabinet', 'merah', 'putih', 'panglima', 'tni', 'kapolri', 'amp', 'kepala', 'staf', 'angkat', 'menhan', 'sjafrie', 'damping', 'putra', 'sempat', 'ziarah', 'pusara', 'sang', 'ayah', 'letkol', 'tni', 'purn', 'h', 'sjamsoeddin', 'koernia']",0
